,Sequence_282,Sequence_281,Sequence_280,Sequence_279,Sequence_278,Sequence_277,Sequence_276,Sequence_275,Sequence_274,Sequence_273,Sequence_272,Sequence_271,Sequence_270,Sequence_269,Sequence_268,Sequence_267,Sequence_266,Sequence_265,Sequence_264,Sequence_263,Sequence_262,Sequence_261,Sequence_260,Sequence_259,Sequence_258,Sequence_257,Sequence_256,Sequence_255,Sequence_254,Sequence_253,Sequence_252,Sequence_251,Sequence_250,Sequence_249,Sequence_248,Sequence_247,Sequence_246,Sequence_245,Sequence_244,Sequence_243,Sequence_242,Sequence_241,Sequence_240,Sequence_239,Sequence_238,Sequence_237,Sequence_236,Sequence_235,Sequence_234,Sequence_233,Sequence_232,Sequence_231,Sequence_230,Sequence_229,Sequence_228,Sequence_227,Sequence_226,Sequence_225,Sequence_224,Sequence_223,Sequence_222,Sequence_221,Sequence_220,Sequence_219,Sequence_218,Sequence_217,Sequence_216,Sequence_215,Sequence_214,Sequence_213,Sequence_212,Sequence_211,Sequence_210,Sequence_209,Sequence_208,Sequence_207,Sequence_206,Sequence_205,Sequence_204,Sequence_203,Sequence_202,Sequence_201,Sequence_200,Sequence_199,Sequence_198,Sequence_197,Sequence_196,Sequence_195,Sequence_194,Sequence_193,Sequence_192,Sequence_191,Sequence_190,Sequence_189,Sequence_188,Sequence_187,Sequence_186,Sequence_185,Sequence_184,Sequence_183,Sequence_182,Sequence_181,Sequence_180,Sequence_179,Sequence_178,Sequence_177,Sequence_176,Sequence_175,Sequence_174,Sequence_173,Sequence_172,Sequence_171,Sequence_170,Sequence_169,Sequence_168,Sequence_167,Sequence_166,Sequence_165,Sequence_164,Sequence_163,Sequence_162,Sequence_161,Sequence_160,Sequence_159,Sequence_158,Sequence_157,Sequence_156,Sequence_155,Sequence_154,Sequence_153,Sequence_152,Sequence_151,Sequence_150,Sequence_149,Sequence_148,Sequence_147,Sequence_146,Sequence_145,Sequence_144,Sequence_143,Sequence_142,Sequence_141,Sequence_140,Sequence_139,Sequence_138,Sequence_137,Sequence_136,Sequence_135,Sequence_134,Sequence_133,Sequence_132,Sequence_131,Sequence_130,Sequence_129,Sequence_128,Sequence_127,Sequence_126,Sequence_125,Sequence_124,Sequence_123,Sequence_122,Sequence_121,Sequence_120,Sequence_119,Sequence_118,Sequence_117,Sequence_116,Sequence_115,Sequence_114,Sequence_113,Sequence_112,Sequence_111,Sequence_110,Sequence_109,Sequence_108,Sequence_107,Sequence_106,Sequence_105,Sequence_104,Sequence_103,Sequence_102,Sequence_101,Sequence_100,Sequence_99,Sequence_98,Sequence_97,Sequence_96,Sequence_95,Sequence_94,Sequence_93,Sequence_92,Sequence_91,Sequence_90,Sequence_89,Sequence_88,Sequence_87,Sequence_86,Sequence_85,Sequence_84,Sequence_83,Sequence_82,Sequence_81,Sequence_80,Sequence_79,Sequence_78,Sequence_77,Sequence_76,Sequence_75,Sequence_74,Sequence_73,Sequence_72,Sequence_71,Sequence_70,Sequence_69,Sequence_68,Sequence_67,Sequence_66,Sequence_65,Sequence_64,Sequence_63,Sequence_62,Sequence_61,Sequence_60,Sequence_59,Sequence_58,Sequence_57,Sequence_56,Sequence_55,Sequence_54,Sequence_53,Sequence_52,Sequence_51,Sequence_50,Sequence_49,Sequence_48,Sequence_47,Sequence_46,Sequence_45,Sequence_44,Sequence_43,Sequence_42,Sequence_41,Sequence_40,Sequence_39,Sequence_38,Sequence_37,Sequence_36,Sequence_35,Sequence_34,Sequence_33,Sequence_32,Sequence_31,Sequence_30,Sequence_29,Sequence_28,Sequence_27,Sequence_26,Sequence_25,Sequence_24,Sequence_23,Sequence_22,Sequence_21,Sequence_20,Sequence_19,Sequence_18,Sequence_17,Sequence_16,Sequence_15,Sequence_14,Sequence_13,Sequence_12,Sequence_11,Sequence_10,Sequence_9,Sequence_8,Sequence_7,Sequence_6,Sequence_5,Sequence_4,Sequence_3,Sequence_2
Sequence_174,58.43646172,2.45937635,3.69163605,3.69163605,3.69163605,4.39798932,3.27855933,3.27855933,57.12047176,5.27073488,2.44550907,11.25848101,3.11349537,4.6974693,58.06606334,1.86561665,9.43110055,4.26897508,3.70136303,2.7477515,4.31629995,9.29246909,56.28109829,11.68498608,20.20110774,57.89093513,5.96200026,5.20859227,7.39037647,2.20613764,2.73854905,2.20613764,2.40732557,55.07610629,11.76991233,2.57382811,9.59640824,7.40471039,1.57678138,2.26479808,2.19380373,2.28235371,9.37280114,55.88200018,46.16336111,4.46679794,6.26952818,5.30652845,54.48211753,15.70423897,56.24589111,90.64790242,3.07679408,3.07679408,56.26324391,57.0865282,56.20466839,52.03470343,3.86302136,3.82120351,56.59730167,58.24655239,7.55241123,30.5537357,59.07013947,58.86497563,1.52123864,9.97193382,12.93007397,8.00514549,56.84916434,8.00514549,9.60943899,9.13012979,55.1394182,53.77815391,54.92015652,56.404613,58.02677767,3.08261032,3.02186957,4.44606047,6.79168408,1.3654957,5.60113479,4.68134128,59.24007262,58.05927892,58.57221557,56.85837744,58.49248635,58.85376319,5.02851906,58.9241514,58.9097125,4.79338017,2.64071294,3.3816356,52.60843381,59.53517369,58.85236212,59.25743811,9.58486791,58.48288526,35.85130309,40.41446893,58.64657675,9.51460989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_173,58.88927909,5.43126142,11.97789758,11.97789758,11.97789758,52.01939531,8.31972539,8.31972539,56.77838651,5.09421268,1.23667023,12.11977298,59.26695724,57.18769508,57.28763511,3.16932905,11.90935495,3.90589191,2.97830872,4.23701559,3.45501783,6.61185119,56.25786737,11.76396732,20.20211873,57.94431846,3.39200557,4.2182684,8.18647554,5.4143379,6.10719467,5.4143379,5.70883714,54.69668823,16.27245566,4.86824665,8.35031477,10.14630946,3.66134553,5.56696092,5.24341445,3.75353383,7.80102155,55.89866379,77.55644737,4.68646258,6.29416863,7.01469002,54.38686676,15.39341551,55.77793445,15.58880659,6.27011462,6.27011462,55.99263043,57.02465437,56.25810767,51.92984803,11.89644801,14.36876709,56.58006601,58.22041457,7.71094861,30.02857417,58.72151703,58.52545393,2.15933959,9.28902028,10.94812122,6.50150025,59.1934411,6.50150025,9.27035796,55.59140773,54.60914405,53.13197414,54.39432872,55.8252245,57.69442173,2.97424563,2.91015581,5.1655647,6.58563728,1.03479583,4.20093405,7.26824393,58.85418444,57.77761574,58.61699212,56.35972395,58.47918045,58.51527163,6.85802195,58.5733997,58.56283844,4.19166091,1.72742974,4.00456233,52.2462415,58.71871979,58.51581868,59.24140939,11.56146856,58.16177876,36.11228006,40.57629935,58.70372525,9.70861544,0.37453948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_172,1.83733874,2.25339065,4.5231389,3.01492123,2.6493255,2.82156187,2.792519,2.32548984,51.20665999,4.29178363,3.65969435,3.52528829,7.17684186,2.37611171,3.54382813,53.0818246,46.29236293,3.35798848,1.51925048,2.99905212,1.64406749,1.75362704,55.29096971,4.82990732,55.7002072,54.50224559,2.90883051,5.13349971,9.2828149,4.84625189,4.64296302,3.30028301,4.22993832,4.25938164,3.6374676,2.68431815,8.99213067,4.0054581,2.99498321,3.88037739,3.81628983,2.18631398,2.80897677,37.09366857,2.66269153,53.94192502,2.88557611,3.81649942,43.45173984,1.46383653,38.4330015,9.40671774,5.16505302,4.01116091,49.11846611,56.55293511,4.15755167,42.20813842,1.43564473,48.69937715,53.23522977,53.09059739,4.5136635,54.0455329,54.68912976,54.21983646,3.11757831,52.91757196,7.92957944,49.9475517,5.11250317,49.9475517,45.52540872,53.53831688,51.34102753,50.15787604,51.66735322,?,53.749002,2.38872311,2.42635867,10.3728718,5.27198057,2.16494552,2.03897807,54.28970213,54.08920879,53.05392725,53.51462128,4.74148851,54.71956427,54.0312782,54.30584073,53.70757199,54.75014115,2.84477582,2.54728592,2.26289798,30.72990292,11.91116277,54.79849507,55.29397094,48.07628756,54.2656995,53.85141052,54.02983047,7.41194367,6.49024577,4.34925861,3.00598102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_171,53.15189487,2.23759488,3.99815411,4.24314954,3.9764684,4.08458369,3.37279444,2.93267258,7.0190211,3.28837496,3.44255515,3.4683054,4.12970368,4.90389717,3.96774401,3.02891284,32.64394468,10.26556165,2.30626424,2.32098431,2.56775813,2.90297652,4.5618527,2.60197312,51.28194496,45.2064569,4.56625654,8.14952381,50.16104241,1.98865783,2.20731722,2.33124325,2.32225054,4.84719863,4.98079873,2.34871283,6.12322886,4.10208366,4.3356919,3.46348794,3.35433386,2.72482485,3.79364408,7.63905625,3.31507786,4.83465749,3.88055944,1.88871583,4.83435588,2.06027096,6.2680903,4.1705311,3.29366994,2.90054211,49.58088057,51.13301957,3.51313219,46.67463817,2.3852158,27.4500852,51.32810487,49.74519838,10.56841182,7.55827254,48.84131822,48.50834457,2.64159845,7.53466735,8.93899804,12.02788695,6.59287725,11.91823619,8.8496342,49.47925185,47.83553421,48.62808507,48.53093056,49.69894878,49.1520131,3.67420599,3.70967279,3.26823713,4.54971459,2.40823213,8.0359492,13.4171829,46.27171507,37.93398287,52.21318455,2.54548262,48.00775061,47.95200914,14.50540467,47.48308341,48.82425236,3.62298964,2.93846343,4.08486656,8.54277056,14.69431276,48.08282699,49.58322261,21.13462618,49.79585674,7.28945085,7.79186695,46.68678489,19.34808476,2.57588973,2.04668381,2.48310796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_170,48.26273119,3.45731891,45.11988589,5.67046122,5.37779343,5.06619734,4.52940773,4.64299218,50.22795726,52.15565853,9.78814602,7.48361053,11.41022333,6.78581808,7.65256017,13.74301523,21.86288056,44.00173224,49.16579633,49.65006971,47.03491839,14.42917873,51.29623827,50.87180978,48.32964486,50.66504184,55.09744803,8.20693261,16.94299268,42.56761346,43.18690493,6.75566841,6.90525568,5.04622069,5.38890099,17.15402334,49.27948711,4.11505099,46.52297073,4.61638394,4.63184241,15.02925972,48.1867579,5.93952837,4.92493519,49.99575147,8.64359673,47.37462807,47.63066817,53.44973007,4.37082148,46.44988143,5.73627187,8.1590778,5.55755455,9.55747562,18.14714603,21.34435683,51.86551716,45.66428195,52.4636609,5.83185622,39.68187516,6.08581164,7.78262555,8.22026089,10.24891147,5.28833456,4.61047467,4.33468471,3.96257264,4.30103444,48.14385073,32.62861313,25.71379165,22.74030334,38.60766792,28.03719682,54.03085146,45.89304561,45.72139482,8.4713942,9.45618654,8.66152804,55.74401034,50.7529617,7.49448275,7.4273952,6.08804501,5.56096774,8.25952579,6.03818825,51.52192457,5.97713276,7.65545392,43.64069484,44.84331418,5.84466226,45.50446567,5.49579324,8.08626097,8.17541826,6.54408281,8.98240881,5.44094894,5.67673168,6.54010665,15.23980648,54.0505117,53.48381859,6.93021217,51.26297906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_169,57.12711308,1.4117516,3.12286668,2.74465295,2.93820854,2.918502,2.63632917,2.26244832,52.44054391,3.51585121,1.5320465,3.73044305,8.70749626,4.06152515,3.76911583,4.92204429,11.8476815,1.86873512,1.46814723,2.1236556,1.5737832,2.29968691,4.91134382,5.70323833,54.91536466,54.90927882,2.36144617,4.59270379,32.70615748,3.30084735,4.12311219,3.18194278,3.41285819,4.47500035,6.10687759,1.69525803,5.13071787,5.50977208,2.83992083,2.46180482,2.26533597,2.20577146,1.98447897,6.09322908,1.78469232,3.27376125,2.79843297,2.96038252,11.32437601,2.57267277,43.12210986,6.21272052,3.45228372,3.01556647,48.92675153,54.51381876,3.52102215,4.96950041,2.38481053,4.97588887,49.60811565,54.37808375,6.3750576,54.19474105,55.68495354,55.370205,2.11192592,54.17130109,54.41235193,51.23996191,8.428744,51.23996191,4.45215616,2.94248519,3.07777168,3.22558937,5.51862813,2.84041692,52.83015401,1.79981571,1.76112872,3.69858988,5.13428729,0.97503942,2.12504406,54.99660119,54.36956754,53.69470762,54.64781726,7.65830262,55.34149691,54.28303073,54.95000118,54.22729104,55.69076654,2.58469565,1.1342504,1.45116431,29.56418028,54.65632371,55.406943,54.98617743,47.24131312,54.8267523,54.06316223,54.27461643,55.57849421,6.12006784,1.68983596,1.29881327,1.10944766,1.47645839,27.79591229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_168,34.48102822,1.96833209,2.55628733,1.98682329,1.98682329,1.77730915,1.80034701,1.80034701,3.22867912,53.86951893,54.8495636,6.1189946,5.72254939,7.78167532,6.96683,5.78534147,46.31434033,53.45341337,4.95435041,5.86093694,5.88342945,6.38060315,4.82210563,8.23848069,48.92733779,49.38277677,58.30533543,7.16035381,45.56890734,3.19692329,3.87901362,2.86288529,2.75460815,2.19991311,3.26227106,4.14649075,9.53595751,5.91333181,4.21829006,2.08755602,1.80698731,5.60439196,6.22540521,13.05055421,2.10095592,5.64984553,4.12290842,8.73131744,42.91986679,7.22116347,47.25770989,7.03422736,3.94668912,3.94668912,5.96541448,8.03126846,7.71034751,49.55617569,3.20669907,3.18924275,49.61405448,4.51967324,53.51752827,4.40027615,3.79445905,3.79231099,3.20411802,4.88703044,3.80123334,4.95691978,4.35924243,4.95691978,7.84837711,49.22295157,49.71933978,49.25958201,49.92250424,3.2601836,67.11282102,53.44978148,53.7571255,6.29538885,39.74206689,54.30082952,54.20442867,49.01283985,3.73457576,3.31914357,4.03038227,45.2170895,4.13499966,4.18507915,49.14325857,4.12129352,2.81690988,54.22627431,54.08613855,7.17481841,45.3243251,2.09556137,4.07557261,4.2149184,2.40963931,4.76995189,3.8715701,3.79550659,3.54473064,54.66099265,58.45761923,57.85592843,6.37783162,42.36782917,2.87928474,80.95040267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_167,43.43037472,49.59623371,48.9387135,48.52344095,49.92698843,48.65560571,49.04357243,48.17711706,48.37472577,55.94072473,53.93775889,45.62063324,48.69210463,48.81549634,49.21381188,48.55685548,8.14865444,56.25888388,54.6514508,54.25353211,54.46570053,49.71738131,53.52243503,52.239152,6.08884933,4.62018203,53.97027724,55.08003629,3.10647361,49.12093636,48.77201428,49.8383544,49.87393006,47.64709807,48.24376692,47.95621164,47.32937188,51.54868671,54.07628372,48.57457727,48.7162657,49.53567295,54.73506928,50.18447007,48.03703152,8.4865874,50.74257461,49.76652632,7.86237894,54.13559276,7.95815918,48.63917906,47.43025634,47.73215142,3.73235587,5.7923045,48.27126672,8.9893792,52.12214543,48.7819898,2.06458548,4.13979793,54.54726415,6.44723109,5.65752369,5.5964014,49.26501728,7.02260726,6.84403808,49.35987048,49.66131594,49.35987048,50.08939628,8.9382082,8.34109204,8.99133954,8.80736195,7.7835739,8.53982938,54.99521898,55.00372639,45.48149197,50.18192165,54.91898506,8.80702498,2.55753744,6.0163383,5.31837037,5.02402249,46.20099046,5.57517191,4.65061454,2.79261326,4.67111426,5.70331138,56.41803815,55.91125347,48.83402636,49.42617786,5.99032722,5.6137821,6.06249812,9.04283769,5.92145789,4.82614944,5.45020451,5.36042994,9.07566432,57.71373361,57.49172495,55.04422173,51.69440517,47.62799401,54.70665005,50.87825009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_166,2.5727371,5.64237467,10.58262488,6.97661714,6.74022205,6.50486948,6.04242673,6.63532641,7.84718366,2.99856775,4.91144676,8.37365007,10.52871259,5.9493529,7.10505369,44.11210959,47.52892831,9.21426542,2.48043484,4.56350722,2.35145025,6.37126244,5.96120367,3.26387018,47.3319319,50.52808836,53.89336217,43.27251496,9.29971416,6.88647364,7.18085341,4.0756277,5.21040822,5.74976614,5.77242749,22.45540727,6.15144673,4.97787671,4.47554048,6.24452184,6.17761534,6.26596854,5.54618242,4.25458887,6.0045485,46.68371448,4.90440186,3.54920818,4.25093878,5.7341508,39.84066628,6.05738731,8.33475239,9.33506759,46.62341446,53.37610459,8.03046237,46.64584954,2.86784722,10.03091476,3.87708484,53.92249359,8.39344218,46.65356803,7.66124781,10.7029608,4.21388026,5.79447718,2.65450997,6.16553184,3.71474272,6.16553184,12.64172632,46.49820888,43.7642182,46.6590497,46.90401176,41.64749065,51.99480373,4.81745876,4.83438828,4.47173922,45.50710592,6.71853308,9.87083903,47.93801571,54.53807021,53.61493782,53.82479544,7.46822166,42.59921077,46.34984592,48.17880313,46.16432036,9.80780731,4.33529389,6.85570096,21.73915427,26.58658812,5.66998936,43.84198922,51.54460589,53.56564231,43.46220735,45.08046003,45.95851375,4.68514866,9.59979615,54.3042705,54.26039889,2.01655853,12.53509466,5.61542296,7.33661964,5.13437501,49.24482605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_165,57.53008697,53.40562836,52.99411702,53.42437507,53.42437507,53.44156724,53.44156724,53.44156724,59.65713903,7.35639488,6.9519293,13.80886467,57.66446043,57.07552809,57.04333501,30.34147865,4.26283167,5.03678808,6.49001444,5.06381983,6.78363203,13.21659392,56.78447802,57.07941519,6.81807737,7.30734841,57.789778,8.85534812,5.09991201,54.88286713,54.88975758,55.15024575,55.12585157,55.55386509,56.74742209,6.94515239,56.08355396,48.61798861,7.44596432,54.49859233,53.05220965,12.21425999,56.97403112,53.98102309,50.75280217,56.175645,56.34829347,55.70711309,57.3297134,56.66131871,9.25456063,54.78248948,49.18169614,49.18169614,18.41783618,7.94469267,57.15702634,4.76223744,57.75852647,52.4480032,58.74067846,6.75437702,7.9372736,12.70489931,9.12862111,9.97856157,57.93264408,57.15140029,55.60867063,56.4499493,57.04010383,56.4499493,56.54849142,4.59683973,7.05237574,4.44847083,4.51681208,7.36524549,56.28219654,7.41695883,7.2176752,53.88733616,5.69540918,7.05286915,6.50494594,57.59604502,3.5836732,5.91938668,9.5091289,57.10727815,9.13298802,9.00386022,57.50659398,9.79009585,9.00415301,6.66851139,7.19385639,48.27299858,55.24936634,7.41081974,9.32730579,4.44505395,6.79331425,10.63341817,12.37312443,12.40284255,11.44926067,6.46055961,4.46500902,5.83907546,6.16788815,30.55897164,53.74668748,5.99642253,57.83040227,8.48632893,56.31944308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_164,47.55420534,1.56705854,2.35293253,1.78642141,1.81838332,2.18451578,1.98899092,1.88153872,5.3386103,17.34102479,3.91911607,4.06818625,5.05282412,46.037437,4.47568267,5.75010302,4.01722309,2.29530404,2.03403721,2.27857148,1.98122574,3.33624549,4.5203196,4.49703051,50.50361653,47.82835882,50.99562351,15.23061729,46.19704904,3.54302576,3.52523027,2.44595623,3.22281312,3.44374555,4.12273593,2.46336009,2.41976853,2.04136188,3.25827628,2.29883219,2.175733,4.33691521,3.66168707,5.34661726,1.77017474,5.94553496,2.49450295,3.37251827,2.69606971,5.94327338,6.18911003,3.67531259,5.19189377,4.30521094,50.51882987,50.29489156,3.13693094,3.75085883,9.61032002,2.37502176,41.26744431,7.38999258,11.12373548,43.20244121,8.43643735,7.90925218,4.47353107,7.4898274,4.8357165,10.11212099,4.14526719,9.04667923,3.04029869,5.65233072,3.52082284,3.67550432,4.87786557,2.63349013,6.42112884,2.85872319,2.66450297,3.54026359,4.20013726,3.07217179,11.459459,44.5765689,9.04002909,5.57608192,8.38615909,4.71138896,8.07886112,39.21436139,44.85038879,18.69876548,7.24686182,2.96503642,2.4270185,3.16196908,3.99966782,7.06077188,6.90579157,11.91685453,10.29696837,35.68718263,42.46952963,43.20257017,5.04629607,20.06245831,4.49511161,3.68232473,3.29266463,3.35605076,19.2481583,3.03323334,2.72083299,49.59064283,6.83910451,9.28816187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_163,42.01424514,1.27233732,2.1907799,1.75234064,1.89134128,1.52442953,1.70057326,1.56695773,6.36367024,43.08599403,45.37060755,3.95457598,3.61178428,5.09991695,2.83318215,4.40256581,2.7907299,2.04786057,2.04167589,3.3115173,2.10029584,4.00202328,4.02034016,3.94616819,9.00481659,7.59307865,50.29170301,46.8590113,4.22564116,2.98557268,2.6871875,2.47573526,2.86894641,1.51997247,2.16288946,2.38708675,5.20098093,2.76135159,2.89460657,1.87901451,1.87901451,5.00417325,3.31117336,4.66710087,1.05959701,3.51133946,2.65503819,2.90210605,4.67907887,2.96607895,4.58288544,2.52356958,2.65343386,2.13123485,5.36502216,52.49781161,2.42134221,2.52393257,12.11455255,2.84723702,7.96034489,50.3275957,45.79420782,41.92997849,6.97030366,7.26304705,5.86890438,9.22063388,6.85470161,10.58370779,5.98087088,10.53356257,3.33472916,3.89299093,2.33654667,2.78249312,3.84955872,2.45293915,2.32744611,2.11679294,2.26241269,1.78887768,3.94831191,4.63707291,36.12174522,8.67039895,51.90868752,50.29394786,6.08005844,3.15792303,7.59269873,5.48186384,8.15719349,5.42191101,6.47208593,2.5299146,2.98674399,1.04431501,3.10574897,3.83649037,8.13702745,14.47033892,48.72961937,12.99760426,37.55619541,39.61887953,3.29303792,46.19438188,50.29652354,50.39808722,1.66070209,5.12616222,4.63465097,3.01726307,2.69780595,8.09158679,4.5420693,54.16222454,2.34837757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_162,4.83048917,2.49801919,2.27571849,3.29550231,3.42830823,3.47249044,3.42382713,2.69169472,9.26945477,13.38960427,11.18155316,2.59412598,5.78952262,5.37316527,1.75023306,8.92907531,45.20419116,8.03937855,1.83842518,2.89499992,2.02239027,0.5162545,2.19323782,5.6458067,7.61984462,50.29001373,5.90653044,16.6866095,49.69890716,4.75814438,4.8400945,4.32813935,5.36162147,4.01688022,5.97406636,2.51055708,4.73920089,3.99026206,2.61007842,3.41330254,3.58893301,2.92211371,1.73354467,3.95789644,1.94204096,10.68108121,3.54337882,1.98972895,5.25253835,2.8529169,8.88748295,5.83930788,5.6187623,5.19967557,50.7501476,50.7484834,3.78404646,7.51500653,4.26949655,4.81694099,52.79139959,49.6056902,18.61731071,43.65665557,47.57546962,47.70260103,3.11413345,14.30631083,13.3905313,42.82012736,44.48045295,42.82012736,3.59141945,48.76136078,45.25350245,46.6276034,45.72541154,48.11831161,8.92984058,4.90960696,4.73064346,5.413536,3.2586842,1.74814037,3.2149125,46.82416936,51.29669675,49.8169321,49.95862715,3.52179326,47.61146431,30.3821128,47.26786982,30.7949464,47.63785293,3.50355299,2.03618227,9.21213667,4.44444607,29.59868484,47.81686651,48.37743826,50.88179275,52.43427365,42.26095148,43.69187735,44.81583972,18.49268558,9.3376041,6.55116113,1.77753822,2.38836441,15.0435476,0.99109396,6.35558778,49.9506107,6.59783162,12.48310406,2.9267559,3.49917255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_161,2.35746157,2.17654675,3.1811074,3.42404201,3.54857405,3.16238866,3.17603078,2.67740841,5.58372239,5.91379994,8.55569331,3.82107291,4.59809081,4.90064245,1.86759888,7.46727244,42.96937138,10.7356017,2.10786652,2.73759666,2.21234252,1.20164636,2.52967039,4.97113751,50.8842515,44.65880611,8.27943415,15.73900306,46.55318277,3.03441698,3.53476041,3.21619251,3.49806014,2.99022698,5.66643682,1.87374206,4.08450844,4.63353655,4.01279198,3.41048891,3.17198525,3.2738916,2.13933527,4.45173671,1.70303718,19.79291372,2.85310671,3.03059467,36.69709289,2.37453737,4.1620072,4.03190177,3.76522691,2.78734048,48.86635743,51.00711201,2.31776652,5.53024588,2.60928581,4.32732572,52.6256516,3.85836783,14.57082863,23.47741518,3.70086526,4.37231325,2.62136192,7.0272533,7.42957642,22.88805097,9.73549628,21.01305296,5.25734555,47.96643938,41.78336415,44.91548836,45.35027387,4.80406404,47.78915304,7.70676875,7.70412723,3.04296564,4.67682234,2.42414767,4.2326215,43.60496219,30.35492688,6.04169368,29.66726698,2.52141084,8.42057766,10.24429317,44.57442158,11.10033924,10.00200231,4.5297531,2.02422404,11.3693053,4.09472997,11.00258107,44.56058604,42.59429416,41.54232015,52.54773904,17.31332116,22.21809576,29.13436744,11.30241434,13.12946092,12.42791359,1.20387417,2.10471494,8.43873734,0.47849092,4.84602462,47.14504,3.07707559,10.41589748,3.41013927,3.8218727,0.56056215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
