,Sequence_337,Sequence_336,Sequence_335,Sequence_334,Sequence_333,Sequence_332,Sequence_331,Sequence_330,Sequence_329,Sequence_328,Sequence_327,Sequence_326,Sequence_325,Sequence_324,Sequence_323,Sequence_322,Sequence_321,Sequence_320,Sequence_319,Sequence_318,Sequence_317,Sequence_316,Sequence_315,Sequence_314,Sequence_313,Sequence_312,Sequence_311,Sequence_310,Sequence_309,Sequence_308,Sequence_307,Sequence_306,Sequence_305,Sequence_304,Sequence_303,Sequence_302,Sequence_301,Sequence_300,Sequence_299,Sequence_298,Sequence_297,Sequence_296,Sequence_295,Sequence_294,Sequence_293,Sequence_292,Sequence_291,Sequence_290,Sequence_289,Sequence_288,Sequence_287,Sequence_286,Sequence_285,Sequence_284,Sequence_283,Sequence_282,Sequence_281,Sequence_280,Sequence_279,Sequence_278,Sequence_277,Sequence_276,Sequence_275,Sequence_274,Sequence_273,Sequence_272,Sequence_271,Sequence_270,Sequence_269,Sequence_268,Sequence_267,Sequence_266,Sequence_265,Sequence_264,Sequence_263,Sequence_262,Sequence_261,Sequence_260,Sequence_259,Sequence_258,Sequence_257,Sequence_256,Sequence_255,Sequence_254,Sequence_253,Sequence_252,Sequence_251,Sequence_250,Sequence_249,Sequence_248,Sequence_247,Sequence_246,Sequence_245,Sequence_244,Sequence_243,Sequence_242,Sequence_241,Sequence_240,Sequence_239,Sequence_238,Sequence_237,Sequence_236,Sequence_235,Sequence_234,Sequence_233,Sequence_232,Sequence_231,Sequence_230,Sequence_229,Sequence_228,Sequence_227,Sequence_226,Sequence_225,Sequence_224,Sequence_223,Sequence_222,Sequence_221,Sequence_220,Sequence_219,Sequence_218,Sequence_217,Sequence_216,Sequence_215,Sequence_214,Sequence_213,Sequence_212,Sequence_211,Sequence_210,Sequence_209,Sequence_208,Sequence_207,Sequence_206,Sequence_205,Sequence_204,Sequence_203,Sequence_202,Sequence_201,Sequence_200,Sequence_199,Sequence_198,Sequence_197,Sequence_196,Sequence_195,Sequence_194,Sequence_193,Sequence_192,Sequence_191,Sequence_190,Sequence_189,Sequence_188,Sequence_187,Sequence_186,Sequence_185,Sequence_184,Sequence_183,Sequence_182,Sequence_181,Sequence_180,Sequence_179,Sequence_178,Sequence_177,Sequence_176,Sequence_175,Sequence_174,Sequence_173,Sequence_172,Sequence_171,Sequence_170,Sequence_169,Sequence_168,Sequence_167,Sequence_166,Sequence_165,Sequence_164,Sequence_163,Sequence_162,Sequence_161,Sequence_160,Sequence_159,Sequence_158,Sequence_157,Sequence_156,Sequence_155,Sequence_154,Sequence_153,Sequence_152,Sequence_151,Sequence_150,Sequence_149,Sequence_148,Sequence_147,Sequence_146,Sequence_145,Sequence_144,Sequence_143,Sequence_142,Sequence_141,Sequence_140,Sequence_139,Sequence_138,Sequence_137,Sequence_136,Sequence_135,Sequence_134,Sequence_133,Sequence_132,Sequence_131,Sequence_130,Sequence_129,Sequence_128,Sequence_127,Sequence_126,Sequence_125,Sequence_124,Sequence_123,Sequence_122,Sequence_121,Sequence_120,Sequence_119,Sequence_118,Sequence_117,Sequence_116,Sequence_115,Sequence_114,Sequence_113,Sequence_112,Sequence_111,Sequence_110,Sequence_109,Sequence_108,Sequence_107,Sequence_106,Sequence_105,Sequence_104,Sequence_103,Sequence_102,Sequence_101,Sequence_100,Sequence_99,Sequence_98,Sequence_97,Sequence_96,Sequence_95,Sequence_94,Sequence_93,Sequence_92,Sequence_91,Sequence_90,Sequence_89,Sequence_88,Sequence_87,Sequence_86,Sequence_85,Sequence_84,Sequence_83,Sequence_82,Sequence_81,Sequence_80,Sequence_79,Sequence_78,Sequence_77,Sequence_76,Sequence_75,Sequence_74,Sequence_73,Sequence_72,Sequence_71,Sequence_70,Sequence_69,Sequence_68,Sequence_67,Sequence_66,Sequence_65,Sequence_64,Sequence_63,Sequence_62,Sequence_61,Sequence_60,Sequence_59,Sequence_58,Sequence_57,Sequence_56,Sequence_55,Sequence_54,Sequence_53,Sequence_52,Sequence_51,Sequence_50,Sequence_49,Sequence_48,Sequence_47,Sequence_46,Sequence_45,Sequence_44,Sequence_43,Sequence_42,Sequence_41,Sequence_40,Sequence_39,Sequence_38,Sequence_37,Sequence_36,Sequence_35,Sequence_34,Sequence_33,Sequence_32,Sequence_31,Sequence_30,Sequence_29,Sequence_28,Sequence_27,Sequence_26,Sequence_25,Sequence_24,Sequence_23,Sequence_22,Sequence_21,Sequence_20,Sequence_19,Sequence_18,Sequence_17,Sequence_16,Sequence_15,Sequence_14,Sequence_13,Sequence_12,Sequence_11,Sequence_10,Sequence_9,Sequence_8,Sequence_7,Sequence_6,Sequence_5,Sequence_4,Sequence_3,Sequence_2
Sequence_205,53.7615,4.5631,50.9121,2.5935,10.7442,43.7471,46.4852,10.234,6.16,50.4707,6.3635,50.669,5.4763,35.8986,9.6296,9.3251,50.8459,43.3019,5.1788,48.5831,4.9208,4.9996,40.0275,5.6063,46.8323,20.7349,50.9224,54.187,11.916,6.0117,45.2882,11.638,6.1758,46.3821,13.0131,5.8986,4.7263,50.7426,51.052,6.3525,6.4648,42.6546,5.5309,46.3068,53.5507,48.5081,4.0048,12.5326,55.4944,14.9226,46.0402,8.0693,5.0272,48.0081,42.8216,23.167,10.298,2.4956,2.344,6.969,42.3034,4.2856,39.9445,48.6957,5.6604,43.282,20.9418,46.4409,45.4124,39.6432,3.51,45.5586,3.3986,3.9045,35.9514,5.6336,7.0808,48.6133,51.5637,52.6492,11.7019,12.3319,3.5626,5.485,3.1946,4.2016,40.5592,9.7844,49.4625,7.7463,38.6317,11.347,4.2588,46.6136,7.5759,8.7806,5.5267,44.9487,48.9405,4.5761,3.8557,5.9226,6.9101,8.1006,6.3261,49.2374,37.5442,5.4939,55.2508,1.9486,23.2153,5.4179,5.0632,41.8091,52.1495,8.5769,51.8709,47.3632,35.1714,52.7351,5.1743,49.3105,7.1259,7.5731,33.534,6.9098,51.3645,10.6678,46.9053,3.3665,5.6816,4.0842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_204,53.3559,3.5269,5.2165,1.3361,3.91,2.9529,2.0473,13.7647,13.6701,50.0431,43.4597,55.3437,9.3476,42.0938,40.484,4.3141,47.4546,4.5859,4.0018,21.3534,11.6759,1.3436,6.3445,49.5994,4.9003,7.3937,6.3555,53.5299,13.5948,8.2672,47.9317,32.6761,47.6588,16.3371,3.8052,4.2154,2.1801,3.8333,4.5156,31.5074,3.9961,4.8995,44.25,47.3237,54.646,18.8614,4.6719,3.7213,7.191,44.4683,6.7494,9.6556,2.9042,29.7599,20.686,56.8066,4.7698,46.008,14.3525,4.7106,9.5205,44.1747,21.4211,8.6287,4.8035,5.1566,14.3361,28.8892,13.0347,36.9333,4.3065,8.7442,34.1849,35.2144,3.087,48.5335,8.7854,47.3247,9.4625,53.1089,2.3664,5.6756,3.5977,40.897,27.9077,26.7929,30.0859,39.9794,40.3384,5.1706,3.6131,9.5561,1.7505,11.9934,71.6618,45.701,3.8461,46.6937,3.951,3.1664,1.4982,35.6769,52.5988,23.1787,13.9904,47.7134,7.6893,4.4124,53.3997,3.3391,6.1511,51.1479,3.8481,48.4775,38.425,2.102,56.7553,5.8566,4.3397,4.4458,5.1434,51.4078,8.2446,24.5813,5.5719,5.6164,52.3601,22.9635,41.8838,5.1877,45.6432,3.0556,4.6335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_203,?,52.6162,55.7733,46.453,49.7561,28.819,4.8842,51.3935,52.5397,7.6106,23.7953,7.7615,18.1776,3.2834,11.6514,5.6634,8.0259,4.6575,4.6149,8.1172,51.1691,54.4692,12.1249,8.4063,8.871,3.9788,3.3083,53.7996,54.1996,54.7822,15.773,3.0405,3.9675,53.1965,52.3393,8.5835,51.8833,5.435,8.4049,43.5767,5.6137,52.2643,4.3932,45.149,53.9078,9.2791,52.9583,53.0229,4.9342,54.4676,54.6173,53.6581,29.1205,54.131,5.0507,54.6964,25.3975,52.3862,51.1842,5.7971,52.0157,51.4129,46.3975,53.5402,32.7358,3.6559,50.6649,6.074,2.7716,11.6348,50.117,3.1132,53.39,53.8599,53.0209,8.6105,50.8127,54.6346,55.0978,50.5178,4.8339,10.5869,50.6469,2.7294,10.7236,53.6001,10.4263,52.5106,3.3943,51.6808,9.0635,49.4431,47.6347,3.8782,50.8412,52.6949,33.6158,7.199,6.6161,49.8691,49.5883,5.9269,53.3764,8.7211,53.3795,3.8511,17.6798,51.5445,56.9975,6.2819,49.0127,18.3422,51.28,6.5083,41.3155,52.1829,54.6857,9.8976,50.4729,55.6034,4.3851,5.6646,50.7165,55.7461,52.4487,53.9183,6.0741,51.7364,7.7706,45.6739,53.8534,49.8644,51.4256,52.0739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_202,6.5459,3.4012,4.3342,6.1701,32.3086,45.1602,48.5371,52.3473,9.8018,11.2513,6.7384,5.4396,7.9095,44.2773,32.4766,8.31,7.2786,6.4754,7.946,51.5015,41.993,2.8132,43.0887,4.5038,7.3795,9.0992,6.5394,3.9641,44.7762,6.2218,40.6029,47.1553,4.6258,46.0444,40.721,8.3909,4.1295,44.7606,4.7491,34.0437,5.0215,46.433,7.7329,41.1873,18.5591,14.2094,3.3218,3.4286,53.6509,41.6808,45.8992,45.3619,39.623,47.0154,11.0533,54.7614,40.4769,5.1134,7.7854,5.4241,13.3635,7.5606,48.3151,49.6537,7.3345,8.2836,46.165,4.4382,3.739,43.5105,42.6741,12.1227,6.7892,34.8147,3.7184,9.6316,41.309,48.1022,?,53.95,6.7378,44.5178,8.2114,8.1261,5.0203,11.3024,5.1384,9.9192,48.7045,5.3542,48.6864,41.3375,6.4144,45.942,9.8737,35.7105,43.4158,5.7276,?,5.7118,7.968,40.0786,7.0591,5.3328,3.1295,52.4578,47.507,21.2998,43.4847,5.7326,42.6334,6.8449,12.063,5.048,52.8204,3.6543,55.0799,53.678,45.6957,12.8768,5.5255,52.108,42.1295,6.4004,40.4189,4.2337,4.2611,46.2968,4.6841,7.7137,33.221,38.6751,5.8534,3.2388,7.3392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_201,4.323,6.2725,10.5592,5.5646,5.3657,12.2535,5.3647,25.5419,2.4441,5.4282,40.2332,4.2358,52.4411,2.0978,20.811,27.5906,51.6703,3.8551,1.8898,49.405,15.8557,5.9017,8.5277,37.2204,48.089,35.2597,4.6908,84.3944,33.5074,19.8263,45.2508,3.463,5.6114,40.2479,4.6958,5.5503,6.3862,53.3462,53.289,27.195,5.7692,6.5526,37.1934,36.5098,54.1962,50.3038,2.7482,5.8585,50.0738,47.4162,8.3188,4.7691,5.9143,36.7017,43.3756,50.5435,6.4714,6.2898,4.0839,36.5223,8.5176,5.6985,12.8697,15.0466,3.9256,4.4386,4.4934,6.6318,4.4034,7.1046,6.8988,7.2656,40.8864,53.2624,4.7371,12.3421,12.7735,46.8568,50.078,53.4522,5.7401,12.2298,4.7772,7.3268,41.7086,37.1759,45.8381,38.1413,48.458,5.2646,4.8613,8.1347,39.3301,2.4056,49.4523,15.8891,34.1205,45.326,3.7847,3.449,2.8205,30.7831,52.3394,10.9554,9.3152,7.3543,5.635,38.4945,54.9636,4.0873,44.6191,40.6236,6.3158,9.2923,16.0327,12.0466,54.2116,4.1435,5.8167,7.6252,5.0565,49.1341,13.1121,6.0788,8.832,3.8502,53.9584,32.4997,48.4979,4.6757,28.9977,5.2305,3.5647,3.8483,3.0696,6.5271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_200,6.4634,53.591,64.5134,43.8619,9.8544,35.776,30.4639,53.4723,52.7756,3.9053,18.793,5.8075,50.9314,5.0267,52.9879,5.5754,5.8872,7.8488,53.2532,6.8785,10.9029,54.2698,7.1879,54.3405,8.8274,3.2328,8.2121,5.5779,53.3136,54.2573,53.6162,4.1544,3.9146,5.534,52.14,6.0702,52.8713,32.7796,9.3561,5.0931,10.87,52.5643,51.9385,51.1335,5.7979,5.638,53.9944,51.7696,3.3913,54.1102,10.4014,47.3503,54.3947,13.0546,4.1532,40.4677,4.853,52.4811,3.2949,16.9771,52.8447,52.6266,56.3507,5.7142,7.6428,6.8776,52.4346,4.4117,6.4554,51.5645,48.7585,5.5187,52.6778,53.3437,51.3306,5.4187,53.1464,52.3484,53.7781,11.6189,50.7107,6.6318,40.8919,2.9473,45.4096,54.1088,6.2393,51.2611,4.4204,52.4068,7.9629,25.7808,3.2701,53.2768,7.1405,10.7769,5.8228,53.4823,5.2298,52.7675,39.9915,53.0112,51.4621,4.1989,53.1207,6.3744,46.5286,7.7619,53.9834,9.9388,18.6456,50.9279,40.1712,52.235,53.1895,13.0339,52.373,12.7173,9.4614,26.8628,5.9658,7.5434,51.8573,53.1415,51.6287,54.2056,5.9587,51.4314,9.6311,6.9372,54.5352,43.7845,49.8426,40.6551,5.4637,3.9501,51.2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_199,93.5147,48.8264,54.8664,95.5746,50.4601,6.0004,33.9276,15.0111,51.5813,4.4552,6.0274,51.6204,54.6114,2.8099,48.3671,4.9461,?,52.6847,3.0546,47.2717,8.403,59.6572,52.3099,6.315,51.7696,5.0832,22.0009,5.3654,3.8463,31.6938,52.2034,2.7943,3.2182,61.768,51.7763,5.901,4.3328,5.9841,52.5226,3.1481,10.3513,53.3268,4.5799,5.3497,50.0635,53.3855,2.7388,50.567,4.27,53.3444,3.6331,53.8785,19.6179,49.7259,5.0413,8.2842,9.6043,4.6103,3.0435,50.792,50.5987,48.6257,2.5451,53.3158,6.4926,5.0058,5.0534,7.3874,2.0089,46.6026,29.9417,3.49,54.1223,54.9407,7.2409,51.599,25.2219,53.4094,55.2469,4.9168,3.4789,5.6076,50.0344,6.5779,4.4294,50.3725,6.3392,5.2477,3.573,49.4194,2.4009,50.2108,3.3397,1.9275,4.0674,48.2902,2.6215,5.0506,55.6656,5.8141,7.1709,5.0726,46.4555,5.6173,50.8046,5.1331,4.6682,5.3372,4.0118,2.7921,6.103,5.4451,22.7606,48.9528,3.8438,30.0531,23.0253,53.622,49.9249,6.0383,4.2435,3.4393,50.1552,28.1045,50.3292,11.2205,4.3639,47.3058,5.085,53.4669,55.4154,6.2307,4.4407,7.7407,3.4735,8.9996,3.1714,4.7147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_198,52.887,49.8225,55.1772,51.8,50.9142,47.834,7.914,17.8462,51.8002,8.4461,53.7285,51.195,53.3864,2.9271,48.6239,33.8479,8.2276,49.6534,4.3302,50.8111,9.3253,57.4273,4.6631,4.1415,52.7251,2.9269,8.3196,54.3048,3.7502,31.3685,52.4319,4.8982,3.7547,53.6068,7.0284,11.1217,?,5.1437,51.536,6.4841,7.2128,2.9949,5.2931,4.6862,52.3225,53.7932,5.2672,50.9054,6.304,52.8824,26.2767,7.4678,41.7453,45.7307,53.2477,9.6979,10.3637,10.4144,10.3289,51.4558,9.0666,49.0995,52.2289,54.1465,30.9154,52.3415,49.0971,50.2969,6.1279,4.762,26.1907,49.2461,54.2928,6.3119,7.7628,5.3794,38.9254,53.5838,54.5344,9.7999,48.312,26.0055,10.8198,16.7526,50.9276,50.3496,18.7155,2.7186,48.8457,49.4079,18.0331,49.7523,5.9486,5.3456,5.223,49.3445,48.3438,39.6139,56.4357,5.3145,50.3826,3.7494,52.6442,51.9762,51.1804,40.3274,9.204,50.9484,55.8025,53.0193,47.3825,6.4061,33.9402,7.1417,2.062,32.0636,40.9833,52.6317,15.8656,51.2899,5.4066,11.6733,13.2342,5.4733,50.088,6.9289,5.3239,46.8139,6.1945,53.1519,5.9526,49.4795,51.4375,4.4915,5.2953,52.1309,4.6043,54.8687,3.9778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_197,2.8948,52.754,53.5844,8.7276,6.1781,52.2039,53.5337,4.9837,4.7727,15.3025,45.2133,8.1149,5.896,15.9264,16.0713,46.594,53.9178,52.6315,9.9693,54.5745,53.1517,54.0867,4.8066,51.8435,11.5273,53.2648,56.7783,3.4825,51.9324,55.1897,54.4877,53.7483,3.809,52.1299,52.5757,3.0676,4.4863,55.447,11.496,48.5173,41.3969,54.2648,8.3197,51.2958,6.8055,54.7095,4.7992,53.5084,17.1574,16.7403,9.2536,52.2386,4.7409,54.5452,22.8402,48.2986,36.8444,53.1614,6.138,11.5217,53.8475,46.5594,53.1698,52.2818,5.3722,7.852,49.9689,10.6062,4.8042,51.2098,53.6062,43.8184,53.5821,56.0394,54.9449,14.3387,53.9633,6.1965,6.084,15.3387,5.5846,51.4048,53.3842,51.5286,2.7665,53.1545,53.2656,52.002,46.7302,52.8533,53.7529,52.8794,51.9686,5.3424,50.6249,54.5626,52.4525,55.3673,56.4768,53.3563,51.8591,52.1509,12.931,37.7221,52.9736,51.2083,52.2018,52.691,54.5757,4.1065,54.2067,52.8565,55.1414,5.0116,55.1014,49.738,9.7664,49.2576,8.2369,14.5736,52.3834,7.8697,51.5324,60.7794,53.4226,53.4177,4.2336,53.4309,14.7399,54.0196,54.3767,51.6406,51.9745,53.1786,14.5586,5.9928,54.7697,43.5771,54.7894,54.4569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_196,7.0396,25.4658,48.9633,10.0546,5.8791,11.314,44.5306,6.0944,2.5561,54.1645,8.5782,46.6545,50.9241,38.6576,36.2385,4.6297,12.4506,39.7353,11.3711,36.3589,4.823,6.2137,2.3467,50.2473,43.6481,10.5999,4.9859,8.5503,16.1087,4.7322,4.7939,24.1833,24.8288,8.9118,12.2666,7.1407,3.2716,20.0364,15.5754,38.4538,39.9935,45.7124,43.8388,46.527,7.5802,3.6944,42.9778,13.6959,7.7522,45.1396,43.737,7.6368,7.2528,47.5024,3.5834,52.8797,39.3895,43.8094,4.662,39.6935,43.4921,45.444,9.6602,50.1317,5.7585,40.1132,8.1788,39.9926,49.1512,4.9141,3.1281,9.8502,4.2298,5.464,46.9258,43.05,37.0946,8.9198,48.8457,4.8788,5.9411,4.9117,42.1488,6.4786,2.5929,2.6314,7.1187,42.3021,10.3983,7.8254,12.9533,8.6623,11.63,7.3047,50.6575,48.5776,3.3254,47.1239,13.5163,20.6781,4.9348,44.7186,4.9153,10.5668,11.0382,51.0736,5.3908,35.7007,7.2905,3.4755,14.2394,6.1066,8.0224,6.396,50.8627,5.0471,4.2961,44.332,27.4404,7.17,6.5084,7.9425,4.8948,44.9126,8.5085,7.8373,13.2835,5.35,46.0248,5.1955,51.623,5.8835,39.1826,4.8428,49.814,17.3328,42.4179,9.6597,48.793,51.3383,2.0553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_195,5.6419,4.9967,92.6957,9.123,6.4313,17.181,32.3212,53.6647,3.2788,50.9122,32.3706,51.6767,7.0714,7.1773,6.5687,18.353,49.7688,23.636,4.9173,47.9888,4.3293,8.261,42.6427,4.3208,44.1406,11.3792,50.4096,5.5678,3.3428,7.225,44.7119,5.3002,5.4985,44.6006,6.3709,7.799,6.9168,5.9297,49.7775,3.4568,8.3346,7.2866,4.7081,12.0077,52.5529,8.0409,5.3329,9.7156,54.4766,7.179,15.7335,4.557,5.1044,23.5664,11.471,54.0468,12.9819,4.7609,3.8403,31.2552,41.0632,3.6257,6.9844,4.8823,3.9242,33.1038,5.4414,5.096,46.93,6.8494,8.2897,42.3746,10.8517,50.611,19.4474,4.2916,4.6027,42.5443,49.09,52.6863,6.5366,8.5592,7.1837,49.5834,7.3757,14.7954,41.816,4.182,49.0075,1.7524,44.0865,4.4892,18.4045,5.8635,44.227,50.3316,17.1251,39.2062,51.419,4.9033,3.6942,6.4008,9.8105,6.9147,5.9195,6.8222,5.9878,4.6077,53.4362,6.2612,8.0455,14.2542,49.6232,12.0259,3.7499,12.6166,46.0146,53.5452,9.4653,8.5293,5.2158,50.3531,3.8533,2.792,42.6851,2.1596,51.6292,3.2018,45.1719,50.421,4.3399,4.6013,2.7704,12.4553,50.1677,40.1365,3.5571,52.0543,7.4029,3.1266,53.5053,10.8836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_194,14.4678,45.4175,6.4684,50.5144,50.9643,7.7354,3.058,50.5021,51.5748,50.0517,44.5442,12.1674,11.5022,9.9965,5.5573,8.6874,55.4678,5.8346,47.7105,52.647,6.2761,31.4228,12.9275,8.1754,43.0861,6.932,4.1765,51.0768,36.0933,8.0549,9.9934,5.9573,6.7629,51.3876,52.0109,53.8329,2.9159,44.7604,51.1904,6.8609,5.3032,51.8757,35.7685,52.5117,34.1661,52.9687,17.9695,52.1046,49.3473,2.791,53.8301,3.306,3.5925,5.3073,32.6651,55.23,6.2791,41.0034,24.0375,48.6045,50.0509,3.6962,4.643,25.9368,34.3478,52.4024,11.7719,51.3859,45.6875,3.4963,3.8013,9.2185,46.407,11.82,40.2206,6.0357,5.4305,48.6265,53.4804,52.368,47.3335,5.138,41.5477,4.862,51.7415,49.4722,9.095,47.0069,42.9726,6.7677,52.8953,6.9078,49.7121,36.1172,53.0106,53.6032,50.0804,48.9458,52.3468,20.55,24.5813,2.3407,55.2069,41.0187,49.5771,6.5595,12.6046,52.602,52.0712,38.4604,4.4197,50.4054,4.4985,17.9566,47.478,4.6457,50.3935,52.1641,50.9444,56.7587,8.9844,47.9612,4.4772,2.8333,50.0641,5.185,17.1971,52.1054,51.4626,53.2418,50.1828,5.3269,27.6121,31.451,15.7943,42.3038,45.205,48.4089,45.5439,49.5627,15.4611,4.9332,9.9284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_193,4.3024,51.8269,54.8492,27.0994,45.036,19.9492,41.0182,54.0673,51.8709,53.3676,7.2126,51.39,69.3231,53.6128,50.2748,7.6326,5.3954,3.0916,6.1509,5.5565,3.9296,52.8856,7.5244,5.6712,54.5712,6.6469,4.0898,7.2655,6.1675,52.183,52.7102,54.0476,4.4998,52.0163,49.5348,8.882,4.3297,4.0116,11.2335,9.8938,6.5633,4.2963,5.6427,51.3162,55.0404,3.0869,52.0463,50.7059,6.0975,51.4624,15.3087,4.6903,6.9125,12.3618,5.2387,57.4126,9.619,50.0489,3.0119,20.6919,53.0982,4.339,52.8099,3.9711,56.1943,6.0671,50.4177,4.9908,52.3363,47.9185,8.6196,6.1435,8.2105,54.3837,51.0603,11.6288,12.7926,52.282,52.2491,55.2133,47.9975,5.8454,3.8871,4.3483,5.2111,53.1157,7.5994,3.9266,11.639,3.931,10.5716,4.3703,7.884,3.7815,53.0962,53.2067,7.1097,51.8381,6.0637,51.3442,7.0298,50.4559,52.8301,4.1798,8.9135,50.2588,24.6554,2.4365,52.1091,3.9263,44.84,49.5221,48.0961,11.4056,53.657,43.3715,45.9104,5.4583,3.6908,53.3034,2.8269,50.6971,4.7491,5.5044,17.0707,52.1793,6.4042,4.7337,51.5372,48.3324,3.5704,2.6741,3.8695,2.0342,4.381,7.4571,48.9383,4.5571,53.1871,54.0792,50.8141,6.4153,2.7641,49.8197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
