,Sequence_231,Sequence_230,Sequence_229,Sequence_228,Sequence_227,Sequence_226,Sequence_225,Sequence_224,Sequence_223,Sequence_222,Sequence_221,Sequence_220,Sequence_219,Sequence_218,Sequence_217,Sequence_216,Sequence_215,Sequence_214,Sequence_213,Sequence_212,Sequence_211,Sequence_210,Sequence_209,Sequence_208,Sequence_207,Sequence_206,Sequence_205,Sequence_204,Sequence_203,Sequence_202,Sequence_201,Sequence_200,Sequence_199,Sequence_198,Sequence_197,Sequence_196,Sequence_195,Sequence_194,Sequence_193,Sequence_192,Sequence_191,Sequence_190,Sequence_189,Sequence_188,Sequence_187,Sequence_186,Sequence_185,Sequence_184,Sequence_183,Sequence_182,Sequence_181,Sequence_180,Sequence_179,Sequence_178,Sequence_177,Sequence_176,Sequence_175,Sequence_174,Sequence_173,Sequence_172,Sequence_171,Sequence_170,Sequence_169,Sequence_168,Sequence_167,Sequence_166,Sequence_165,Sequence_164,Sequence_163,Sequence_162,Sequence_161,Sequence_160,Sequence_159,Sequence_158,Sequence_157,Sequence_156,Sequence_155,Sequence_154,Sequence_153,Sequence_152,Sequence_151,Sequence_150,Sequence_149,Sequence_148,Sequence_147,Sequence_146,Sequence_145,Sequence_144,Sequence_143,Sequence_142,Sequence_141,Sequence_140,Sequence_139,Sequence_138,Sequence_137,Sequence_136,Sequence_135,Sequence_134,Sequence_133,Sequence_132,Sequence_131,Sequence_130,Sequence_129,Sequence_128,Sequence_127,Sequence_126,Sequence_125,Sequence_124,Sequence_123,Sequence_122,Sequence_121,Sequence_120,Sequence_119,Sequence_118,Sequence_117,Sequence_116,Sequence_115,Sequence_114,Sequence_113,Sequence_112,Sequence_111,Sequence_110,Sequence_109,Sequence_108,Sequence_107,Sequence_106,Sequence_105,Sequence_104,Sequence_103,Sequence_102,Sequence_101,Sequence_100,Sequence_99,Sequence_98,Sequence_97,Sequence_96,Sequence_95,Sequence_94,Sequence_93,Sequence_92,Sequence_91,Sequence_90,Sequence_89,Sequence_88,Sequence_87,Sequence_86,Sequence_85,Sequence_84,Sequence_83,Sequence_82,Sequence_81,Sequence_80,Sequence_79,Sequence_78,Sequence_77,Sequence_76,Sequence_75,Sequence_74,Sequence_73,Sequence_72,Sequence_71,Sequence_70,Sequence_69,Sequence_68,Sequence_67,Sequence_66,Sequence_65,Sequence_64,Sequence_63,Sequence_62,Sequence_61,Sequence_60,Sequence_59,Sequence_58,Sequence_57,Sequence_56,Sequence_55,Sequence_54,Sequence_53,Sequence_52,Sequence_51,Sequence_50,Sequence_49,Sequence_48,Sequence_47,Sequence_46,Sequence_45,Sequence_44,Sequence_43,Sequence_42,Sequence_41,Sequence_40,Sequence_39,Sequence_38,Sequence_37,Sequence_36,Sequence_35,Sequence_34,Sequence_33,Sequence_32,Sequence_31,Sequence_30,Sequence_29,Sequence_28,Sequence_27,Sequence_26,Sequence_25,Sequence_24,Sequence_23,Sequence_22,Sequence_21,Sequence_20,Sequence_19,Sequence_18,Sequence_17,Sequence_16,Sequence_15,Sequence_14,Sequence_13,Sequence_12,Sequence_11,Sequence_10,Sequence_9,Sequence_8,Sequence_7,Sequence_6,Sequence_5,Sequence_4,Sequence_3,Sequence_2
Sequence_144,4.70652918,3.93497898,47.74559517,4.16502498,47.97581035,5.74006121,51.79111459,2.93308658,45.21345914,49.73055162,45.34563029,43.79406159,2.57154877,47.19206156,3.04098573,3.69258438,4.38171261,48.1719817,4.41697005,0.93788636,1.36087892,1.887484,53.72047054,5.30156369,2.76631105,44.64873435,59.62566495,42.97798364,6.8225426,3.45690869,5.66866747,2.87666586,2.55456914,3.09165593,1.34520246,46.86704045,55.21490522,1.92769722,53.03849684,10.45138656,5.19908969,2.50077367,8.27213091,49.95930799,7.86572489,17.47678056,3.86561397,6.45286448,46.77126981,48.86430099,54.018656,51.62575193,6.06721592,4.70633357,53.96114986,42.91937258,3.73092924,50.17070388,25.21017351,6.42919655,6.63759946,4.74588932,4.41321914,45.68672405,2.36458364,57.03173578,3.09436283,57.31344397,9.03999698,55.67337457,6.00704024,3.7330071,3.30841751,55.34956985,44.47803319,3.34492643,5.81515973,1.42640009,51.97628956,5.10314582,3.7747462,45.76320444,3.54039319,27.09804928,4.71812332,3.12415394,2.83976141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_143,5.28252822,2.97524419,12.1735472,55.03848409,5.09557947,45.18049472,46.12810304,3.53999609,48.30136562,50.27547818,44.20153944,47.7254249,9.77703678,44.68386565,3.95587148,4.79501233,2.61998897,48.82482675,5.82325744,29.45779013,16.55330987,7.11872736,3.67275036,6.80937157,5.34443676,49.33975876,26.90303088,49.6187144,4.20957281,6.28300587,3.6388602,50.64796666,3.59618891,7.23415327,31.55810388,49.3825485,2.55385329,6.64792437,4.37905572,2.7324019,7.39296095,3.51883619,5.09187713,49.0191014,45.33928212,3.96727132,45.88033379,45.60332856,49.77882134,51.12312955,53.71187344,50.64609443,3.3234585,11.70629374,41.2059848,6.09499253,13.69172081,10.1998223,1.21630247,3.09074045,4.36269262,42.8858887,51.37305611,5.03315737,4.5504056,36.0677131,3.14933286,6.1543959,3.97056195,42.98465576,3.13676671,5.16703032,7.44579276,41.92274467,5.69728713,5.66898276,47.99543528,2.70687035,4.96501414,5.02414952,6.00075726,2.67227583,4.93122583,6.57313379,1.00806101,3.36041248,5.19439932,17.13055788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_142,3.43949537,3.73615981,45.1617106,57.34845639,44.25886404,4.42837538,54.92951548,41.08412892,36.49443407,45.35845293,45.3575095,40.78447747,3.8771712,47.36462564,4.87153251,8.5732371,8.8770992,33.28162248,4.85182883,8.40741363,4.26376929,4.57225479,2.06766917,4.47540677,8.47043793,43.11118325,54.45046338,14.76400525,46.20751464,1.62017864,3.68235646,4.81329496,2.05666526,8.09671901,2.81838868,7.67073611,4.04671661,5.44977384,2.64200934,46.88981333,3.48291544,7.65344223,6.36550229,49.9467035,17.09648925,30.51112826,41.01649728,11.3673387,10.02816572,49.11174199,55.71351847,50.73926543,5.93737247,5.56788649,55.70715568,46.71561128,3.21497233,50.00711659,39.40712246,5.53616016,11.03071586,7.30974729,2.88078206,48.95312529,7.50944164,57.44218375,7.07109428,59.40859965,2.76094466,56.43705475,17.3735551,8.75742606,32.81637392,55.73610907,42.60561084,3.52249133,41.95138151,4.38430807,51.55741116,2.82951692,44.97013738,47.55347298,44.9537075,50.10840994,8.70289122,9.76234856,10.54679497,3.93235929,17.27862359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_141,6.55154529,5.3255648,47.45879923,55.45460117,5.97750264,43.76989778,4.45493951,5.0342873,?,46.77990795,2.31766839,46.78737364,12.56143074,40.29417929,9.45001151,3.37679954,42.41854149,49.40952318,3.83098995,9.28555684,1.88838689,46.06713529,54.24839765,11.82705564,1.51147919,48.61397561,3.49202529,?,16.42957666,1.70179556,2.68881047,48.91530266,2.85447735,3.53541011,3.09768101,2.84720339,4.31853554,4.31928233,54.41474871,5.36544869,6.47960797,42.89741644,3.36730769,51.22605334,44.18154648,5.05853854,45.13859165,42.08147131,46.82004826,50.8195104,2.85296356,48.48533283,6.2317798,44.29877581,54.3883498,46.36209502,2.86745485,51.92536397,13.27181014,3.22426979,7.2686291,3.83095252,49.42872983,10.26972731,4.05406971,55.51676031,2.55121413,4.15773005,38.32840443,57.60597898,5.73657736,3.46082746,2.28023717,54.44156255,7.1457131,0.99124012,46.79082176,2.06167021,51.74748461,3.62335354,4.50607671,42.93168839,44.318531,18.88594469,6.90616454,2.85837619,41.43271484,2.69325643,4.38110423,3.70837511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_140,55.86749823,55.71556297,55.58337231,3.26590149,53.40048532,54.51328715,10.96896275,54.57727881,52.10520532,53.87761367,55.62142528,52.05428425,5.34900162,54.71046351,53.15507379,5.25180053,3.33122428,55.52335726,52.73536861,5.77312657,4.88377357,4.25772865,4.67261892,54.29659968,55.67093663,53.78289283,6.98497897,55.36393021,2.27289904,55.94031906,56.50611178,52.80103987,56.42236332,2.12091001,49.33737151,65.11549041,54.05354303,3.62119767,53.63031621,52.7092276,56.45166777,4.59710399,55.07950581,56.56624128,53.40203271,3.70627368,33.83978866,5.35029126,3.04687441,53.4969352,3.64031165,8.73568937,3.98861647,8.87603381,53.46826497,37.46506085,8.14527039,5.85580712,3.9926634,25.75173465,24.08910247,53.49569212,49.78055145,3.01031423,53.53782687,14.97958427,3.6179313,1.94895505,56.00990137,4.14875208,5.05467039,4.05022941,6.64950601,5.7828634,7.03435427,57.05968232,2.7690858,52.80828661,47.21289237,7.48752358,12.55063718,3.77165981,3.08518916,53.72408964,57.97485505,4.1345302,1.99345159,4.57374891,54.63171907,55.79677867,56.00457898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_139,3.72321143,2.93886963,48.47508069,56.21115093,8.5814953,3.32740386,29.98722147,3.39273897,44.779139,47.90021503,47.96516851,46.06366611,3.19653721,3.63797045,4.5419608,4.25060145,5.41657978,5.08743908,2.24517968,22.12112912,4.86186629,2.94759348,4.70505941,6.98816759,5.7541616,46.79689852,23.10200625,48.39256189,4.99247998,4.09593429,5.14595276,47.09930403,2.51170844,6.09908803,5.69001248,48.49614394,5.64126085,3.33150927,14.70623329,3.4540217,14.78028214,4.7870583,3.00855169,51.81528696,5.16724302,24.27355829,41.39269974,39.59452368,7.6191394,50.17819593,55.39968731,47.68138574,4.03208356,1.98127527,19.96281358,46.83502115,3.941146,4.90313626,1.9609426,4.0661799,1.20220693,5.59007504,48.24718404,7.47496349,5.37029878,36.84059132,4.1132399,26.3402425,3.78973741,12.20978266,2.51285193,3.5240891,47.2497223,42.33227821,2.91979206,4.23105527,46.24728712,7.69816209,11.27677426,2.44269747,4.64798376,4.29974616,3.01368728,2.98465839,1.78729599,2.60402176,4.46302737,4.37248621,4.43163634,5.87010797,9.70767097,55.87749204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_138,14.1673698,9.64279131,52.47655027,56.71239637,2.80280515,50.85463159,5.19359692,5.41374587,2.76933249,34.96339421,3.43176133,11.9388519,3.73496194,20.77834338,6.04027637,4.28700809,11.67421913,45.75423218,11.29695185,45.79557478,4.84646639,10.58327631,6.22565998,50.49584131,2.36153983,50.99547387,4.28568769,9.40637419,13.68499061,1.64047341,3.56681903,50.92989199,4.9725243,54.46354827,3.94190584,48.40639509,2.44981972,5.18151738,5.0672539,3.03887385,44.16631829,10.7095212,7.41894835,50.83975951,0.60869698,47.98433006,4.71123035,39.32802801,46.55612727,51.78465802,3.5063969,52.37969983,5.83500563,9.67760251,6.64019485,8.55409141,44.30714346,50.52775587,7.93174095,7.60888097,8.03858778,4.21661318,51.56471213,47.43102901,2.80280515,4.55811631,1.49769418,5.71711664,10.7261271,5.57751265,9.33539564,4.28700809,50.91142434,8.383763,6.27943532,2.1006743,10.35035386,3.43654753,5.51373981,5.44434697,3.69370172,10.30685473,8.03692776,2.48639035,5.40339941,1.96806692,6.45245327,3.60649466,6.81789548,45.00944888,2.03618715,55.00319878,1.6444646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_137,3.30851335,3.45033991,5.7383816,58.20591626,1.10903751,52.11170569,14.43285196,6.01902296,14.36628354,50.03707408,3.9933635,48.04321437,4.57310895,46.71273741,9.14675001,4.64475733,2.57568759,49.67171039,10.9201263,50.52112399,51.32873063,14.68555696,2.85946854,3.15491846,6.61136796,51.41978392,8.24742279,49.16643295,6.21817693,1.16540245,1.57748614,53.60857148,3.04822046,1.70223102,50.83058461,12.55637393,2.94340521,8.7589516,4.35578625,6.86808708,50.14681217,1.85832706,6.82656953,6.43230935,45.14220448,4.17355656,47.75520173,48.30158951,15.69403819,52.18030644,7.96139938,53.67458811,4.73586673,45.06227688,6.13410746,11.01044135,49.64132674,5.66360954,2.71075515,45.29666503,15.06718435,5.46624727,54.41678563,4.70768249,1.25793252,9.69972218,2.11228532,5.18832436,3.52911685,11.01038611,2.28657368,4.64475733,?,11.40815205,45.73216294,2.07029652,45.65378593,3.1084757,3.87682575,6.7887051,3.00654792,47.71535339,13.90289856,5.61119065,3.36130575,3.08447003,5.55692055,5.62639408,2.63046807,50.17471712,57.86414361,57.49214593,6.76922624,2.34170865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_136,47.10152893,45.86022264,45.85523796,46.1182225,46.39974965,16.34247736,56.31715413,8.23334935,47.88478265,47.28680474,48.67406844,35.21372401,7.91509053,46.24564492,3.10119045,6.00575549,3.65632106,4.71232712,8.02361303,1.66971707,44.8198345,3.89482526,41.70921845,49.26206648,6.8359069,22.64190639,34.95423841,48.27651174,48.91234887,7.31827153,4.63541577,16.22327209,3.36430149,51.10414548,1.79562241,46.40592115,2.12782477,5.10167754,39.39179758,3.6602899,7.54992005,4.04674202,45.29906219,53.22692839,5.26489657,12.95615528,2.74734948,34.16947459,50.36850385,5.7000197,3.70745867,40.20743143,3.31524556,5.70687285,30.93467001,14.45206355,51.01750502,51.84751918,5.27003796,5.37496491,48.20503928,9.40735749,4.5718742,54.09149552,45.6388969,2.23021834,45.08821945,55.55255795,3.34906907,31.59896896,50.57333972,6.7821756,48.9466587,21.89186167,2.22339991,2.29970077,42.07328191,7.25356605,6.5999326,2.48336191,47.7512379,5.17936426,4.39499836,7.29836313,2.82353933,29.99891185,46.85794697,44.44190568,7.93622823,4.17319981,45.08464976,22.78690928,4.38247487,9.37395847,48.7258013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_135,46.5562432,46.03767012,46.56466523,10.35446884,7.75500895,49.2485073,2.74548642,5.25193677,4.17229837,8.83724217,5.60994783,46.78909474,49.75782772,6.24175453,48.63450408,44.4046753,17.4716948,4.29354064,50.92363677,58.38028868,41.2359977,49.65276962,54.82342097,42.75643737,45.92767001,7.32764455,53.90415188,5.83535014,5.25359283,49.10399191,49.25890854,50.59456661,42.9601887,4.35773638,34.71800468,4.51210127,54.1357927,45.21701331,53.63419211,10.89697604,48.16152455,43.28238364,48.28589612,4.87681347,16.949413,46.56353351,4.21675743,4.9094639,8.05598279,7.05722508,16.17994496,5.10309894,6.27598434,48.96694796,53.58751226,4.99410936,30.17909449,6.89455653,2.41359925,38.31580972,40.50232763,46.94322685,51.18659446,19.47654692,46.86191809,56.4671321,1.46352727,8.17937185,43.12791094,55.81127665,8.34218565,48.47419778,3.58924012,55.9731437,48.14842665,49.19589921,50.43402326,48.80280223,50.17430239,49.45574011,50.05068053,6.4723173,4.62968945,48.93733844,4.01461721,3.11774342,6.67475346,46.9149472,5.56303326,47.79090659,48.64684234,4.80747385,49.73210462,50.93000358,13.05058063,47.70775833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_134,11.1844294,3.29524664,43.36374568,52.60379344,3.51063761,8.64378464,3.86970493,7.24551077,10.76211954,46.95301502,7.01968676,48.63681585,5.120085,41.82104075,38.47989887,2.98038996,4.16000325,43.64215002,4.89443719,4.77438901,6.57133394,4.2334064,4.45917098,46.13922701,1.87853956,46.66995654,4.19065674,47.57548456,44.71052746,2.62411048,3.8081977,43.07721388,3.41972577,4.05836386,7.17524718,3.97352552,52.13214962,2.4885134,49.35498846,6.31122738,13.76445086,3.35645404,3.16982798,45.40822177,37.27125627,3.61700681,44.67455784,33.57919888,4.14018859,46.90792209,53.20450059,19.07259298,2.60268658,3.51386731,50.03589399,42.82286328,4.11535307,48.79714997,2.43589242,4.82512912,3.51380999,45.04523912,45.64934826,6.7172352,5.00881242,54.24240292,1.80539401,55.4559695,4.08222806,54.84517855,2.71837787,3.01311729,3.525413,52.98000976,6.6430296,2.24271772,1.71799632,3.70038675,9.04996935,2.97563444,2.59466553,4.74687815,2.71076244,5.72647268,2.10040314,1.56748693,1.84383348,5.4000045,3.61352824,3.72569757,1.73078957,2.13595938,3.73057848,8.31841834,5.80362351,46.92995105,45.16297634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_133,4.54344945,3.38856931,5.6458696,55.93418618,3.53142826,9.60724934,23.29157457,4.50771058,15.35597228,48.00844344,48.09594221,47.14971991,11.12203605,14.81925459,43.36150968,5.0709341,2.09146224,43.46916364,5.72922607,49.1941484,10.22976348,4.80725374,6.5484907,4.56006136,46.06269299,44.59862826,53.54196827,47.34310763,2.88471546,7.88560626,49.17026792,48.71493894,4.35122911,3.41985995,11.06342352,9.592805,46.32526379,3.68007473,53.64773771,7.30735021,5.39046245,2.52740812,2.36533473,5.70799502,3.14874105,7.81624331,40.68204115,23.40048217,23.78163046,50.02890445,56.38510257,52.59745445,3.73875196,5.41863837,55.09421644,3.92010115,2.05515944,2.10744011,3.11880641,42.57201041,2.54630312,4.2414551,52.95014627,2.49782764,4.17948229,56.02026178,1.00041484,54.27104134,2.0154338,55.0116465,1.63079626,5.3934452,9.24526639,55.06632738,52.01278463,8.34768701,49.63032416,45.56796624,9.16841005,7.54001413,4.0512206,50.50586517,3.43090297,48.68312126,4.18600667,3.54609745,3.04550712,6.94516211,4.39187441,7.29401321,45.21806443,55.60909055,3.0802125,21.93030116,3.46713285,52.21437556,6.03534528,4.86739716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_132,56.99533499,56.54491498,58.47049483,7.42236233,9.88009885,56.35562915,50.30924427,53.35466457,53.93416959,55.86768522,58.03609235,56.01122005,6.80599865,56.69466172,53.21547522,5.25310436,50.3888891,52.42665701,52.57550435,55.30256855,5.42859093,15.58043226,7.78866933,55.75930755,54.81946515,64.14662517,5.15298468,56.98834974,11.32760396,16.15793038,55.98933624,56.4071304,55.6959481,58.40648531,55.10584282,58.90122205,52.9009934,7.65037976,6.1110095,50.13698864,57.55551681,50.86119097,56.25084226,58.07535949,55.83930423,57.44744175,47.315553,7.15873052,55.64504747,53.15176106,4.07780791,9.69298117,49.48936084,53.31331457,3.82851567,42.35204645,59.62386577,20.23378659,42.79896867,54.91531559,53.80316168,54.68607397,55.32668194,5.50698177,13.88282803,3.74578607,56.44167948,3.69622267,57.63206527,1.38041486,3.23600454,62.71056892,59.03077848,3.00728508,4.65847538,58.15635058,2.13997261,55.73651932,7.86680114,52.75947881,56.37209877,5.1167824,3.46823823,9.27337766,56.55778241,50.90898205,55.05868145,56.86233377,54.17000171,58.04026266,58.19373992,2.37755145,54.84781398,10.37397785,17.63753277,5.56847086,13.48473123,55.5594101,58.11521991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_131,45.1131429,40.58112586,5.55068456,52.63898464,4.94086839,5.62276991,52.56989222,9.76177566,6.53687301,52.58614291,29.25885143,2.72922847,2.20059791,51.88029217,2.90632526,3.70297301,9.76539108,2.24947504,43.26619964,46.58243613,49.2485004,2.90570694,10.80279526,50.72457952,47.02937915,5.88924962,3.60184346,4.75361978,2.86466983,6.74074757,7.54446036,5.07548249,13.65670635,50.55141791,48.40717861,49.61053489,6.47539684,9.84326961,7.05250269,6.46085304,42.12986951,33.18851207,9.23384429,51.22645967,2.50190737,46.84016706,42.80474379,2.90583029,49.11760503,5.0424531,8.00246085,6.93205889,4.82209187,2.7793787,4.70008223,11.30080136,49.78771248,48.96886964,20.6841173,2.85483705,16.07698476,1.9827954,5.8501916,50.42566051,6.81575702,7.05135071,50.08364475,11.20597344,13.57772751,2.28103693,11.15579999,6.5101724,50.59685484,1.12978883,7.44156844,9.92179769,2.97891651,47.494243,0.86375709,2.40650873,16.0268697,38.29562177,14.41684994,3.1170319,10.36057805,47.91960335,44.03200314,48.23142905,38.81559674,45.7883558,50.19633516,53.45752382,11.02650761,3.97034055,7.68099202,7.10888518,52.29652375,44.58868698,49.74148875,8.15166158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_130,44.58498351,47.87285513,52.31294782,57.94546035,55.44484298,49.61838271,?,2.89295155,49.71846795,48.48923885,2.52218016,49.7870014,10.80494384,44.74882124,48.86682641,3.12716563,51.1149379,51.20936442,50.11391798,48.63420882,2.99937533,50.17500806,51.33667063,51.39687671,2.75142297,48.47125229,52.28757783,3.46643952,13.35420003,2.47407435,48.67331746,51.36275051,38.67321902,51.69286391,3.73307698,3.26226714,2.94311934,2.38352998,51.4471754,3.67468687,47.44265838,51.04872323,46.78937063,4.37613263,3.63459848,50.46140814,7.63234784,47.9052056,50.38174339,50.36810084,58.20666203,9.82673395,49.12716027,49.4259749,51.54823042,3.57653716,13.33605401,49.06026038,6.5344944,2.27395297,2.3900353,3.07075117,47.37895949,48.99048482,53.68094937,52.29948836,1.92621681,58.60752077,47.00311948,52.85745471,50.20868446,2.65516849,3.40866645,52.91232223,49.24307867,1.56700506,50.89338166,2.35489711,48.86156719,3.61486339,60.5293322,7.86986404,3.12756738,36.33264665,7.54561585,2.24346169,4.48421437,46.8106483,7.07762227,46.46963601,1.43361549,57.84730136,46.22561654,3.21338441,49.31347557,45.30141443,4.15674983,3.00440077,47.72836043,58.89575761,51.11475746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_129,4.37144787,18.19582792,3.13298012,4.29782483,46.24031763,7.1168424,53.31363877,49.14902246,51.88843643,6.7184111,7.91538699,3.17694212,5.89270401,7.18042061,1.85374301,45.11085687,45.37735986,3.09335784,49.74426556,38.60301372,47.61374564,3.88193693,52.60065935,2.99592572,45.37128504,3.56862894,52.4439793,49.04873191,5.03860969,43.74053621,10.69420848,7.00752234,2.33812102,49.63521571,12.10156442,44.9948287,53.74987089,46.7181142,52.47521447,45.65414952,5.04077425,48.98067238,3.25011684,50.78183571,48.36341458,45.49216755,4.41386142,46.5224686,7.35129009,7.45773257,51.9644662,4.27810159,7.5530925,4.39604405,3.63065685,50.836352,45.03225532,51.77968525,48.23827493,3.58363469,5.23038699,47.96705356,3.51725987,48.83311341,48.92238631,51.00656812,47.13304238,56.34480994,45.81806054,54.10764764,5.27570762,6.37721291,50.75438529,4.41985267,5.54541779,42.80444281,4.14802476,4.43900545,3.85448249,4.92377031,50.62972058,44.42333691,48.96996693,45.87535147,5.71134836,46.52364723,50.68476133,46.55174892,47.41316213,12.21348822,40.21947829,54.43827361,45.43149466,47.58308773,48.64493943,4.58722977,51.53295454,44.15581945,51.5729554,56.35538599,4.29312123,50.64250004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_128,10.8031531,3.9372547,47.78947985,1.16875531,48.67199819,2.67003334,1.78343747,4.41129518,47.48163221,4.39760709,29.54313564,1.23235147,2.8319132,4.16026783,1.18573368,2.79121565,2.37967359,1.85839671,3.17176042,1.63859226,1.81845106,2.12598983,56.69828317,1.97366358,1.84341427,31.4828233,55.7215382,2.45979592,0.33868506,5.80098043,4.22785032,3.09486801,2.9666806,48.07077985,1.21913225,50.34648999,3.69623859,1.63391582,55.20165267,4.92403031,9.78350348,3.15830695,2.39749064,52.96497913,4.2346317,18.495061,1.95203755,2.21300467,46.77529046,49.94659253,3.89571403,3.36517709,1.57531122,4.24736548,55.29757281,18.80306011,4.70774113,50.68067502,7.18656617,2.37782996,2.4644202,4.11092272,1.10006256,2.31128138,5.35701498,55.43997818,2.35093158,56.70271721,7.45406202,56.38125233,48.90634815,2.79121565,25.79449379,54.73085434,2.62891702,3.9621367,6.63017311,2.10564207,14.46025889,2.44947328,3.98776541,30.64679055,4.69706477,4.55202713,3.54974455,2.35039802,3.49613803,1.75538372,7.20738691,2.16333629,7.56198767,4.71905112,3.83580944,6.9722496,50.41755673,0.62063092,45.54600317,3.05670711,51.37514409,10.96897776,4.24270606,4.67876147,2.11394206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
