,Sequence_231,Sequence_230,Sequence_229,Sequence_228,Sequence_227,Sequence_226,Sequence_225,Sequence_224,Sequence_223,Sequence_222,Sequence_221,Sequence_220,Sequence_219,Sequence_218,Sequence_217,Sequence_216,Sequence_215,Sequence_214,Sequence_213,Sequence_212,Sequence_211,Sequence_210,Sequence_209,Sequence_208,Sequence_207,Sequence_206,Sequence_205,Sequence_204,Sequence_203,Sequence_202,Sequence_201,Sequence_200,Sequence_199,Sequence_198,Sequence_197,Sequence_196,Sequence_195,Sequence_194,Sequence_193,Sequence_192,Sequence_191,Sequence_190,Sequence_189,Sequence_188,Sequence_187,Sequence_186,Sequence_185,Sequence_184,Sequence_183,Sequence_182,Sequence_181,Sequence_180,Sequence_179,Sequence_178,Sequence_177,Sequence_176,Sequence_175,Sequence_174,Sequence_173,Sequence_172,Sequence_171,Sequence_170,Sequence_169,Sequence_168,Sequence_167,Sequence_166,Sequence_165,Sequence_164,Sequence_163,Sequence_162,Sequence_161,Sequence_160,Sequence_159,Sequence_158,Sequence_157,Sequence_156,Sequence_155,Sequence_154,Sequence_153,Sequence_152,Sequence_151,Sequence_150,Sequence_149,Sequence_148,Sequence_147,Sequence_146,Sequence_145,Sequence_144,Sequence_143,Sequence_142,Sequence_141,Sequence_140,Sequence_139,Sequence_138,Sequence_137,Sequence_136,Sequence_135,Sequence_134,Sequence_133,Sequence_132,Sequence_131,Sequence_130,Sequence_129,Sequence_128,Sequence_127,Sequence_126,Sequence_125,Sequence_124,Sequence_123,Sequence_122,Sequence_121,Sequence_120,Sequence_119,Sequence_118,Sequence_117,Sequence_116,Sequence_115,Sequence_114,Sequence_113,Sequence_112,Sequence_111,Sequence_110,Sequence_109,Sequence_108,Sequence_107,Sequence_106,Sequence_105,Sequence_104,Sequence_103,Sequence_102,Sequence_101,Sequence_100,Sequence_99,Sequence_98,Sequence_97,Sequence_96,Sequence_95,Sequence_94,Sequence_93,Sequence_92,Sequence_91,Sequence_90,Sequence_89,Sequence_88,Sequence_87,Sequence_86,Sequence_85,Sequence_84,Sequence_83,Sequence_82,Sequence_81,Sequence_80,Sequence_79,Sequence_78,Sequence_77,Sequence_76,Sequence_75,Sequence_74,Sequence_73,Sequence_72,Sequence_71,Sequence_70,Sequence_69,Sequence_68,Sequence_67,Sequence_66,Sequence_65,Sequence_64,Sequence_63,Sequence_62,Sequence_61,Sequence_60,Sequence_59,Sequence_58,Sequence_57,Sequence_56,Sequence_55,Sequence_54,Sequence_53,Sequence_52,Sequence_51,Sequence_50,Sequence_49,Sequence_48,Sequence_47,Sequence_46,Sequence_45,Sequence_44,Sequence_43,Sequence_42,Sequence_41,Sequence_40,Sequence_39,Sequence_38,Sequence_37,Sequence_36,Sequence_35,Sequence_34,Sequence_33,Sequence_32,Sequence_31,Sequence_30,Sequence_29,Sequence_28,Sequence_27,Sequence_26,Sequence_25,Sequence_24,Sequence_23,Sequence_22,Sequence_21,Sequence_20,Sequence_19,Sequence_18,Sequence_17,Sequence_16,Sequence_15,Sequence_14,Sequence_13,Sequence_12,Sequence_11,Sequence_10,Sequence_9,Sequence_8,Sequence_7,Sequence_6,Sequence_5,Sequence_4,Sequence_3,Sequence_2
Sequence_138,2.97084,43.38482,9.90461,7.06149,3.40974,2.549,11.05881,6.4505,2.46437,14.25399,3.11364,32.00447,23.30438,16.1555,3.63467,39.35387,4.12368,49.13492,7.30654,49.01092,6.90929,2.4737,81.86956,5.30733,53.40207,3.19082,38.48657,4.70839,1.95834,5.23929,7.11908,5.38945,5.56869,16.00069,4.06438,5.52975,4.11067,5.07173,7.0389,49.37915,10.56068,5.54283,4.20608,10.27825,42.15227,5.81401,23.14779,12.19325,11.33265,4.35662,3.69568,7.2984,2.63318,6.68803,46.35004,3.1549,3.03059,56.41458,1.6963,8.12793,10.1565,37.08696,6.18907,2.41771,4.36684,35.60949,53.53063,5.57385,53.4519,22.23862,2.10962,1.91611,13.88267,31.30963,39.68236,2.37665,49.03265,34.82548,12.82783,3.51207,43.55326,3.36659,6.86286,2.26764,17.72362,2.25222,11.41352,43.20026,54.57362,5.61536,4.45938,46.96113,6.20569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_137,45.35033,3.02971,44.70738,10.87289,49.44175,39.26358,49.38067,49.47179,47.71847,3.02891,39.01416,46.78401,45.90412,31.03667,47.21585,3.5411,44.43138,45.54631,49.01296,45.33351,15.16759,43.37121,49.8163,45.44233,52.63296,53.03087,46.07246,4.8629,2.39414,5.73637,48.56494,49.34511,3.6669,57.72369,2.52187,47.84441,57.60269,4.01813,7.63474,3.87109,51.07151,43.75224,48.78534,12.24827,42.46194,45.53507,3.86069,9.61498,48.39284,8.65808,49.0046,40.11119,3.59947,7.92161,49.2233,4.45531,3.70378,25.31156,2.93817,45.57331,4.36601,46.68632,3.67876,23.26879,37.13448,43.48002,1.67972,5.4028,57.23328,43.09373,4.02492,48.43496,13.18413,26.66248,44.56775,3.62164,49.84278,16.34396,47.91978,45.38675,47.85289,15.50018,42.40657,3.91701,3.58931,2.57328,11.41536,50.1741,58.76853,46.59855,44.94205,43.52141,43.04613,4.42722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_136,4.03011,4.3397,12.36125,9.96536,50.73507,47.95845,4.54821,2.37915,20.8679,7.9716,11.80831,8.17621,9.89578,11.63992,3.55554,48.3862,45.63466,49.46309,51.07209,3.50337,47.41401,7.50824,6.55568,5.3526,55.08075,48.65077,6.36511,44.58318,50.82407,47.07694,15.34354,46.3248,46.93153,54.65708,47.07911,49.40258,53.33815,3.93765,40.60519,49.12505,16.13891,3.97372,44.4194,42.96734,8.04268,20.66154,1.95934,46.3767,6.98421,47.25636,50.14941,7.99342,47.08588,5.42243,4.89656,47.82283,45.83671,45.99745,49.69527,46.27087,43.47432,5.80375,47.90461,12.5131,48.91026,12.77898,2.97868,49.14429,54.96261,8.45201,50.0988,3.3582,6.63802,15.84477,7.68684,11.66098,3.53897,24.18941,38.94327,50.46078,5.77545,48.41357,5.57183,6.17078,43.29353,45.41469,44.08166,14.71249,10.72643,3.33851,44.9652,1.83186,6.6827,47.22358,50.86799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_135,35.28944,5.46164,8.51723,9.45878,40.35701,17.85316,45.22669,8.23926,5.54757,1.63308,1.89488,3.74084,2.79027,9.28125,4.71838,40.31566,3.56557,5.54612,11.15549,5.42484,2.19047,45.29354,49.39553,4.42575,53.21543,2.87545,3.1309,8.23433,4.87357,3.85701,5.43801,15.62953,4.96229,1.8358,3.21743,8.43243,53.68556,3.39749,3.57637,6.20636,49.81688,5.04573,44.17916,3.24241,3.85687,4.60545,3.97867,2.74472,3.00381,44.88757,41.37245,6.41574,5.74386,5.11693,5.80227,29.05075,17.05581,2.18884,5.01013,43.9241,24.61515,2.40244,9.71514,17.41375,3.09153,2.70144,53.5904,1.01903,53.57175,2.38109,7.2028,33.98435,22.97888,5.74295,12.62217,21.57934,45.3709,2.93515,31.99648,2.73281,42.31633,2.8383,4.88526,3.02745,3.63677,3.89349,0.90534,44.37872,58.5824,18.11105,3.50881,7.06777,27.98735,7.30923,11.59664,45.69009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_134,8.6249,2.72574,10.07583,4.06781,44.52264,5.40765,35.1249,34.60801,47.21628,5.07823,23.13323,3.02767,20.53051,11.46743,39.06935,10.10043,6.26687,8.0994,6.11758,7.02753,5.99666,6.37702,48.26747,47.7044,43.68952,9.275,3.63246,6.95734,5.4264,21.48553,37.27969,6.46616,42.67999,5.48526,2.9233,48.47765,3.12625,40.22647,5.88665,43.83694,45.01361,12.68314,39.38357,6.84787,7.7522,10.20941,6.2803,7.8629,9.22149,4.53759,6.58415,7.77557,6.66981,2.90642,44.8865,9.16049,1.81221,8.432,1.66231,1.84759,2.77641,36.32425,2.8884,14.53622,6.72776,10.80958,3.99397,1.82591,55.62621,11.90293,4.29672,41.42389,5.04271,6.32474,2.62612,2.91591,49.34026,7.19017,3.81661,42.46199,3.04043,19.39083,6.59139,8.41829,1.84085,3.84955,43.09226,43.41719,57.62939,9.89123,40.74323,2.69312,38.12787,29.22081,1.85924,38.3939,14.11118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_133,5.4983,43.18166,4.18271,41.49367,3.4484,2.84766,2.87496,44.35048,7.19587,3.19545,19.80731,6.41671,2.0598,6.19758,2.54524,40.10127,2.80163,30.59982,4.6079,47.59705,3.13576,47.14242,7.29191,2.06603,5.04957,2.51691,6.99583,42.84025,4.37513,2.22822,8.56192,5.67444,3.9625,15.07137,3.01883,1.57061,27.51549,3.9502,4.02519,2.97615,10.48344,15.79659,4.37844,5.70777,41.2927,2.68489,3.61813,14.36874,10.06656,40.84045,2.51222,13.60285,2.31788,23.05454,5.87944,7.95684,5.72378,2.2202,3.96465,3.69803,40.41931,5.73383,44.47502,2.52496,4.63868,3.5557,54.16192,3.8798,55.47211,5.25023,7.85184,1.49887,34.28736,4.95287,28.74055,6.36175,6.94853,5.45576,10.52964,6.57318,45.58712,1.07906,9.90781,45.19171,1.50841,6.12995,5.25716,3.52593,53.79778,19.5077,47.23574,46.98852,2.12281,3.48229,46.64347,47.75574,4.88534,30.31332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_132,4.07289,1.1276,5.82598,1.87547,42.16989,17.31992,6.83956,43.9841,2.35535,6.23471,4.41111,4.79209,1.70607,2.97685,7.00938,2.02513,1.2161,2.97286,6.17728,8.59713,3.91315,8.99453,7.69,11.55523,53.75413,45.66835,3.20151,3.68282,9.30453,2.35507,3.92683,3.03975,2.90983,6.81614,4.37555,5.51517,4.1359,1.70428,4.94771,1.60621,50.31885,3.12711,3.58678,11.04595,4.23778,3.67199,2.34241,7.65898,1.06096,6.77611,41.04508,3.26378,2.18482,2.46273,4.5413,31.89418,2.6961,55.49256,23.44336,11.61313,46.53031,1.89544,2.85218,3.03936,5.99076,1.16793,3.06408,3.20617,51.0031,2.11266,3.56439,5.47718,2.86019,2.89557,4.88805,3.11772,9.40313,5.21678,48.26113,41.7312,6.98686,2.32588,5.52184,4.08525,1.84386,4.38337,8.06342,1.5732,55.1658,5.96758,2.9689,6.38029,5.91269,24.18629,4.25235,12.01411,3.48444,8.33892,5.70228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_131,5.24609,44.51785,46.9175,48.9897,44.88917,48.22067,42.21079,1.31458,20.53407,48.93732,47.06278,6.31144,49.6767,45.5186,21.25313,1.40216,8.60755,39.08447,48.91188,10.5196,46.00017,51.24578,14.84589,6.26829,8.30516,10.88876,24.38341,50.76921,41.03553,50.97135,49.88082,46.55704,49.40731,58.35132,1.81826,5.10183,58.5916,50.54721,4.51577,1.78518,47.77965,48.56273,4.07315,48.84838,3.87348,3.1558,46.82516,48.60631,43.69769,50.07431,49.02009,44.0699,48.65399,47.75567,50.34512,48.24489,1.58901,56.18536,48.0037,2.22704,53.28432,22.38087,44.83032,48.18246,43.68501,2.17452,55.71424,5.06622,6.39098,2.61764,49.5142,2.15441,49.68774,50.41745,49.35079,50.3693,16.74715,48.21464,8.12739,45.15846,4.55234,1.28123,48.77813,48.07171,2.13929,48.02205,45.64972,46.33574,60.73438,48.80799,43.32932,34.31472,49.57138,48.61168,56.07164,20.97394,47.78698,49.03112,2.70386,49.55155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_130,7.06795,5.3766,1.04155,2.68325,6.09026,10.74266,2.03874,6.92983,3.35157,2.97873,2.4098,43.80827,1.89411,2.01215,2.92161,4.9756,13.73711,7.40136,48.85618,11.81142,14.64137,4.77459,9.14641,5.31338,57.38658,9.27801,4.49552,5.13196,44.68072,32.20072,3.01819,44.603,2.75127,6.08732,4.59811,48.56863,2.39818,4.75472,1.20025,4.21112,4.49325,1.76874,5.33533,46.92732,39.02748,2.19208,3.89705,2.73604,5.66823,7.04356,3.86724,3.33382,10.77102,4.52739,47.40485,37.41045,4.54379,1.33042,3.70207,1.69559,11.56553,3.30396,47.93871,3.31178,18.78206,4.68956,2.27387,9.74559,51.58583,5.2661,12.04977,1.86369,2.69006,2.05931,3.20679,2.14037,9.5068,5.49554,33.18728,7.14059,7.79151,8.59892,2.05408,50.19163,3.04967,4.97191,1.94967,2.63455,18.02416,5.04802,8.2521,1.50466,1.95575,10.06286,15.62722,9.9692,9.31617,6.01863,1.20474,3.5784,7.24462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_129,3.42957,3.47637,39.37963,2.173,8.38233,3.08408,4.54378,45.81183,1.62408,40.23373,10.07365,5.13308,6.03999,34.72849,12.77957,46.81781,2.9184,2.53799,2.75921,8.8973,4.49895,4.72351,2.35707,8.79603,3.10274,2.94182,3.38988,5.33145,2.67092,5.62879,6.44175,1.11425,42.1721,3.55446,34.52418,8.16532,1.66114,9.14081,4.98374,46.6604,4.02633,2.95141,1.88455,10.73392,48.72689,4.84386,43.9631,43.84972,7.18435,4.95952,4.96517,4.03904,3.55019,2.69066,49.52368,3.84065,2.90435,5.89224,2.8253,5.1763,7.50077,8.16005,2.40791,3.37715,5.11346,3.67136,2.93391,3.03828,55.51429,3.81164,47.64118,4.2876,5.06325,3.28413,8.22194,3.12176,6.81586,5.886,4.02391,21.96062,6.42262,3.93128,8.77879,6.81979,2.64599,19.15758,44.72387,4.68018,10.1601,3.96531,2.9377,10.95602,6.79171,6.16037,48.58449,47.03546,42.74196,4.74302,4.78228,1.97783,24.56419,6.10841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_128,2.41124,4.279,10.31855,6.58984,49.51895,3.83845,4.36549,36.01337,11.40339,39.27477,30.48368,4.24368,5.27842,19.58476,2.91745,38.36018,42.732,15.49081,4.01288,2.10052,3.87513,3.29706,3.29656,2.88518,7.27356,3.79403,2.42723,47.75898,2.82552,4.42878,11.96504,3.67984,40.51901,7.01011,43.33024,48.85141,5.61743,45.07834,4.08094,9.09486,3.45814,19.46381,10.66115,2.90537,11.18361,27.99062,3.73661,45.59466,2.56121,47.42934,4.9195,10.49046,8.35741,10.0155,10.21305,6.12126,1.62445,49.91736,1.44264,6.88031,26.88517,7.6983,7.9484,3.93428,3.76344,22.97242,49.68962,45.73364,55.20918,15.92402,11.14748,3.49824,2.77674,13.34767,4.55922,4.09125,3.09783,2.78406,3.11502,50.35601,2.05219,47.01231,10.30476,16.33914,31.88623,42.06501,47.51127,11.02288,8.47651,5.42338,47.37052,1.75771,2.48904,49.40541,49.4141,2.57368,44.86676,1.88928,4.44465,10.50696,22.7628,9.96629,4.23898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_127,7.11172,10.14912,43.59295,4.02778,45.86738,3.43396,47.23512,44.74792,5.15807,3.76134,4.66785,9.89145,41.05089,12.90419,48.1738,39.25796,3.33067,4.10171,5.05661,2.81185,6.45898,8.3687,50.17193,49.91904,9.87875,1.80506,7.67005,3.02649,2.29554,19.37467,47.36731,4.81485,9.65578,54.75544,8.35715,46.19761,6.6231,24.72091,7.76762,45.98062,51.50093,15.39121,20.06326,2.69191,5.08227,41.43064,33.80133,15.08658,46.60679,1.99613,13.55142,2.80209,4.85241,3.78708,49.7789,1.76068,4.98986,54.30002,1.642,2.62998,3.87799,44.52267,2.07406,6.18909,5.69899,3.80204,54.88447,2.77794,53.71786,18.65058,5.54644,45.82334,6.92595,13.3959,2.89963,4.33752,50.80893,4.08851,3.61569,43.91682,7.01321,46.70956,40.88785,3.61747,31.03489,4.14532,33.58668,42.11743,58.23127,41.64255,1.44242,1.76529,37.84674,5.56339,3.99,49.01659,20.23918,2.29299,44.97782,8.76299,45.56847,47.68321,5.00596,11.73093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_126,3.63035,2.74253,4.0439,4.6242,2.78929,45.32688,3.0803,8.97464,9.01527,6.16759,4.77113,44.76333,8.65158,2.40573,5.28815,9.30657,46.50094,48.37798,51.12784,6.59643,8.37101,15.59538,6.38226,3.14422,55.81071,5.43513,4.15919,2.3333,44.97743,47.45012,12.51601,12.73626,3.31708,51.46196,22.56928,49.51922,9.35693,8.16572,11.71479,46.03478,44.2408,2.13737,15.3749,44.49873,2.53134,6.48983,6.99023,2.82784,4.75069,16.77773,42.39363,4.67388,40.65064,6.79081,7.56407,40.14182,16.02249,53.53158,2.65632,46.30045,4.4921,3.49092,35.58802,7.5052,43.35591,6.94904,54.66476,30.69739,14.9109,8.00867,12.04064,3.23345,11.98177,2.71146,3.3886,7.86014,5.68169,37.19591,50.06407,43.82054,4.34167,7.5321,5.69801,48.66185,11.84155,3.58651,2.39552,4.06421,8.10532,10.31634,10.04387,2.26845,17.34318,12.1972,48.30779,4.32995,12.26196,16.91728,38.71531,3.5394,11.9297,1.40596,4.12957,5.58025,47.2675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_125,2.84194,8.20927,37.90085,2.64522,49.75935,4.4897,45.83832,48.70361,84.6091,7.02512,8.46347,45.30182,6.9114,2.84388,37.74643,1.4902,41.25498,3.45961,48.53835,13.13239,5.30316,5.67111,5.18684,17.72821,54.63109,46.59665,6.61517,3.71775,2.96111,45.14861,47.17911,3.85631,2.57886,4.69075,4.74381,49.68188,77.92424,11.13987,5.80262,2.42448,50.76685,9.43515,48.73894,20.33973,40.07985,41.86981,1.93518,6.69734,2.31843,48.51388,48.9866,1.48668,2.31503,1.43348,49.27919,42.36664,2.81165,14.18399,2.47963,46.69702,3.14697,11.09546,2.28246,6.08377,8.53568,2.39134,1.03414,2.47758,57.5275,4.4317,2.48286,44.26101,3.19527,5.27454,2.82389,4.12208,44.55724,7.10981,7.89014,45.68695,4.05251,13.95111,3.23184,13.30909,4.1682,3.27432,8.63435,4.75726,58.80143,44.82325,4.06169,2.89775,27.57687,19.75216,2.62919,48.21048,3.64222,5.32965,45.23257,2.05281,47.64981,5.08073,48.86807,45.97379,6.60755,12.39576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_124,55.28225,6.24152,3.56709,4.21792,9.62953,55.64348,7.72018,10.68838,4.28678,55.09826,2.94363,4.03937,31.4874,54.70926,5.67087,55.56107,20.17292,52.5735,7.65398,56.35964,53.29156,3.90935,52.51598,53.62085,58.72791,55.72007,52.51522,5.17886,55.31097,25.36816,2.10112,6.67624,8.54,54.10347,54.4077,43.68851,4.69369,12.79127,5.65671,10.90183,3.03273,5.73964,4.23787,56.279,55.72624,49.89068,55.02453,5.80626,4.04485,7.53101,55.25928,55.92899,53.93411,8.02817,31.69388,9.68661,83.955,53.55995,56.58924,55.44062,55.18935,47.82356,58.37035,2.70466,55.0915,40.58467,55.64277,55.56717,51.93867,32.7168,54.69027,19.56807,3.35043,2.26676,55.00452,6.82157,7.80283,54.12608,55.19744,4.22796,55.32859,54.30713,55.41261,51.27928,25.46612,56.34725,54.18028,51.58224,56.02592,2.19197,4.76647,3.60336,1.47704,5.98337,55.95999,8.41729,8.23535,54.51856,50.73594,3.60124,48.87065,4.23832,50.21463,55.22874,54.86063,13.60372,55.07316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_123,2.00588,2.74096,18.3776,1.44228,36.46763,2.56485,4.99501,40.75092,1.90533,6.88909,10.40788,4.89765,7.01055,9.73396,42.0086,1.95714,1.63128,2.39523,2.26251,10.80236,2.78126,5.22051,2.28863,45.48518,50.31753,6.04318,3.42067,2.41577,2.26387,4.37306,8.89662,2.17419,4.388,6.18089,3.63827,45.4294,5.13892,5.00083,7.24281,7.72812,47.1482,2.93722,2.43267,9.61452,3.02649,4.63538,3.00935,7.43524,3.84885,30.61706,8.65317,2.83092,1.87681,1.86123,48.4689,6.11982,2.98472,2.88346,2.80874,6.23448,2.02079,2.20113,3.44522,10.23,4.44713,2.84443,2.15251,2.62325,55.36845,3.41389,3.47125,43.58596,15.0684,14.68117,3.5939,4.15452,3.8571,7.42104,3.67147,27.67479,2.67162,4.10858,4.60212,3.97307,4.72046,5.20044,13.05692,4.27538,56.87916,16.64875,5.10152,48.37245,34.38681,5.5729,5.48122,48.94082,4.3591,3.93414,9.0116,1.41445,41.85173,14.64389,1.29914,45.70004,4.57353,3.33004,1.97548,50.73854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_122,1.12807,5.82786,2.83034,3.34436,3.73044,1.7701,5.95008,46.09388,2.0631,7.89775,8.00178,20.66463,2.73603,1.97818,1.63348,1.97221,1.83514,3.76839,3.45256,5.09867,2.3604,4.49376,4.24714,2.79122,4.40918,2.29699,1.97717,6.85703,1.22599,2.8461,44.40372,1.26387,3.25012,4.95522,3.69579,7.25397,3.54471,18.59613,2.06909,2.22628,8.15375,3.7162,3.60564,2.89654,5.15993,3.07182,0.75476,14.06,2.46695,45.69056,3.48838,2.33875,1.99475,1.22883,12.32622,5.59677,1.10263,5.72781,1.57011,3.59745,37.38655,5.9143,2.84045,3.14209,2.25437,2.257,1.98683,2.37116,55.54284,3.14503,2.47519,2.4319,1.67675,3.24774,3.19043,3.36235,7.06762,2.13603,3.99565,50.59315,5.35307,13.39026,1.93228,13.50485,2.89159,1.99025,8.28924,2.97269,56.4506,1.5633,4.84855,2.75876,2.05152,6.31252,42.34596,23.57109,5.06214,6.29957,2.47938,2.94242,33.76011,4.22545,1.70511,1.57562,4.51276,7.54543,1.66254,55.2731,1.98821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_121,1.73944,51.12143,48.84323,10.07784,4.12555,52.6661,51.61528,9.57266,12.50617,53.37103,17.95777,6.54258,9.0125,52.09659,6.43986,4.31523,49.48649,54.98452,52.36773,55.18334,10.10731,8.16529,51.8669,52.57685,55.36783,3.24461,3.50029,4.25504,3.04334,51.87519,39.03214,39.72821,22.19009,52.91345,54.40634,52.44526,55.58713,28.21747,50.13301,54.02417,41.09338,29.59064,3.56103,3.42852,40.14423,49.49218,4.56495,51.38195,28.59037,9.62659,51.08436,51.74784,26.93517,27.92344,4.49645,8.54316,23.92216,55.4736,10.92509,50.63822,8.89267,19.5022,8.67933,5.13897,7.04927,56.55138,2.56858,1.56598,56.89364,52.72798,10.83581,3.64569,3.94943,6.49271,3.49207,25.15669,50.75573,3.7942,54.50698,8.23373,39.0187,5.92461,5.16874,4.37304,20.80825,4.0457,4.4319,40.64819,57.90843,1.32451,5.0356,12.56961,4.43599,3.02538,44.38955,5.91808,1.83535,4.62913,53.01875,7.16697,48.8934,8.83892,43.65279,54.56284,22.46255,5.93537,41.23877,5.88114,15.26978,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_120,42.8273,46.55448,4.48053,4.40308,5.30015,41.30781,17.87344,4.37644,4.45705,4.7167,4.45685,40.69764,4.55106,29.95681,4.7762,47.6192,9.23741,45.90661,3.37176,50.16539,5.15105,3.94301,49.31702,47.79426,54.03268,41.29968,45.61533,4.36125,38.57854,17.04549,18.61475,42.44447,12.25369,51.70606,40.76712,45.92673,53.14718,8.74584,11.78157,38.65756,47.21497,3.74392,7.96202,33.24915,3.84729,14.81211,4.61676,3.0224,21.81615,6.79337,21.05339,6.20244,5.05588,4.84637,45.58563,4.4442,3.90874,52.857,2.80429,18.2007,24.3232,6.11228,11.26124,26.44021,2.26919,40.07798,52.96642,6.16705,7.50695,15.54886,8.06224,37.81591,19.15382,19.21458,39.32815,8.25194,50.03088,44.12385,12.22918,3.5076,44.73291,10.2401,1.03859,37.10553,18.95444,5.22721,2.23159,4.87622,2.79936,2.34943,4.55779,7.74955,37.91416,2.87576,12.98582,45.48765,2.72776,27.26089,34.69582,12.89788,45.82806,4.23132,42.21854,49.95058,11.06927,13.42317,4.81655,3.61355,5.41586,37.29352,7.3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
