,Sequence_367,Sequence_366,Sequence_365,Sequence_364,Sequence_363,Sequence_362,Sequence_361,Sequence_360,Sequence_359,Sequence_358,Sequence_357,Sequence_356,Sequence_355,Sequence_354,Sequence_353,Sequence_352,Sequence_351,Sequence_350,Sequence_349,Sequence_348,Sequence_347,Sequence_346,Sequence_345,Sequence_344,Sequence_343,Sequence_342,Sequence_341,Sequence_340,Sequence_339,Sequence_338,Sequence_337,Sequence_336,Sequence_335,Sequence_334,Sequence_333,Sequence_332,Sequence_331,Sequence_330,Sequence_329,Sequence_328,Sequence_327,Sequence_326,Sequence_325,Sequence_324,Sequence_323,Sequence_322,Sequence_321,Sequence_320,Sequence_319,Sequence_318,Sequence_317,Sequence_316,Sequence_315,Sequence_314,Sequence_313,Sequence_312,Sequence_311,Sequence_310,Sequence_309,Sequence_308,Sequence_307,Sequence_306,Sequence_305,Sequence_304,Sequence_303,Sequence_302,Sequence_301,Sequence_300,Sequence_299,Sequence_298,Sequence_297,Sequence_296,Sequence_295,Sequence_294,Sequence_293,Sequence_292,Sequence_291,Sequence_290,Sequence_289,Sequence_288,Sequence_287,Sequence_286,Sequence_285,Sequence_284,Sequence_283,Sequence_282,Sequence_281,Sequence_280,Sequence_279,Sequence_278,Sequence_277,Sequence_276,Sequence_275,Sequence_274,Sequence_273,Sequence_272,Sequence_271,Sequence_270,Sequence_269,Sequence_268,Sequence_267,Sequence_266,Sequence_265,Sequence_264,Sequence_263,Sequence_262,Sequence_261,Sequence_260,Sequence_259,Sequence_258,Sequence_257,Sequence_256,Sequence_255,Sequence_254,Sequence_253,Sequence_252,Sequence_251,Sequence_250,Sequence_249,Sequence_248,Sequence_247,Sequence_246,Sequence_245,Sequence_244,Sequence_243,Sequence_242,Sequence_241,Sequence_240,Sequence_239,Sequence_238,Sequence_237,Sequence_236,Sequence_235,Sequence_234,Sequence_233,Sequence_232,Sequence_231,Sequence_230,Sequence_229,Sequence_228,Sequence_227,Sequence_226,Sequence_225,Sequence_224,Sequence_223,Sequence_222,Sequence_221,Sequence_220,Sequence_219,Sequence_218,Sequence_217,Sequence_216,Sequence_215,Sequence_214,Sequence_213,Sequence_212,Sequence_211,Sequence_210,Sequence_209,Sequence_208,Sequence_207,Sequence_206,Sequence_205,Sequence_204,Sequence_203,Sequence_202,Sequence_201,Sequence_200,Sequence_199,Sequence_198,Sequence_197,Sequence_196,Sequence_195,Sequence_194,Sequence_193,Sequence_192,Sequence_191,Sequence_190,Sequence_189,Sequence_188,Sequence_187,Sequence_186,Sequence_185,Sequence_184,Sequence_183,Sequence_182,Sequence_181,Sequence_180,Sequence_179,Sequence_178,Sequence_177,Sequence_176,Sequence_175,Sequence_174,Sequence_173,Sequence_172,Sequence_171,Sequence_170,Sequence_169,Sequence_168,Sequence_167,Sequence_166,Sequence_165,Sequence_164,Sequence_163,Sequence_162,Sequence_161,Sequence_160,Sequence_159,Sequence_158,Sequence_157,Sequence_156,Sequence_155,Sequence_154,Sequence_153,Sequence_152,Sequence_151,Sequence_150,Sequence_149,Sequence_148,Sequence_147,Sequence_146,Sequence_145,Sequence_144,Sequence_143,Sequence_142,Sequence_141,Sequence_140,Sequence_139,Sequence_138,Sequence_137,Sequence_136,Sequence_135,Sequence_134,Sequence_133,Sequence_132,Sequence_131,Sequence_130,Sequence_129,Sequence_128,Sequence_127,Sequence_126,Sequence_125,Sequence_124,Sequence_123,Sequence_122,Sequence_121,Sequence_120,Sequence_119,Sequence_118,Sequence_117,Sequence_116,Sequence_115,Sequence_114,Sequence_113,Sequence_112,Sequence_111,Sequence_110,Sequence_109,Sequence_108,Sequence_107,Sequence_106,Sequence_105,Sequence_104,Sequence_103,Sequence_102,Sequence_101,Sequence_100,Sequence_99,Sequence_98,Sequence_97,Sequence_96,Sequence_95,Sequence_94,Sequence_93,Sequence_92,Sequence_91,Sequence_90,Sequence_89,Sequence_88,Sequence_87,Sequence_86,Sequence_85,Sequence_84,Sequence_83,Sequence_82,Sequence_81,Sequence_80,Sequence_79,Sequence_78,Sequence_77,Sequence_76,Sequence_75,Sequence_74,Sequence_73,Sequence_72,Sequence_71,Sequence_70,Sequence_69,Sequence_68,Sequence_67,Sequence_66,Sequence_65,Sequence_64,Sequence_63,Sequence_62,Sequence_61,Sequence_60,Sequence_59,Sequence_58,Sequence_57,Sequence_56,Sequence_55,Sequence_54,Sequence_53,Sequence_52,Sequence_51,Sequence_50,Sequence_49,Sequence_48,Sequence_47,Sequence_46,Sequence_45,Sequence_44,Sequence_43,Sequence_42,Sequence_41,Sequence_40,Sequence_39,Sequence_38,Sequence_37,Sequence_36,Sequence_35,Sequence_34,Sequence_33,Sequence_32,Sequence_31,Sequence_30,Sequence_29,Sequence_28,Sequence_27,Sequence_26,Sequence_25,Sequence_24,Sequence_23,Sequence_22,Sequence_21,Sequence_20,Sequence_19,Sequence_18,Sequence_17,Sequence_16,Sequence_15,Sequence_14,Sequence_13,Sequence_12,Sequence_11,Sequence_10,Sequence_9,Sequence_8,Sequence_7,Sequence_6,Sequence_5,Sequence_4,Sequence_3,Sequence_2
Sequence_236,4.6691309,51.95629311,5.71402083,3.87414704,3.98734981,4.25065012,53.1528186,6.46504898,64.22765443,5.06830917,9.25542893,3.76179801,11.0623873,3.31043393,14.16546734,9.40332293,4.28538896,46.35023232,20.82936564,52.34473959,4.53178311,45.68197881,4.13206163,18.85938671,41.06461753,5.08265288,6.30286561,3.83899473,3.35974743,8.95702061,4.99459542,5.73389921,56.74832016,7.25343925,42.59666838,6.40058858,49.7502397,58.39694834,56.31126593,5.10269365,47.92152422,3.21161128,49.63714743,8.21825154,4.30263875,8.31616614,3.92234866,6.00819762,5.56550733,5.53036364,47.77602264,7.84399288,46.48510369,49.22085808,48.60035945,5.83391039,50.52141888,48.53072001,49.52484536,5.61620254,38.38313849,11.62657211,4.2378152,4.7651508,68.12126908,47.46375295,46.3147693,3.44015477,5.98108686,4.0965348,3.54867712,9.03979963,12.36906733,4.77254505,5.65528544,7.54796405,44.88597475,40.50660367,54.11162523,46.91395873,46.06455665,6.16497636,42.57975286,36.40976189,45.6620569,4.83954181,4.07954447,50.33191103,46.36343644,48.24554752,6.64398317,6.43874443,3.33453163,7.42363075,7.96562789,52.56949538,4.96853164,52.95339284,49.86913592,40.75262245,2.24551818,47.92213192,5.60296432,36.60028529,7.39305386,8.85152325,49.24215984,45.59041551,41.9628436,3.65117667,53.24962475,4.6012348,4.3121681,2.30905862,4.97404719,4.90523037,4.00626373,19.08200542,46.00264132,42.44776812,46.16686446,3.16645861,4.3758705,5.23803583,6.90328803,47.74109273,50.06322723,46.52655794,49.00486029,46.35737355,3.11389905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_235,58.97791725,54.24310203,53.20044724,54.29471894,3.79115312,?,49.20559523,52.02336198,14.70544694,4.83899672,5.32261537,49.82392212,50.45480932,4.40892505,46.42987247,48.23347609,4.60105361,52.37472608,13.20465127,3.91441957,11.52971839,8.74799192,51.46601569,5.6936357,54.73079267,8.9580289,51.22341804,4.38494579,5.04375887,5.93277761,50.25903918,6.35954351,6.47624947,8.80436786,50.06330176,49.01884824,53.11441553,6.33503069,7.45524077,52.14133604,49.59042441,3.30326189,39.80269006,53.08733412,54.17353915,55.20294069,9.63160303,15.88419198,6.68536035,8.57908917,48.26151717,53.58614662,49.25701673,5.94655581,53.96194261,29.6966899,51.64333661,49.67807788,44.36347491,50.98809082,52.39523603,7.43439717,50.40779925,3.43301166,28.29421762,50.70063537,48.13259592,53.66648233,5.5964544,52.86387901,3.64395994,50.97760944,7.71759208,51.33284673,53.86762998,53.10151735,50.98901477,8.97570805,49.72676052,50.59758413,5.99572386,6.65747387,53.99724563,68.58045353,50.00261059,51.41906326,51.49998326,21.09329016,11.99979562,54.43721418,49.90866674,53.09127352,51.81297068,3.28822855,51.18135776,55.88550924,52.94881428,15.20430289,51.20894353,3.50636877,5.16057308,52.80012761,6.22030663,50.90892348,48.61698655,7.78940759,53.49008937,5.78631583,13.3938578,9.90828687,53.84490104,4.86278974,4.04921685,55.74977406,52.9590613,52.98936341,57.22083076,4.230638,50.09750972,53.57370594,52.28435462,50.85406365,4.72718967,49.59739951,48.41962584,45.5573559,15.31633294,4.97134584,52.33118965,53.09491839,4.80032438,3.66769699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_234,3.73965821,50.9243269,14.19574271,5.80481013,4.22923598,6.24816486,53.08310636,3.15115957,56.72824956,6.35249909,36.127703,2.24508689,7.17432914,3.35349868,29.53100572,22.6830977,31.46231957,48.67426558,6.699709,54.3338664,5.64991962,5.13336001,6.29786917,1.62720728,45.36464676,3.98716375,8.4018218,6.11384129,3.19057507,2.70627749,43.63160827,16.28885187,58.9332645,36.31468083,49.16536612,5.12961451,51.3380986,59.39606336,57.12682339,42.89253474,47.02694219,6.80330988,45.87981552,4.46435521,2.8953343,4.71888023,5.75889912,39.30479323,41.59175216,42.50092635,46.71391458,50.12438721,44.7742319,49.08239998,47.98395283,50.14078322,50.23382046,47.20373193,44.68148511,5.62588175,3.88791539,21.92317987,48.99156975,17.42391262,53.95797305,45.84024205,46.35742269,4.58447681,6.31483025,45.46736977,3.20824513,3.16686233,11.39880417,3.411498,2.06219298,11.47303161,46.55437463,46.30732101,47.45055508,46.59476199,46.45795883,8.50572231,12.2601006,36.8254136,46.22448644,33.81098253,3.01818351,49.75042382,3.7345362,40.73008054,5.0176498,2.03559203,1.79447039,2.95174569,5.93346917,3.16544248,44.10767961,52.21813035,51.35810893,34.78314358,3.33143299,48.04839104,51.55053844,46.15746706,24.23022713,40.94103201,49.96158166,46.10472044,6.16843059,52.45753952,53.53500578,2.72165648,41.55940147,50.88706424,4.24605629,36.61778035,48.80871877,41.64496553,47.85452103,46.68056522,45.83215725,43.01031236,20.02459452,11.95916839,43.11190051,50.32366255,52.17943395,6.60681766,39.87068613,43.63507299,4.41541847,4.41824221,53.65932004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_233,3.82729905,51.04707263,4.49456243,19.41030122,4.28963967,3.379354,5.17906483,3.09961394,3.62559588,7.21189633,4.10841181,4.10769454,6.22332931,6.83557174,3.26954513,3.87843214,3.33789019,3.41959762,5.25492417,52.48839653,4.70559941,5.71249472,5.78861397,4.91475523,3.70764129,5.98902371,4.09893798,4.69014221,2.8379063,2.20919262,50.07900988,4.08089427,56.86606031,3.28054523,3.49259743,5.50919418,46.67472868,32.16914594,7.29803961,53.71206036,5.68291242,3.20211053,51.39238838,4.43960385,2.68552363,12.12443891,5.78906199,6.46426207,4.01041067,3.84175111,6.81851286,48.74246835,4.65913018,6.66128705,11.62363524,49.23044934,43.79882776,47.43509667,46.42110905,4.01918151,47.53523974,41.88888225,6.7175142,5.92604414,11.42170983,45.80920431,21.43620174,3.28682317,3.85046924,22.71441534,4.1936856,4.64535703,4.2854992,4.60970486,2.3847523,2.90131295,9.00327419,45.26622594,47.22527529,42.28094419,3.60108669,47.65067219,46.6057449,48.56980027,48.16077653,46.65912086,43.2844738,48.25896549,47.63146901,5.25843608,4.60972824,4.42019421,1.90376548,3.5002016,2.75839282,3.58046534,3.18795057,53.56944508,50.10378465,4.61872946,4.00364702,4.57346983,47.81318437,15.81995144,12.50486828,4.49347332,8.26166109,5.45300214,8.23019036,48.43721364,3.73075034,3.8445128,4.10206262,3.04414255,2.88316319,6.2178943,3.60995385,7.86230783,8.5612826,46.67522376,45.28312584,14.45773577,3.2824079,44.09398069,47.40881853,51.74603848,48.42586463,8.57138309,8.38421508,45.01482589,5.59727881,3.56517642,49.23012587,23.59984597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_232,5.66996432,51.38484864,6.69685002,3.53264266,2.24045426,2.85609598,5.22572149,2.10906148,45.5602271,3.60348379,1.60307333,2.01009482,1.88849736,6.08325227,6.59550612,4.81145111,5.43926372,7.694168,1.4970043,1.06559118,6.5803221,2.42562521,1.63930135,3.8502076,2.38888148,44.29467832,3.49081744,6.83827064,5.01807435,5.23366892,48.51689627,5.50635319,55.39456238,3.07376089,29.6561201,4.32829951,47.87690013,56.43697224,52.23751172,49.9032878,46.80588436,3.42544554,50.91232966,2.74208348,2.70794241,12.10454151,39.04406566,9.25363238,3.74643727,7.91907462,46.40331873,29.98933313,47.88754797,45.23030249,49.38054778,8.28841997,44.78698925,48.26555222,8.67998532,3.24577616,5.38515783,40.29576832,23.04126438,3.10692643,49.17899572,47.54567268,48.49742986,6.43571132,3.45046391,48.51040448,3.98876373,3.19556483,2.77014231,5.26633156,6.48060087,4.97650732,6.26468971,46.93016662,40.02493914,48.95888609,2.4999511,45.81002481,48.52857884,3.34979461,49.54559454,49.26112889,5.06802977,43.87680004,48.49405276,5.81630058,2.66732753,10.4172881,5.48164373,1.52508409,2.73104179,3.98346944,4.05276002,46.92934405,43.84443555,3.48828342,14.65953828,3.05346799,8.83091619,47.49008444,6.0079704,3.07704958,3.06631912,2.89258675,44.97759753,7.03753066,3.8277558,48.77994757,4.27950858,3.52094001,2.20261889,4.93151932,1.27301008,1.95301271,8.65733727,47.98120816,47.09930254,4.43104843,3.14998273,4.75036678,48.44445822,5.64491478,45.60043759,1.49059857,1.32670571,47.01576583,7.46270631,6.60392453,52.7381274,33.64329251,2.86465522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_231,4.25332919,55.86087648,4.50065884,9.1951222,7.34531357,50.69240384,53.1878976,4.46443365,56.07332049,32.0881559,3.83896534,3.44520018,4.22389946,8.7067364,4.82189081,6.0864269,6.24687483,10.18643355,4.67178666,54.90494625,43.46175864,10.70639752,3.89740871,3.11822332,6.81297109,11.27944216,5.33020226,4.52499462,3.63876882,7.84077044,52.33875622,51.69270925,5.32377931,6.92767941,52.49203454,5.52891427,53.25045655,58.02967465,8.40058973,51.52879332,12.04632032,5.60140738,5.66479261,3.06944192,12.91736639,6.28362847,6.87130643,47.39594174,17.17486192,51.50575796,50.85720212,50.16658846,4.83096937,47.26337367,53.3775556,39.50201389,52.53520369,4.98679251,47.32156417,28.07335572,33.53629655,51.56434378,53.432371,3.82069129,50.05526076,50.57001777,50.46075524,5.38656383,7.72357067,6.48813467,6.41695983,5.82409401,3.61159616,38.47173241,6.34920235,3.0335312,10.11566415,44.34414676,50.25649886,53.23698413,3.79036727,8.0417083,49.53570436,8.96757938,50.18509809,50.86102811,51.73729541,6.91052631,49.89166823,5.27637105,5.88857177,49.98344311,12.80579654,3.85084954,2.76900055,4.51597118,4.78403372,6.20571682,11.85814592,6.84825062,10.95944065,3.64694814,55.09314795,52.22088447,48.87505694,47.4008218,48.78007656,4.71070128,9.04547218,54.57551033,7.73825776,12.17758848,28.62803729,7.41291223,3.62860932,7.9521143,3.77378646,48.50418712,51.42030712,52.83196608,6.90119819,53.31138749,7.85609898,6.23833525,50.80763286,10.38118813,52.29107366,2.84140576,6.55841834,52.11862483,49.63569088,48.05143013,53.43680191,8.20199526,3.84022932,3.71852936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_230,52.30285282,55.26527709,9.98871635,7.46016453,2.14433616,53.10505027,55.77332865,7.09613926,5.00586954,51.42513857,42.87992588,12.77268462,28.05625672,9.75478532,8.48835235,16.24255794,5.31157708,11.89048155,42.71001935,53.30511904,5.30285494,47.38350161,42.21825311,48.56207703,7.67361293,20.89561398,3.65862098,52.82244131,49.56449683,48.31752355,11.49166011,9.80017381,59.03441829,5.03356444,52.8942357,52.98824307,6.4440816,16.30796477,7.8242185,7.24597357,10.1490389,8.07406188,7.44911965,52.81115131,12.0726134,53.99921744,13.36787178,44.26727789,52.93681864,6.2825834,8.70885889,7.65641037,9.79224214,8.67671607,8.02285276,50.19352585,9.82269168,10.65545302,7.87559419,46.03251629,9.33577399,7.52572749,5.08023365,10.60222625,5.22301011,7.15150086,12.00765691,53.74198494,15.32728858,53.94844416,5.93409965,41.10096422,54.04168799,10.03103802,13.45460675,50.17300985,6.45702518,8.71315866,5.87450732,12.39132152,9.1087097,9.53663966,9.61686726,3.63217826,5.5697087,6.94572234,31.13481908,5.87463661,4.11341328,12.82762686,48.68495208,4.71756542,6.29767054,42.97693915,53.03404149,55.71443374,9.08011326,55.18600786,53.91309771,46.98076623,4.34219935,35.63687426,52.40147767,12.63240471,19.19003542,46.55311831,3.4949381,7.71369763,44.31538821,6.59928385,11.23323535,52.15752394,52.78748997,55.601222,10.23113945,53.06150858,5.52757734,22.86201931,4.3617616,4.43020139,13.27958818,48.92817152,43.01161057,49.8214795,10.42447984,6.43869995,6.97662797,19.6126058,35.72010927,9.81857995,51.6395474,51.18553276,52.78346069,47.64167087,5.2158294,49.88372274,54.22736072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_229,7.61423976,51.02968468,2.6971506,9.87036933,2.47698372,2.72221161,53.82984693,4.28227496,56.54734834,5.81132617,3.32882829,2.68943701,4.24232458,3.3057635,6.50891518,50.73715189,3.62749885,4.62978576,4.1631344,4.88764677,3.58006204,5.02225765,3.75186903,5.20028645,3.4525326,5.01451925,3.31112402,38.1653357,3.29304783,3.63412301,4.7162063,38.31829965,58.45806433,6.21791187,44.62227051,3.48491105,5.55274009,57.71430782,6.21650016,6.36950697,9.66277163,3.07563026,7.67719922,3.70455111,4.11082916,53.50523415,4.41353549,5.97962284,6.0199973,4.98236907,6.8643408,10.2829366,4.72333979,4.25276933,3.92084504,8.71686005,8.2071327,5.16582343,8.52950315,5.22731233,5.85602016,5.73866896,6.59316982,2.63331035,5.61565582,7.49908414,4.84683044,6.36317121,4.87120643,34.60822719,4.2011958,3.92220063,4.82663106,4.65305206,3.05395481,2.95443574,4.90711545,6.27021481,47.4054318,6.44455499,2.5871768,5.15809924,5.21696755,7.88629568,13.53074535,6.69898301,51.37472784,47.78048182,4.17944953,7.73032607,4.61103843,2.87223064,2.27633998,2.06667992,1.87937671,2.84646314,3.3395014,4.96182075,49.49806693,3.86308815,9.11581029,3.26676934,12.06216687,6.97813734,7.60125473,5.86391656,6.12270904,48.81670659,44.59827104,50.50698371,52.30546759,39.5041069,4.51518106,53.18236358,3.48655775,9.48862772,5.21826227,4.54040503,3.81984864,8.56251816,5.34351363,24.23474703,5.18924304,6.69789363,5.14782963,6.034506,51.94603061,3.1713887,6.36470311,12.83765854,45.69232628,43.96239189,47.20545055,4.71003381,2.96776832,5.03264467,4.19871242,6.47549907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_228,52.7753806,3.65148167,47.51592187,10.44026721,3.64981066,49.69239043,4.86668389,5.65083787,3.47841649,6.25225498,1.41745209,1.00575802,1.19946073,4.42888349,4.93155356,4.55144144,6.03109102,43.63311434,3.12128606,0.84998603,6.71437421,1.67039142,1.19946073,2.60288476,3.91555165,4.92808565,2.13173691,5.21237773,3.89168821,25.46396242,5.80511306,4.09699347,5.28752019,2.39496376,4.26895723,3.3245439,4.73037728,8.61922871,5.38113164,50.974988,4.70693477,4.23899343,54.66717808,4.39979527,5.6701764,9.76022677,56.56998084,3.86530131,4.76918456,4.34067133,51.31410237,5.75370834,7.91403455,23.88935433,56.22034639,9.02813419,53.56118047,48.28713006,72.77467413,2.06577478,45.50238272,51.32599187,4.0942845,2.44958496,52.97531206,52.81036755,4.67449151,51.09282615,3.64473251,56.20154518,6.10247684,3.19212914,3.12026683,50.39763592,50.50718715,3.89687257,10.77783852,51.51328372,10.27123528,36.67758258,2.05506272,29.87655466,45.33954575,53.60020436,52.7655103,38.03956048,1.41806373,4.16277244,50.40322976,8.77989289,2.3869461,50.40218182,4.27502445,4.48505328,2.01051197,53.55406114,2.48641555,1.40061891,5.08023221,4.21124263,56.65245406,2.76167149,8.39362158,47.98011371,5.84624431,3.66265043,2.85713765,2.94692874,5.30878866,3.84164292,3.01279413,42.41482023,5.19736338,47.33352726,4.18303839,42.08000669,2.34968777,2.13783937,51.62786426,52.89385344,53.22053639,4.25028421,1.35278979,3.09985745,49.02742413,10.9506855,3.93665838,0.99566173,1.25978582,52.41358928,6.0774828,51.52211649,54.76623079,53.75007152,5.37102988,2.29801608,4.2948187,54.05558375,3.01253032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_227,55.76246224,5.33132755,54.36633018,10.78907655,55.56487092,56.89795281,1.58138533,55.62876847,4.22236341,46.35617603,13.29123064,52.96722007,54.7794972,6.22123946,54.89574641,50.16226961,53.67289749,54.51952393,8.33268114,50.98921241,10.32790901,51.75925194,46.49089074,3.22573682,44.47627972,52.92032597,9.91926118,55.9533819,5.35104773,12.82989505,49.79094134,7.47487336,1.58766948,10.31092158,5.98874363,53.80137223,8.9002336,3.51814931,5.2231081,6.22974918,51.14548895,5.97138084,50.59600737,54.96191051,54.86564985,11.68957959,55.57651182,3.75974745,4.71723901,5.3450829,52.92394276,3.83219948,5.09856453,49.13016125,57.69521162,15.48235622,57.0526851,54.29615953,54.94659271,2.75938666,55.11931925,56.75548419,6.66329207,55.21037664,54.2097546,49.32019273,48.16173861,55.76527751,55.5424636,16.6669125,49.26164676,34.56541927,3.49844676,53.50354954,52.44432889,50.99583001,52.96912256,56.20471528,4.88093226,51.59122294,55.68264323,53.87775894,52.77912279,57.57490797,55.48233771,15.08900118,3.61167399,11.93397284,53.10288032,56.27276867,48.14934949,52.3316529,43.72008312,50.88655416,5.98096276,55.98645991,9.39923172,16.19578395,5.96563623,52.20005898,4.34398882,56.28362457,18.46330171,55.49295783,8.30924628,3.34548952,18.45131578,50.66805667,3.65082304,4.18041571,2.89888039,48.51390588,4.61636117,4.27936273,55.52343885,24.64969297,57.69448155,6.06361836,55.63117333,13.45518885,49.62886734,7.50153115,48.69026722,52.99852243,53.2535217,6.46273609,8.20407251,52.80287064,52.35384964,56.07803145,4.5230208,8.15800546,11.38042982,54.6275488,4.65636136,53.38057845,59.12328639,56.95368977,54.33243775,3.24079807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
