,Sequence_231,Sequence_230,Sequence_229,Sequence_228,Sequence_227,Sequence_226,Sequence_225,Sequence_224,Sequence_223,Sequence_222,Sequence_221,Sequence_220,Sequence_219,Sequence_218,Sequence_217,Sequence_216,Sequence_215,Sequence_214,Sequence_213,Sequence_212,Sequence_211,Sequence_210,Sequence_209,Sequence_208,Sequence_207,Sequence_206,Sequence_205,Sequence_204,Sequence_203,Sequence_202,Sequence_201,Sequence_200,Sequence_199,Sequence_198,Sequence_197,Sequence_196,Sequence_195,Sequence_194,Sequence_193,Sequence_192,Sequence_191,Sequence_190,Sequence_189,Sequence_188,Sequence_187,Sequence_186,Sequence_185,Sequence_184,Sequence_183,Sequence_182,Sequence_181,Sequence_180,Sequence_179,Sequence_178,Sequence_177,Sequence_176,Sequence_175,Sequence_174,Sequence_173,Sequence_172,Sequence_171,Sequence_170,Sequence_169,Sequence_168,Sequence_167,Sequence_166,Sequence_165,Sequence_164,Sequence_163,Sequence_162,Sequence_161,Sequence_160,Sequence_159,Sequence_158,Sequence_157,Sequence_156,Sequence_155,Sequence_154,Sequence_153,Sequence_152,Sequence_151,Sequence_150,Sequence_149,Sequence_148,Sequence_147,Sequence_146,Sequence_145,Sequence_144,Sequence_143,Sequence_142,Sequence_141,Sequence_140,Sequence_139,Sequence_138,Sequence_137,Sequence_136,Sequence_135,Sequence_134,Sequence_133,Sequence_132,Sequence_131,Sequence_130,Sequence_129,Sequence_128,Sequence_127,Sequence_126,Sequence_125,Sequence_124,Sequence_123,Sequence_122,Sequence_121,Sequence_120,Sequence_119,Sequence_118,Sequence_117,Sequence_116,Sequence_115,Sequence_114,Sequence_113,Sequence_112,Sequence_111,Sequence_110,Sequence_109,Sequence_108,Sequence_107,Sequence_106,Sequence_105,Sequence_104,Sequence_103,Sequence_102,Sequence_101,Sequence_100,Sequence_99,Sequence_98,Sequence_97,Sequence_96,Sequence_95,Sequence_94,Sequence_93,Sequence_92,Sequence_91,Sequence_90,Sequence_89,Sequence_88,Sequence_87,Sequence_86,Sequence_85,Sequence_84,Sequence_83,Sequence_82,Sequence_81,Sequence_80,Sequence_79,Sequence_78,Sequence_77,Sequence_76,Sequence_75,Sequence_74,Sequence_73,Sequence_72,Sequence_71,Sequence_70,Sequence_69,Sequence_68,Sequence_67,Sequence_66,Sequence_65,Sequence_64,Sequence_63,Sequence_62,Sequence_61,Sequence_60,Sequence_59,Sequence_58,Sequence_57,Sequence_56,Sequence_55,Sequence_54,Sequence_53,Sequence_52,Sequence_51,Sequence_50,Sequence_49,Sequence_48,Sequence_47,Sequence_46,Sequence_45,Sequence_44,Sequence_43,Sequence_42,Sequence_41,Sequence_40,Sequence_39,Sequence_38,Sequence_37,Sequence_36,Sequence_35,Sequence_34,Sequence_33,Sequence_32,Sequence_31,Sequence_30,Sequence_29,Sequence_28,Sequence_27,Sequence_26,Sequence_25,Sequence_24,Sequence_23,Sequence_22,Sequence_21,Sequence_20,Sequence_19,Sequence_18,Sequence_17,Sequence_16,Sequence_15,Sequence_14,Sequence_13,Sequence_12,Sequence_11,Sequence_10,Sequence_9,Sequence_8,Sequence_7,Sequence_6,Sequence_5,Sequence_4,Sequence_3,Sequence_2
Sequence_146,6.06634446,48.39151885,47.66436323,2.46475144,4.9935373,48.45027483,45.98750156,7.97367993,8.55452542,4.54166934,12.39230299,3.0213715,6.7883369,5.12652874,54.99902521,4.91612128,4.91612128,46.54521924,2.57013993,44.76326854,45.46866774,6.89503155,2.99479995,48.14574526,7.47433454,6.25064605,1.72397715,4.92636213,7.47449665,20.23290111,3.40434748,4.57360448,5.36326433,54.25723419,5.95580461,4.66019937,54.05054204,3.02898009,3.11765161,8.5411984,8.5411984,4.83203613,3.64165148,48.51920134,52.51281085,46.42397283,3.21559744,53.47132425,49.78895314,3.276985,4.06864014,44.9070813,44.08869691,44.9070813,53.33595453,53.30318893,4.90199232,16.1428772,16.1428772,46.99395098,2.90876561,48.72039367,3.82132737,31.09630006,29.56874995,6.07871127,3.00677215,54.61743846,2.58220458,53.64333525,48.44128259,3.32177984,1.82411674,1.81614416,6.46272479,2.35618959,18.23989869,53.42820261,53.77663269,53.85952866,53.31015944,52.45450649,53.85952866,0.51979191,0.21703058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_145,54.03398664,2.90414874,39.69377122,2.28919674,3.73312756,3.99888345,6.10936473,43.93623056,7.04973573,5.84025826,15.58701749,3.37113061,54.69409575,3.90667994,3.77777283,3.79625962,3.79625962,23.73079966,4.90609739,6.50814575,41.53681091,47.47140707,2.45591835,41.0100795,44.13059428,9.52390563,1.44966094,53.8511288,49.0129682,58.26438908,6.50542186,59.44438981,57.87777812,3.7654684,56.55660767,4.63505167,52.80612992,3.74125918,3.83158723,56.99718857,56.99718857,3.38583182,2.99849374,49.05737817,52.62452715,16.88588234,4.06730419,52.9422192,5.36358996,2.83002075,3.3561713,39.997192,36.24419022,39.997192,53.1511671,53.1884796,53.68876179,56.64065369,56.64065369,5.58753274,4.11398345,7.29259688,3.16891222,58.61545201,58.83657421,18.52901853,49.03074014,54.65868335,2.81080052,54.02460473,36.02558971,2.73111871,1.64466608,1.52469331,57.39738112,2.03244996,59.35133899,52.94493076,53.32802139,53.43210239,52.83785094,51.77985823,53.43210239,0.82825375,0.44489499,0.14999279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_144,5.7243171,40.68976128,42.4779824,2.27521071,3.96653433,5.31114031,7.7916377,8.24018321,7.68941517,3.72769915,10.46382282,2.93277526,52.34887535,4.15684815,58.20639163,4.03646718,4.03646718,29.09495757,3.96685008,7.87235275,42.50257824,40.92474481,2.52233551,43.33485299,7.2400633,5.9953493,1.48127962,53.63008678,7.39838984,57.42548828,5.17565417,56.61321019,56.20931189,53.31934928,55.47065042,3.17291674,53.03647431,2.88871019,2.97509029,55.1476853,55.1476853,3.49062253,3.15361599,49.67445171,53.00120419,36.75817858,3.06258066,53.09219486,6.71540962,2.94734501,3.52581618,42.48010558,40.77226838,42.48010558,53.2287866,53.75302597,53.09666218,55.59099719,55.59099719,7.62145395,3.73267706,42.61440586,3.33127324,58.08872477,58.29409689,17.48973279,7.25868115,54.70621916,2.34325419,53.54831094,42.32653345,2.87361343,1.69873067,1.6692229,56.93888251,2.12196,58.66563198,53.05961715,53.45936185,53.55917492,52.93081097,51.82687592,53.55917492,0.85959029,0.49908881,0.20335795,0.1397132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_143,2.51342403,44.28962241,42.71268629,2.37008322,4.17188505,5.64491689,3.3966446,3.25722448,10.81698255,3.0302055,7.35051734,3.62092314,3.04451794,47.90514299,5.96822876,1.30022005,1.95621909,51.19259988,2.64158376,4.51270895,51.43097116,7.15874489,3.28949972,2.36836023,3.14020329,2.34748036,3.96930822,4.69193431,2.38110347,2.43970721,46.61484006,2.58595473,3.08116649,3.25573256,3.53989138,3.15718404,7.20651681,1.56958671,1.51399472,2.50648723,2.50648723,1.42063329,0.92962466,5.64864297,2.02531795,2.56464726,1.48217709,57.18259099,3.58777578,3.04418164,1.47349524,4.20571008,9.0144633,4.61916951,53.57117042,5.31728564,3.86086371,7.08992904,7.08992904,8.52442045,4.21059048,7.17130819,1.41076574,18.4812655,18.62900975,16.69095123,2.93917052,3.31897187,3.73849683,3.62074868,5.39930248,1.10358181,2.96942773,3.82066224,2.56052757,3.73110459,3.95105937,2.51039866,7.25983141,7.07423351,2.43348217,2.61822197,2.51039866,2.37989524,2.26529533,3.52784868,4.62286426,3.33957893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_142,2.59236246,4.93759301,16.48706197,4.12325559,3.62378358,2.69078674,7.17447045,2.75560073,56.22425582,1.7957121,3.13178431,6.59151971,4.10193654,42.14421622,56.89175708,5.28135069,44.17713633,49.68792136,5.71244171,8.43126611,49.01514373,4.96426874,1.5885711,3.1516309,1.95745907,3.06817156,2.7513259,?,5.48327716,56.69779222,43.50535155,57.10743206,56.68716038,4.45258436,57.82596317,1.94418758,38.28487094,5.10166154,5.03071886,4.36172317,4.36172317,4.28528192,2.82820498,4.69151111,2.21969711,8.85303185,2.20126972,9.5036191,4.43494923,3.0314759,2.50098213,1.87610647,2.49305814,1.87610647,10.29794281,63.86346832,3.3296331,50.91186646,50.91186646,3.30947462,49.25846838,9.38964536,4.41340981,58.33859513,58.34157443,57.04669007,3.03908655,55.65737844,5.41607328,55.51465676,3.89316931,3.34990096,5.39689181,5.27725725,58.58906151,16.30601505,60.15223628,4.73175272,54.6175919,54.57517116,5.22024943,5.33834013,4.73175272,4.52975681,6.41859504,5.3830904,5.42495854,3.29978753,1.84272326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_141,56.47974554,4.57835669,2.66436067,11.10709947,16.34295019,8.64042379,36.05753648,2.50557362,3.32543822,17.11058494,8.72012655,20.4222569,53.88787203,37.98331132,56.14896297,2.32041281,5.20459888,46.87840366,51.43543877,9.25817629,13.0504967,6.38665786,11.31873225,13.80453836,21.6743911,46.04314056,10.36167198,54.33580954,29.24099689,57.41120427,46.32516527,55.88926913,56.0199854,56.04398302,56.13783919,18.14621445,9.72378406,33.91440856,35.68719339,54.06878769,54.06878769,14.30338028,1.94603596,4.91687573,52.07112866,2.28430548,26.8195748,57.35870492,9.45602424,19.76957016,3.27445338,5.16349055,5.22654202,5.16349055,56.22948165,56.2700871,43.3616129,54.27285465,54.27285465,8.56334495,48.51757833,8.9389286,4.21422265,60.06413246,60.04889906,59.70691787,48.34401219,51.91323903,40.95417046,3.28729011,18.34358398,3.75023764,43.58568853,42.31638976,56.81879471,4.05803972,58.6303986,5.93544947,53.34440184,52.99161685,52.89004091,53.35206121,5.93544947,49.11302286,50.2398434,48.85576634,32.08590898,42.84313628,43.14195173,11.45565885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_140,8.68035631,5.25306066,5.08980489,12.27318482,10.19460129,3.36969058,26.39045368,2.31629682,51.90839901,10.65139283,3.93038243,13.54886106,53.01814092,26.03616362,51.00285662,43.25433832,43.26358022,46.02275857,49.25630392,4.30247891,49.40426312,5.09134851,11.21430181,13.36704385,13.84491849,36.52234285,9.97872129,52.61664539,12.5188785,58.30375993,44.78560175,54.73275531,55.01692598,51.57393174,54.90668132,39.46495584,56.01955911,9.42935445,13.36973727,55.62591372,55.62591372,12.05070951,17.95678449,3.08775133,49.39342137,20.53438733,41.18230932,54.94977822,44.28513288,28.39576189,7.63148035,9.55044788,8.42283831,9.55044788,55.22436845,5.07206717,52.38097884,56.25321257,56.25321257,7.34982638,46.73240875,23.42489245,15.81714425,59.65937254,59.70559767,59.2878978,45.9057005,52.85090248,37.9558314,50.63772874,42.2964489,32.3319909,40.66909076,39.0843318,57.68016729,41.41594975,59.69402581,48.52713294,50.299053,50.18814949,49.54994036,50.35137629,49.44634051,47.41365637,47.95308801,45.8172569,23.55008039,32.52190552,30.73800697,7.73125451,2.47380306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_139,11.26644646,51.84567779,58.14194495,52.30199847,55.84043605,58.73600115,7.27419344,58.88635981,4.91942451,8.19156266,58.29752511,59.13911314,53.60909424,12.15784883,4.30059713,55.9257046,55.9257046,58.51439356,52.55683031,4.53207796,59.98976028,57.82173197,5.62322765,57.48160941,51.86666206,4.70778874,56.84411282,8.49890329,57.19293363,4.35779524,55.09239039,4.88384068,4.48905709,6.36175232,3.47532845,7.75192922,58.49273484,58.13219801,57.65133068,58.70142282,58.70142282,3.78814123,2.74352074,59.5543419,8.13350613,3.54842655,58.08357981,2.34751891,51.98774319,3.16382222,4.09045276,4.21496825,6.30689756,4.21496825,2.08582807,7.090803,56.07434568,10.76821389,10.76821389,57.89514494,2.78263481,51.92990765,55.97853489,3.05336131,2.11655539,1.7891904,9.92690893,12.18637447,2.81169645,4.86696734,58.14105906,1.46976455,1.91511621,2.80418627,5.70636939,5.50762176,5.69109774,16.47643196,12.6737357,12.50084598,11.59538695,14.36632268,18.5368485,4.03756219,2.88465401,4.54746727,3.61960078,3.83184459,4.10762191,51.08724067,59.63141355,58.57722701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_138,12.07060022,47.41669933,45.90978246,52.20657558,47.55594309,15.07588295,3.28702723,5.69171546,53.50650924,3.63603084,46.49813965,7.179176,7.60651936,49.22956466,53.65437915,3.68070223,3.80976526,48.55313683,50.34021348,48.49574752,49.8806953,8.17302479,3.73715565,2.67816229,3.37097397,12.22350306,43.13244227,53.24996266,6.3555862,50.72824309,48.56716443,53.52813095,53.28177446,6.21414322,52.19958901,3.52222898,48.91452498,5.14271323,4.66373421,6.11505087,6.11505087,10.53278847,5.11991917,7.50756454,3.95335616,5.21816349,3.20467209,14.84054573,4.29635795,12.8681556,3.50437954,7.62382284,9.09670743,7.62382284,9.15661715,56.12453141,7.94079356,21.79276329,21.79276329,8.44307577,48.23498802,11.05039471,3.44043507,55.17118898,55.60831172,52.16255582,10.53084001,4.3406415,26.26779846,54.00050907,6.65094709,1.58203678,8.65484845,11.97761694,52.09789851,4.07918997,2.4009298,3.74778477,52.97184862,52.97676207,4.12841195,5.75019013,5.09032779,46.64823586,48.32587785,45.50340812,49.02917674,49.68651876,1.65633551,2.63137486,14.0894181,49.39607397,48.8042702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_137,4.8906124,51.85392884,57.98761035,11.34410241,53.30361792,56.85956902,53.14297733,56.92512777,2.77987405,10.43581969,59.568177,61.44492567,9.28988677,57.76130062,1.60918287,53.11578204,52.79622048,47.84517755,3.07565449,5.30741803,4.00671789,10.06188579,9.43017625,58.35083464,50.07164967,3.73180739,55.36980708,3.39451874,52.93863917,1.9738998,58.08220449,2.24301276,2.12812414,2.93686538,1.80136291,9.77778445,56.98153676,?,8.11040681,7.09117454,7.09117454,4.49630964,3.29775703,3.30985902,5.80688262,3.85844335,56.28597604,2.8499511,69.70326225,2.34540544,9.88597391,2.15418432,3.35612656,2.77746609,2.09495626,2.80115668,55.76781193,5.31722564,5.31722564,58.22116535,1.66003722,23.62527551,7.73290895,1.75574945,1.7304578,2.28079309,6.47847398,6.54503049,1.45543755,1.33929142,58.34858078,3.59031934,2.44531894,2.75643859,2.24264217,55.67568432,4.29837435,3.21034135,3.61287329,3.98103069,3.28971382,2.67391826,3.21034135,52.86929076,4.8918979,56.66579721,8.52945761,57.39897331,4.71703788,5.6231368,57.52325075,57.04729772,1.49389716,56.65831566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_136,6.69759426,58.57179607,60.84107595,58.00643331,56.53541256,59.19220018,58.51327831,57.04383009,4.11720719,53.03618218,60.25317056,56.37351326,5.45083294,59.6407633,5.2507337,54.96642275,54.96642275,59.41670835,7.52941141,37.91274149,60.81463805,12.68543356,52.04344642,58.86787077,55.09686179,16.28006847,58.14349689,5.43517036,50.62818055,1.16612175,23.07906423,3.92662137,2.79411969,5.37738446,2.29855829,55.56206567,8.00427188,58.04324585,6.40770034,4.64028799,4.64028799,23.73048497,4.61089347,57.33222735,3.48998563,19.97102541,10.27148445,2.52532784,52.75789,52.31922445,55.7519001,6.67308334,9.18466035,6.67308334,1.65665942,6.54324264,7.03434939,4.60497104,4.60497104,57.95913119,4.78157016,57.27255322,54.72587921,2.62667917,1.86780368,2.22171262,9.80714493,3.2978598,39.04281595,4.09087467,18.04051076,1.94259512,16.25470404,19.19052926,3.26229232,59.92588287,3.44151904,4.4902088,5.4657227,5.13297022,4.01174874,5.90694352,5.22203434,14.92600217,9.95999104,21.70425507,59.30928304,58.62787976,2.33874451,53.79636806,59.26555108,59.31796956,2.27480863,3.50982629,2.77477695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_135,6.69759426,60.2335272,59.20414826,58.70822444,57.09914907,59.20451247,57.55033065,56.11658452,6.66823946,56.15051031,59.9924192,27.96355622,6.13707604,58.33730408,5.2507337,49.70935408,49.70935408,59.38333446,7.52941141,44.48231468,60.01832497,12.35696008,52.21877437,56.44063424,56.80140438,20.56474709,58.13379512,3.40561637,45.17356647,1.1272863,22.39550033,3.2332145,1.96375802,5.37738446,1.59343355,60.07286363,7.90733269,54.80831677,54.93500543,4.44527914,4.44527914,3.58809932,2.84483088,6.06900895,4.48906475,23.36623589,4.73344182,70.49822907,55.70177243,55.68571876,57.10258736,4.38178603,58.10221746,4.38178603,2.99726099,6.54324264,7.21466114,4.0443451,4.0443451,57.58394895,3.01465469,58.95937565,48.516686,2.13447309,1.49175709,2.7797931,10.11817618,4.73181708,10.83970607,4.63635925,15.25128659,1.70486114,57.6592435,57.55336054,1.43775359,58.97964796,1.77620729,5.16610069,6.96029062,6.72552413,4.60546707,6.61695955,5.98802954,13.25504612,6.0351091,20.34739498,59.45884196,58.72064423,3.23265215,59.22403645,58.99042144,59.59401804,2.84308568,2.99999329,2.91653996,0.67132712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_134,5.57535809,12.76211879,58.24819499,58.94279656,58.08904097,59.29187329,18.42675141,57.04753186,4.37131846,23.30479643,60.42177405,56.01634663,4.08353097,60.63318376,4.28794002,56.46339566,59.24839723,58.84988523,11.11452079,27.58718514,59.10730538,9.80013087,54.42894084,59.24952165,54.97137368,12.74796121,58.54753463,2.4158803,56.10304048,0.63661069,32.11631523,1.90760013,1.46536079,5.15058756,0.91402329,17.79743012,58.80585727,48.32640422,48.48075805,6.96744678,6.96744678,15.10229797,12.13494555,8.90778655,4.88075948,8.51100721,12.98409098,3.73180617,53.35472177,52.94757966,56.96159431,4.74787597,6.88440986,4.74787597,2.58668126,4.61748594,17.22380619,3.56952039,3.56952039,59.4429867,2.4298247,54.13155685,56.5915912,1.55712687,1.87041705,2.10438626,9.39738224,5.53851128,50.49442868,2.62948012,58.61643855,12.17414809,4.70280358,14.49502451,3.24694724,22.52666585,1.95406458,6.80979842,6.93862583,6.87489758,6.52537538,7.29053787,6.80979842,14.80753151,8.4063891,16.70688543,58.44353234,57.62042971,12.62131658,54.18220508,60.11285985,59.92344856,2.79580819,12.55873354,1.54888419,1.44811498,1.66263361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_133,7.81300252,60.98334502,60.32979869,57.38905949,57.46297462,58.87896214,58.4564917,57.44395426,4.04346396,58.07902734,60.00199234,39.81281114,6.00372954,59.45509066,7.10623989,54.73458259,54.73458259,58.33344175,7.45229448,12.29609487,57.89550374,14.85240573,58.92144097,58.617745,59.07625578,7.74052434,58.96114313,6.23848656,51.9290262,1.96624862,20.02404545,3.09784076,1.87218897,6.8694418,1.51684869,59.09695499,9.25538942,56.47412872,56.36748155,5.50399945,5.50399945,36.77548618,13.13545677,52.62089524,6.72869,19.97470321,8.10536883,57.31260392,17.69207861,49.64551418,55.63755596,58.55621869,59.01976261,58.55621869,3.78899298,7.10793131,8.6499642,4.63948512,4.63948512,58.39527374,2.40514506,57.61839369,54.52840814,3.44217387,2.71198429,2.51896309,10.88374626,8.0145403,8.26576821,5.89951642,30.7887494,23.99420605,54.64437952,55.5071049,5.1687519,58.84948625,2.25533314,7.38249796,8.34753521,8.52319132,6.82522003,6.7201449,7.95483211,3.11255733,3.21038819,4.12159049,5.94907656,10.46515115,14.63945308,59.30932976,57.39903176,59.56814269,2.56713295,13.96474299,2.08438812,1.54391118,1.01698596,1.69948274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_132,44.51067108,39.67155112,40.80463888,49.07549083,2.35440663,17.93182604,1.46095385,23.59780173,44.84396783,5.61016546,17.8405575,4.83993784,54.90726348,48.90243627,36.32308112,47.24928939,8.4815556,35.61374573,51.23464694,4.10727522,6.03912013,17.47213573,7.06060238,11.11658687,45.67519733,8.99436925,1.6309086,49.23708366,50.42429141,58.62177206,51.50814537,54.69240669,55.14847716,34.28462593,54.58773182,7.11448928,58.02241177,2.7469498,3.07388477,11.09261261,11.09261261,3.32656507,4.23259228,5.45159744,43.79067455,2.83959614,6.25006352,51.92349774,11.74596444,8.5354078,4.75568667,8.75608895,9.34209168,8.75608895,52.42776843,37.77556695,25.7661367,9.40572933,9.40572933,6.50650578,49.1640656,4.54606153,6.82118373,58.67188656,58.49249307,58.86753812,12.71646754,44.32692733,9.94717536,25.77953726,6.67330547,4.75810805,4.69540646,2.91203731,54.13149646,2.56124919,58.33612685,14.16991607,40.49791063,40.07149602,14.9229705,26.23897194,19.28452421,50.03686392,45.12011809,48.85911538,4.35994544,5.26789803,8.90009378,14.26046519,13.45698092,34.83903736,57.48357278,6.19708008,53.07516871,59.40816498,59.56094133,19.47384312,59.89550096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_131,55.70823,4.12888082,2.82265215,3.20336203,29.4182406,19.05023012,46.75744582,33.98922199,55.03302516,16.38740524,13.76106843,6.540689,55.38006463,6.47396775,3.97011331,3.52010205,4.88117891,3.15725466,50.51910667,21.16806992,49.20169614,44.61452745,36.82280005,11.62205706,11.52326142,44.1071122,13.50574894,54.77917031,9.59358447,59.95035309,15.62865673,57.42023051,57.44743849,54.80978027,56.8918994,12.07664655,13.68447585,25.74030454,27.15196315,56.879974,56.879974,41.53007028,44.59771603,47.74683346,53.16213151,47.06382601,48.03671185,31.46353691,4.82143971,2.28491823,17.12932059,21.99438446,18.04347235,21.99438446,36.69879662,54.82984005,53.59654391,57.6618113,57.6618113,12.96185135,13.76356133,2.62734974,3.51895777,56.33241159,56.39254782,58.30620665,50.26912515,3.67733306,3.50859262,4.5737481,5.05659982,39.95927173,3.28480827,3.2709985,56.57849137,3.84701327,58.50206321,53.34986969,1.90408207,2.1262059,53.63214919,53.92659172,53.72366294,3.69424607,6.97453351,3.43202779,2.86356489,2.89520404,47.7676997,38.99700513,13.63319945,6.60056387,53.41143273,50.47957439,53.67255744,59.5051498,59.38284571,59.51570433,59.63066366,46.9529409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_130,5.54604732,33.62545553,12.9621265,3.78512918,3.80338785,2.35299088,7.94485295,2.85942484,56.73994243,55.74993377,54.32917327,4.28060471,6.72587875,54.99991181,58.50898607,57.51451535,57.57918342,51.37700833,2.82249174,53.54693813,54.82852893,3.44105017,7.17190388,3.32822291,5.25552738,52.35888871,54.29199349,6.45921175,2.90475669,3.6439859,5.73665514,6.79409655,7.05652015,6.17627653,7.53328901,53.25073377,4.98879698,2.59500848,3.7716149,5.18105536,5.18105536,53.28575481,?,3.32551798,11.48833327,49.94592014,3.12209506,58.0184849,55.89381477,55.95532421,4.26015191,53.76158502,53.60306125,53.74509558,57.55892887,56.23833903,2.15555488,10.14395039,10.14395039,8.180854,9.72531785,54.78727849,4.72369768,49.86671185,17.8605799,50.34227434,3.88448233,6.6160133,8.64166658,55.58037741,5.02808898,5.24220566,4.58736159,3.87994003,5.38066067,55.36902158,10.51574024,3.81270615,56.24689128,56.19832155,4.54632978,5.25104995,4.16625659,2.82839412,3.96405937,3.46318373,54.6919372,53.51321775,1.48339248,2.91491333,43.43225205,4.34069062,58.57199163,5.91316873,56.55234052,15.55249319,14.46914294,21.09649232,19.73212622,53.05405964,7.75193594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
