,Sequence_255,Sequence_254,Sequence_253,Sequence_252,Sequence_251,Sequence_250,Sequence_249,Sequence_248,Sequence_247,Sequence_246,Sequence_245,Sequence_244,Sequence_243,Sequence_242,Sequence_241,Sequence_240,Sequence_239,Sequence_238,Sequence_237,Sequence_236,Sequence_235,Sequence_234,Sequence_233,Sequence_232,Sequence_231,Sequence_230,Sequence_229,Sequence_228,Sequence_227,Sequence_226,Sequence_225,Sequence_224,Sequence_223,Sequence_222,Sequence_221,Sequence_220,Sequence_219,Sequence_218,Sequence_217,Sequence_216,Sequence_215,Sequence_214,Sequence_213,Sequence_212,Sequence_211,Sequence_210,Sequence_209,Sequence_208,Sequence_207,Sequence_206,Sequence_205,Sequence_204,Sequence_203,Sequence_202,Sequence_201,Sequence_200,Sequence_199,Sequence_198,Sequence_197,Sequence_196,Sequence_195,Sequence_194,Sequence_193,Sequence_192,Sequence_191,Sequence_190,Sequence_189,Sequence_188,Sequence_187,Sequence_186,Sequence_185,Sequence_184,Sequence_183,Sequence_182,Sequence_181,Sequence_180,Sequence_179,Sequence_178,Sequence_177,Sequence_176,Sequence_175,Sequence_174,Sequence_173,Sequence_172,Sequence_171,Sequence_170,Sequence_169,Sequence_168,Sequence_167,Sequence_166,Sequence_165,Sequence_164,Sequence_163,Sequence_162,Sequence_161,Sequence_160,Sequence_159,Sequence_158,Sequence_157,Sequence_156,Sequence_155,Sequence_154,Sequence_153,Sequence_152,Sequence_151,Sequence_150,Sequence_149,Sequence_148,Sequence_147,Sequence_146,Sequence_145,Sequence_144,Sequence_143,Sequence_142,Sequence_141,Sequence_140,Sequence_139,Sequence_138,Sequence_137,Sequence_136,Sequence_135,Sequence_134,Sequence_133,Sequence_132,Sequence_131,Sequence_130,Sequence_129,Sequence_128,Sequence_127,Sequence_126,Sequence_125,Sequence_124,Sequence_123,Sequence_122,Sequence_121,Sequence_120,Sequence_119,Sequence_118,Sequence_117,Sequence_116,Sequence_115,Sequence_114,Sequence_113,Sequence_112,Sequence_111,Sequence_110,Sequence_109,Sequence_108,Sequence_107,Sequence_106,Sequence_105,Sequence_104,Sequence_103,Sequence_102,Sequence_101,Sequence_100,Sequence_99,Sequence_98,Sequence_97,Sequence_96,Sequence_95,Sequence_94,Sequence_93,Sequence_92,Sequence_91,Sequence_90,Sequence_89,Sequence_88,Sequence_87,Sequence_86,Sequence_85,Sequence_84,Sequence_83,Sequence_82,Sequence_81,Sequence_80,Sequence_79,Sequence_78,Sequence_77,Sequence_76,Sequence_75,Sequence_74,Sequence_73,Sequence_72,Sequence_71,Sequence_70,Sequence_69,Sequence_68,Sequence_67,Sequence_66,Sequence_65,Sequence_64,Sequence_63,Sequence_62,Sequence_61,Sequence_60,Sequence_59,Sequence_58,Sequence_57,Sequence_56,Sequence_55,Sequence_54,Sequence_53,Sequence_52,Sequence_51,Sequence_50,Sequence_49,Sequence_48,Sequence_47,Sequence_46,Sequence_45,Sequence_44,Sequence_43,Sequence_42,Sequence_41,Sequence_40,Sequence_39,Sequence_38,Sequence_37,Sequence_36,Sequence_35,Sequence_34,Sequence_33,Sequence_32,Sequence_31,Sequence_30,Sequence_29,Sequence_28,Sequence_27,Sequence_26,Sequence_25,Sequence_24,Sequence_23,Sequence_22,Sequence_21,Sequence_20,Sequence_19,Sequence_18,Sequence_17,Sequence_16,Sequence_15,Sequence_14,Sequence_13,Sequence_12,Sequence_11,Sequence_10,Sequence_9,Sequence_8,Sequence_7,Sequence_6,Sequence_5,Sequence_4,Sequence_3,Sequence_2
Sequence_152,0.54442,0.57051,0.35883,0.69319,0.58096,1.00132,0.75869,0.70079,0.3425,0.21123,0.19031,0.85712,0.32652,0.38857,0.33975,0.69795,0.50212,0.38272,0.21869,0.64676,0.65198,0.74318,0.44866,0.90161,0.5884,0.31316,0.50956,0.44691,0.83821,0.17055,0.50743,0.55073,0.3641,0.70735,0.71056,0.30993,0.46386,0.56171,0.56684,0.49178,0.41651,0.42315,0.45267,0.5089,0.90516,0.61495,0.7153,0.62011,0.47575,0.59024,0.46213,0.61457,0.62621,0.77326,0.54979,0.15595,0.24699,0.68655,0.48569,0.63525,0.37296,0.49764,0.32471,0.43999,0.31716,0.71528,0.3354,0.3825,0.66534,0.57971,0.25893,0.80109,0.57517,0.51557,0.46696,0.80165,0.22389,0.50062,0.50514,0.64282,0.6938,0.40255,0.76705,0.73792,0.84234,0.46796,0.44475,0.5516,0.42678,0.73672,0.23772,0.46655,0.4435,0.56778,0.44161,0.97162,0.55831,0.32857,0.38984,0.4706,0.69023,0.51045,0.71076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_151,0.62478,0.45974,0.55593,0.63684,0.64335,0.28386,0.69948,0.40561,0.83198,0.61699,0.72171,0.72199,0.59282,0.47318,0.98872,0.40226,0.38379,0.81025,0.74388,0.72621,0.45666,0.79617,0.35799,0.69365,0.66771,0.93503,0.28814,0.66539,0.46909,0.52034,0.75352,0.2874,0.97797,0.44798,0.58502,0.5133,0.3634,0.43674,0.29911,0.70348,0.85668,0.80316,0.8322,0.81373,0.44242,0.56133,0.48121,0.17071,0.626,0.82014,0.52589,0.45413,0.5896,0.71362,0.28956,0.45033,0.5622,0.35668,0.31317,0.41906,0.73708,0.74133,0.44262,0.4188,0.69848,0.83516,0.71201,0.33455,0.3409,0.40559,0.84026,0.26522,0.58558,0.51198,0.68906,0.56228,0.87726,0.38486,0.37939,0.4303,0.76573,0.31806,0.34882,0.75438,0.47034,0.68916,0.32373,0.7714,0.35466,0.21316,0.80258,0.68879,0.59986,0.97418,1.00883,0.70184,0.45373,0.69033,0.2775,0.84104,0.49584,0.34808,0.65336,0.4796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_150,0.81127,0.69141,0.64126,0.87887,0.80401,0.43163,0.7446,0.33883,0.69545,0.46109,0.55591,0.62098,0.66614,0.74203,0.71054,0.20173,0.72684,0.58552,0.56725,0.61311,0.94709,0.54967,0.06206,0.79639,0.54767,0.64994,0.0775,0.75778,0.46942,0.55331,0.82849,0.07768,0.53857,0.3622,0.89888,0.74911,0.04048,0.50958,0.22487,0.5797,0.71981,0.70065,0.76739,0.52299,0.42316,0.90042,0.3489,0.46862,0.78254,0.55799,0.76131,0.42825,0.79511,0.54044,0.07973,0.64893,0.87273,0.65025,0.1078,0.24957,0.70435,0.7956,0.59665,0.05618,0.62555,0.58756,0.75458,0.15265,0.90255,0.22524,0.40353,0.50244,0.46952,0.83362,0.62505,0.63623,0.52128,0.04673,0.66328,0.49912,0.37387,0.17021,0.25406,0.53953,0.5985,0.66065,0.26102,0.52035,0.61668,0.36029,0.5638,0.78229,0.70607,0.9909,0.80329,0.80546,0.15873,0.63544,0.09757,0.63921,0.34938,0.0552,0.75962,0.50009,0.33263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_149,0.44924,0.61029,0.40772,0.53599,0.4325,0.65704,0.62281,0.85813,0.40163,0.19457,0.33829,0.88367,0.32987,0.36764,0.45063,0.50702,0.68895,0.2232,0.41296,0.95557,0.44094,0.78051,0.60786,0.79019,0.86424,0.34068,0.68262,0.39177,0.66941,0.5197,0.38248,0.65821,0.28433,0.65479,0.55176,0.24609,0.66369,0.76147,0.75459,0.30947,0.52376,0.42778,0.50962,0.94438,0.73835,0.57459,0.75898,0.62561,0.50306,0.74591,0.57133,0.58049,0.39092,0.61409,0.53261,0.32414,0.31793,0.63388,0.81277,0.69756,0.4079,0.40715,0.37806,0.70933,0.52053,0.73561,0.17062,0.8325,0.54561,0.65162,0.29567,0.55403,0.33284,0.59734,0.25553,0.71607,0.3922,0.68802,0.55147,0.70319,0.45972,0.49557,0.78342,0.84177,0.81116,0.35556,0.86492,0.70124,0.47331,0.72459,0.36899,0.30627,0.63059,0.56813,0.41571,0.79931,0.70218,0.34805,0.78675,0.33027,0.49514,0.57477,0.64538,0.35324,0.63246,0.63699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_148,0.77762,0.72407,0.71448,0.84297,0.77057,0.44524,0.71357,0.28547,0.61866,0.48563,0.48903,0.62898,0.73972,0.82019,0.66707,0.21997,0.78786,0.51669,0.59394,0.5698,0.90942,0.60154,0.05253,0.86082,0.57625,0.62892,0.06773,0.83863,0.53707,0.53407,0.88913,0.06789,0.56436,0.34277,0.86247,0.78047,0.03141,0.57985,0.19893,0.62821,0.77562,0.65763,0.82544,0.48349,0.39085,0.86412,0.35428,0.49275,0.6927,0.53699,0.67339,0.41031,0.76229,0.56876,0.07,0.62753,0.84,0.70759,0.09737,0.2686,0.71227,0.85475,0.62346,0.04672,0.6763,0.51249,0.72527,0.1414,0.92448,0.21279,0.38725,0.54689,0.48538,0.7399,0.64149,0.69203,0.45571,0.03749,0.68178,0.5689,0.38833,0.15858,0.27356,0.59099,0.67488,0.73427,0.24776,0.50023,0.59449,0.39857,0.54439,0.80078,0.67545,0.99802,0.81199,0.87057,0.11458,0.68778,0.08738,0.64667,0.35493,0.04591,0.72814,0.48164,0.38672,0.03744,0.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_147,0.45519,0.50786,0.59355,0.62587,0.42792,0.41563,0.60768,0.38062,0.68053,0.47694,0.47753,0.74431,0.6985,0.71093,0.66354,0.21181,0.51799,0.81249,0.48875,0.65049,0.6209,0.81593,0.22373,0.73906,0.53592,0.60505,0.27215,0.70623,0.69361,0.51903,0.77474,0.25201,0.67026,0.25428,0.66287,0.53383,0.26485,0.53677,0.26806,0.98903,0.73188,0.53135,0.68041,0.63431,0.43547,0.55085,0.32003,0.29138,0.37328,0.51206,0.51125,0.50322,0.70771,0.58899,0.27239,0.3548,0.50704,0.58324,0.2369,0.25979,0.69841,0.74277,0.61009,0.28819,0.77961,0.67094,0.65432,0.2131,0.62227,0.24273,0.61715,0.36514,0.4657,0.45559,0.70904,0.60308,0.66402,0.21028,0.43496,0.54043,0.53721,0.22307,0.30217,0.67006,0.788,0.77664,0.13804,0.54912,0.28305,0.35292,0.59188,0.73016,0.4845,0.92347,0.67942,0.74765,0.27259,0.75674,0.15263,0.70299,0.31149,0.20416,0.6422,0.39992,0.18938,0.2743,0.62088,0.26071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_146,0.40642,0.57176,0.9231,0.35001,0.43305,0.79807,0.46733,0.61982,0.57807,0.63455,0.73363,0.35606,0.94567,0.68783,0.52486,0.7206,0.49533,0.72172,0.79489,0.33477,0.42441,0.17103,0.58104,0.41628,0.51752,0.6491,0.4859,0.77165,0.4922,0.68082,0.70308,0.49765,0.60204,0.7829,0.36348,0.85025,0.62763,0.66975,0.60116,0.47458,0.65901,0.58789,0.60659,0.30232,0.71714,0.30035,0.63757,0.65178,0.31052,0.38968,0.2904,0.32537,0.43451,0.33972,0.63856,0.74464,0.48403,0.28863,0.77811,0.77918,0.65098,0.67028,0.89452,0.52603,0.49681,0.55902,0.41195,0.70742,0.43145,0.57961,0.56212,0.64036,0.25975,0.28935,0.68966,0.5633,0.59393,0.64563,0.2903,0.58098,0.3983,0.51954,0.72179,0.43459,0.45412,0.83794,0.74176,0.3581,0.45693,0.52583,0.57732,0.90325,0.3524,0.91511,0.59893,0.46182,0.83548,0.33212,0.7505,0.66922,0.44661,0.56843,0.44071,0.55066,0.64822,0.6446,0.61395,0.5998,0.59827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_145,0.49614,0.65246,0.82279,0.51083,0.5263,0.34922,0.55463,0.39288,0.66767,0.78501,0.80752,0.54666,0.79038,0.62069,0.63081,0.43821,0.49526,0.85978,0.68149,0.59935,0.51625,0.50353,0.50889,0.58787,0.76019,0.75691,0.43603,0.6691,0.70272,0.55287,0.69501,0.44606,0.75297,0.32583,0.5548,0.80478,0.49667,0.71927,0.36136,0.59604,0.59242,0.6042,0.54635,0.53097,0.39752,0.3911,0.28541,0.37453,0.57492,0.60361,0.4608,0.7382,0.85051,0.5603,0.5672,0.57649,0.42703,0.49876,0.52144,0.31596,0.71727,0.67189,0.71722,0.54359,0.49412,0.78363,0.61642,0.44423,0.46635,0.39513,0.85056,0.31272,0.5771,0.40743,0.76809,0.57761,0.79302,0.48419,0.35153,0.66436,0.73935,0.43849,0.38783,0.5871,0.5954,0.82463,0.34053,0.64478,0.67224,0.1926,0.7443,0.80528,0.43209,0.84869,0.59665,0.53757,0.5129,0.4305,0.41069,0.72896,0.24263,0.50698,0.53508,0.6321,0.24726,0.48906,0.86639,0.53381,0.24015,0.42148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_144,0.23898,0.43258,0.57943,0.22993,0.22574,0.49962,0.18766,0.46438,0.35731,0.64352,0.34281,0.42425,0.52301,0.65419,0.41479,0.51913,0.53853,0.4013,0.63649,0.19419,0.34725,0.3973,0.48391,0.34594,0.34734,0.30133,0.60713,0.56115,0.45446,0.53588,0.58095,0.58235,0.58856,0.52059,0.25029,0.59402,0.56716,0.33474,0.54285,0.71548,0.53803,0.48335,0.5543,0.38213,0.44559,0.34625,0.59,0.80433,0.22698,0.12078,0.20671,0.39517,0.33926,0.30989,0.63272,0.70861,0.78034,0.62026,0.50619,0.63277,0.55545,0.60204,0.78403,0.57899,0.73219,0.10081,0.68325,0.5693,0.3635,0.32019,0.4356,0.60165,0.2796,0.2479,0.59923,0.36816,0.37532,0.58485,0.37259,0.39131,0.19518,0.53957,0.56574,0.29911,0.37745,0.51735,0.50119,0.1133,0.35657,0.71395,0.35077,0.4545,0.39112,0.79108,0.53548,0.30715,0.38157,0.69668,0.57187,0.57234,0.61565,0.4984,0.21619,0.66625,0.91354,0.61125,0.58262,0.53458,0.61529,0.47218,0.7717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_143,0.93247,0.69836,0.23896,0.82934,0.89725,0.57453,0.70278,0.6063,0.3274,0.35789,0.33299,0.65665,0.28234,0.24428,0.45015,0.66026,0.7162,0.26314,0.3772,0.60635,0.71901,0.59001,0.64824,0.58111,0.65909,0.48305,0.51677,0.26114,0.30475,0.35555,0.31062,0.47707,0.4034,0.71013,0.76785,0.33612,0.57041,0.51814,0.65828,0.21156,0.36925,0.40436,0.35295,0.7174,0.59636,0.85017,0.8746,0.6385,0.81909,0.86203,0.80319,0.45516,0.75615,0.61072,0.48032,0.38558,0.45127,0.47682,0.63123,0.82805,0.35244,0.29471,0.21766,0.55446,0.3286,0.63442,0.37617,0.67451,0.57275,0.85965,0.24551,0.78728,0.69385,0.78703,0.20824,0.58463,0.44005,0.57342,0.74282,0.42683,0.62877,0.74807,0.5363,0.74629,0.45371,0.22688,0.71181,0.84677,0.67793,0.60723,0.43296,0.27807,0.92857,0.50029,0.45821,0.63306,0.71378,0.33319,0.67323,0.39129,0.87949,0.5524,0.71705,0.44286,0.53424,0.53372,0.37444,0.54906,0.8099,0.67947,0.79358,0.79717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_142,0.67109,0.73488,0.71735,0.60616,0.71295,0.37097,0.51688,0.34573,0.58356,0.44315,0.58061,0.53818,0.75742,0.70066,0.7435,0.15715,0.85863,0.67214,0.53293,0.53144,0.66346,0.42546,0.11363,0.89197,0.54524,0.63779,0.08132,0.84236,0.54623,0.44608,0.85331,0.10684,0.53081,0.41061,0.62289,0.73309,0.15831,0.60674,0.22795,0.57359,0.80216,0.74074,0.85325,0.75257,0.50715,0.6256,0.3226,0.29298,0.80395,0.58902,0.60855,0.33207,0.77478,0.38212,0.20749,0.79557,0.63225,0.60413,0.2428,0.32586,0.52714,0.89158,0.51659,0.18206,0.61931,0.7613,0.52626,0.25431,0.7849,0.24946,0.53848,0.51812,0.58011,0.67138,0.66633,0.8344,0.60808,0.17033,0.62137,0.67259,0.44363,0.19097,0.20411,0.62019,0.69812,0.87864,0.28184,0.55019,0.6345,0.30948,0.59239,0.86842,0.6849,1.07652,0.73456,0.90209,0.26851,0.60379,0.22986,0.65032,0.29476,0.14477,0.47879,0.56746,0.29787,0.14129,0.56522,0.15856,0.32928,0.56524,0.45638,0.59841,0.61952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_141,0.65024,0.52806,0.36656,0.5838,0.6287,0.77845,0.78878,0.69734,0.34376,0.27488,0.42496,0.51559,0.38208,0.4282,0.21176,0.84491,0.67239,0.44268,0.33413,0.60393,0.7515,0.68647,0.80153,0.51424,0.50554,0.31785,0.95145,0.28603,1.03299,0.46956,0.28031,0.93293,0.30961,0.72314,0.54467,0.2687,0.78298,0.7954,0.87579,0.5034,0.17047,0.26708,0.19938,0.48676,0.62014,0.6201,0.50443,0.63525,0.62065,0.6285,0.73833,1.1098,0.47332,0.8034,0.94822,0.42657,0.29782,0.78555,0.64813,0.6673,0.30212,0.26457,0.47518,0.74795,0.33444,0.59529,0.37521,0.74089,0.78617,0.64145,0.38641,0.53143,0.71203,0.76038,0.42417,0.8283,0.24503,0.852,0.73719,0.89974,0.87138,0.70081,0.67886,0.47928,0.71465,0.31626,0.74074,0.61552,0.7794,0.80654,0.27438,0.35323,0.48001,0.42436,0.17866,0.56462,0.76177,0.2651,0.79018,0.2338,0.54678,0.89681,0.81704,0.30738,0.81214,0.82346,0.41674,0.83237,0.7761,0.56377,0.61963,0.70129,0.45326,0.86769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_140,0.658,0.49595,0.43734,0.62297,0.65869,0.09545,0.5781,0.23745,0.55098,0.90001,0.63065,0.59081,0.39283,0.50236,0.64152,0.29236,0.52435,0.49982,0.64412,0.71987,0.60925,0.66343,0.32301,0.40675,0.48007,0.50817,0.43659,0.42106,0.49895,0.7998,0.41142,0.41538,0.60371,0.31837,0.57077,0.63783,0.37696,0.43248,0.38522,0.69988,0.55825,0.49576,0.54363,0.75676,0.2535,0.76858,0.34954,0.28749,0.64079,0.53371,0.70211,0.52525,0.37559,0.65613,0.27844,0.62346,0.80227,0.66811,0.24547,0.2867,0.68288,0.43714,0.72422,0.40896,0.79949,0.51017,0.72668,0.36399,0.49506,0.26459,0.72806,0.20572,0.5941,0.68645,0.4457,0.44841,0.55489,0.32151,0.61697,0.50907,0.41947,0.36807,0.35224,0.34689,0.47537,0.43758,0.36566,0.5711,0.60377,0.27576,0.61236,0.33226,0.7655,0.74722,0.65308,0.41221,0.19787,0.96097,0.33654,0.5917,0.4685,0.37683,0.57973,0.81435,0.31548,0.32462,0.55901,0.33706,0.37058,0.95905,0.46527,0.44005,0.62741,0.38335,0.76845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_139,0.08809,0.46977,0.91661,0.09812,0.09891,0.61444,0.13062,0.59897,0.61818,0.70687,0.57273,0.50367,0.57584,0.5766,0.90531,0.71655,0.30913,0.65055,0.69645,0.40676,0.09418,0.41568,0.8202,0.60548,0.55667,0.72376,0.70376,0.89487,0.40518,0.53495,0.88005,0.70235,0.74593,0.57338,0.11972,0.65815,0.86827,0.37278,0.56201,0.67031,0.90037,0.83493,0.83601,0.47842,0.74942,0.0724,0.64744,0.63608,0.13141,0.45481,0.05901,0.48193,0.34732,0.31919,0.89021,0.57154,0.38139,0.34539,0.82709,0.6157,0.67454,0.92303,0.63912,0.85557,0.5558,0.34728,0.44925,0.65522,0.08338,0.76057,0.71867,0.56982,0.25351,0.02562,0.81096,0.3844,0.78523,0.86529,0.08846,0.40873,0.37638,0.53279,0.61116,0.48973,0.41338,0.74661,0.71903,0.444,0.27746,0.56336,0.79973,0.75077,0.18923,1.06615,0.86052,0.55561,0.71966,0.47715,0.67084,0.82481,0.65968,0.80533,0.10489,0.56375,0.4705,0.77979,0.59736,0.80012,0.50166,0.32689,0.36919,0.28403,0.73575,0.67156,0.76078,0.63797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_138,0.37035,0.1625,0.51321,0.329,0.40041,0.44473,0.54652,0.59479,0.74657,0.78501,0.89104,0.3666,0.58811,0.6062,0.70685,0.89643,0.20733,0.64884,0.82695,0.54653,0.33463,0.45379,0.77323,0.24835,0.35144,0.66317,0.86158,0.44568,0.38748,0.78663,0.49402,0.92296,0.71001,0.79301,0.2999,0.46899,0.80277,0.28651,1.05831,0.68338,0.56494,0.59798,0.57684,0.47374,0.53919,0.35901,0.7924,0.45848,0.42911,0.30185,0.39972,0.42154,0.22062,0.49441,0.6945,0.45963,0.58184,0.24998,0.6034,0.68836,0.95667,0.47683,0.83058,0.7977,0.80887,0.36597,0.71188,0.78487,0.2379,0.6045,0.87331,0.37858,0.38647,0.38721,0.49125,0.3082,0.54248,0.72576,0.3702,0.36694,0.41857,0.68086,0.89005,0.26149,0.21365,0.4903,0.75466,0.33112,0.36811,0.62948,0.64864,0.48677,0.23619,0.78559,0.72097,0.21227,0.65774,0.61928,0.75176,0.72744,0.60324,0.8641,0.50758,0.62376,0.49379,0.73404,0.64988,0.75386,0.61505,0.4319,0.5193,0.41019,0.73943,0.89127,0.53627,0.40811,0.35083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_137,0.45,0.53631,0.79066,0.2946,0.46604,0.30735,0.51351,0.29483,0.4887,0.6126,0.88144,0.44788,0.87181,0.81515,0.68919,0.30682,0.79336,0.90646,0.59656,0.62348,0.45671,0.63545,0.42617,0.73982,0.57373,0.65363,0.35024,0.70613,0.80154,0.69037,0.73862,0.34937,0.68139,0.33488,0.33113,0.59392,0.4482,0.90151,0.39147,0.76425,0.73241,0.59509,0.67968,0.80954,0.40671,0.42095,0.32082,0.18944,0.54836,0.61623,0.48846,0.64295,0.52643,0.46058,0.47161,0.68662,0.40908,0.65048,0.35857,0.30746,0.58813,0.76266,0.64102,0.48931,0.68346,0.71891,0.45831,0.43301,0.57178,0.31049,0.78425,0.32259,0.56453,0.43341,0.8783,0.8257,0.74461,0.41364,0.42099,0.82498,0.69389,0.32178,0.15513,0.57755,0.66779,0.83208,0.42076,0.65847,0.59105,0.32712,0.69696,0.77492,0.5255,0.95034,0.56132,0.74865,0.34292,0.6011,0.39762,0.55657,0.27265,0.41567,0.47426,0.67226,0.28661,0.43425,0.60188,0.45779,0.24527,0.51752,0.21219,0.63857,0.84862,0.27112,0.58064,0.32872,0.43316,0.58908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_136,0.74423,0.70779,0.24071,0.97404,0.72215,0.51971,0.65288,0.77188,0.29086,0.42676,0.26491,0.59471,0.25228,0.21707,0.16151,0.59385,0.62522,0.27662,0.26419,0.60325,0.73451,0.60681,0.64096,0.35152,0.6845,0.2369,0.77105,0.15071,0.70809,0.28823,0.16525,0.74503,0.31515,0.55744,1.03802,0.40813,0.68632,0.53957,0.63862,0.30265,0.19807,0.13972,0.18755,0.43632,0.48577,0.78977,0.45906,0.84832,0.64768,0.45981,0.79763,0.52708,0.83058,0.65794,0.6113,0.25256,0.3641,0.75908,0.71631,0.54779,0.37141,0.15157,0.27663,0.80016,0.28963,0.66761,0.53936,0.67755,0.73689,0.48318,0.3422,0.59959,0.69418,0.75845,0.20839,0.44689,0.28452,0.67077,0.65949,0.50939,0.56475,0.87318,0.75294,0.48754,0.60818,0.2792,0.46579,0.49404,0.49701,0.37117,0.22922,0.22849,0.70451,0.34671,0.18496,0.35647,0.70691,0.42712,0.58635,0.26825,0.66051,0.65567,0.69979,0.38738,0.65747,0.77583,0.35879,0.73051,0.52711,0.70104,0.53391,0.60803,0.37166,0.81048,0.38496,0.55274,0.82034,0.65833,0.76022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
