,Sequence_285,Sequence_284,Sequence_283,Sequence_282,Sequence_281,Sequence_280,Sequence_279,Sequence_278,Sequence_277,Sequence_276,Sequence_275,Sequence_274,Sequence_273,Sequence_272,Sequence_271,Sequence_270,Sequence_269,Sequence_268,Sequence_267,Sequence_266,Sequence_265,Sequence_264,Sequence_263,Sequence_262,Sequence_261,Sequence_260,Sequence_259,Sequence_258,Sequence_257,Sequence_256,Sequence_255,Sequence_254,Sequence_253,Sequence_252,Sequence_251,Sequence_250,Sequence_249,Sequence_248,Sequence_247,Sequence_246,Sequence_245,Sequence_244,Sequence_243,Sequence_242,Sequence_241,Sequence_240,Sequence_239,Sequence_238,Sequence_237,Sequence_236,Sequence_235,Sequence_234,Sequence_233,Sequence_232,Sequence_231,Sequence_230,Sequence_229,Sequence_228,Sequence_227,Sequence_226,Sequence_225,Sequence_224,Sequence_223,Sequence_222,Sequence_221,Sequence_220,Sequence_219,Sequence_218,Sequence_217,Sequence_216,Sequence_215,Sequence_214,Sequence_213,Sequence_212,Sequence_211,Sequence_210,Sequence_209,Sequence_208,Sequence_207,Sequence_206,Sequence_205,Sequence_204,Sequence_203,Sequence_202,Sequence_201,Sequence_200,Sequence_199,Sequence_198,Sequence_197,Sequence_196,Sequence_195,Sequence_194,Sequence_193,Sequence_192,Sequence_191,Sequence_190,Sequence_189,Sequence_188,Sequence_187,Sequence_186,Sequence_185,Sequence_184,Sequence_183,Sequence_182,Sequence_181,Sequence_180,Sequence_179,Sequence_178,Sequence_177,Sequence_176,Sequence_175,Sequence_174,Sequence_173,Sequence_172,Sequence_171,Sequence_170,Sequence_169,Sequence_168,Sequence_167,Sequence_166,Sequence_165,Sequence_164,Sequence_163,Sequence_162,Sequence_161,Sequence_160,Sequence_159,Sequence_158,Sequence_157,Sequence_156,Sequence_155,Sequence_154,Sequence_153,Sequence_152,Sequence_151,Sequence_150,Sequence_149,Sequence_148,Sequence_147,Sequence_146,Sequence_145,Sequence_144,Sequence_143,Sequence_142,Sequence_141,Sequence_140,Sequence_139,Sequence_138,Sequence_137,Sequence_136,Sequence_135,Sequence_134,Sequence_133,Sequence_132,Sequence_131,Sequence_130,Sequence_129,Sequence_128,Sequence_127,Sequence_126,Sequence_125,Sequence_124,Sequence_123,Sequence_122,Sequence_121,Sequence_120,Sequence_119,Sequence_118,Sequence_117,Sequence_116,Sequence_115,Sequence_114,Sequence_113,Sequence_112,Sequence_111,Sequence_110,Sequence_109,Sequence_108,Sequence_107,Sequence_106,Sequence_105,Sequence_104,Sequence_103,Sequence_102,Sequence_101,Sequence_100,Sequence_99,Sequence_98,Sequence_97,Sequence_96,Sequence_95,Sequence_94,Sequence_93,Sequence_92,Sequence_91,Sequence_90,Sequence_89,Sequence_88,Sequence_87,Sequence_86,Sequence_85,Sequence_84,Sequence_83,Sequence_82,Sequence_81,Sequence_80,Sequence_79,Sequence_78,Sequence_77,Sequence_76,Sequence_75,Sequence_74,Sequence_73,Sequence_72,Sequence_71,Sequence_70,Sequence_69,Sequence_68,Sequence_67,Sequence_66,Sequence_65,Sequence_64,Sequence_63,Sequence_62,Sequence_61,Sequence_60,Sequence_59,Sequence_58,Sequence_57,Sequence_56,Sequence_55,Sequence_54,Sequence_53,Sequence_52,Sequence_51,Sequence_50,Sequence_49,Sequence_48,Sequence_47,Sequence_46,Sequence_45,Sequence_44,Sequence_43,Sequence_42,Sequence_41,Sequence_40,Sequence_39,Sequence_38,Sequence_37,Sequence_36,Sequence_35,Sequence_34,Sequence_33,Sequence_32,Sequence_31,Sequence_30,Sequence_29,Sequence_28,Sequence_27,Sequence_26,Sequence_25,Sequence_24,Sequence_23,Sequence_22,Sequence_21,Sequence_20,Sequence_19,Sequence_18,Sequence_17,Sequence_16,Sequence_15,Sequence_14,Sequence_13,Sequence_12,Sequence_11,Sequence_10,Sequence_9,Sequence_8,Sequence_7,Sequence_6,Sequence_5,Sequence_4,Sequence_3,Sequence_2
Sequence_187,60.06390763,58.11275172,58.90111763,63.27281543,59.85462696,59.23012823,61.19185886,61.3284674,56.23686247,59.6745976,58.54842104,11.21379799,2.21131848,56.86491389,58.88217926,55.74268369,61.66328668,58.19041725,58.59230723,59.05189431,59.85462696,59.23012823,56.30934911,59.5206612,57.81180943,57.50104527,59.53657664,59.47032235,4.57975593,16.10314186,17.68079405,2.70305289,2.26183118,55.20856355,59.2399091,28.21545424,16.95592649,59.14179108,58.37967743,50.97756848,50.00849259,48.90790614,59.50055805,16.06571479,13.24331183,10.41533031,55.91196553,2.48326084,58.86190978,58.3383036,58.27627255,58.11275172,57.81180943,55.24933225,56.01207559,3.81165807,18.46967191,61.33156453,61.7605872,59.82730016,58.50403495,58.6708065,49.22292904,60.11475785,58.52547482,4.26280527,4.26280527,5.91838539,?,54.78752086,58.7960565,58.10268585,57.76051133,57.32779799,58.3507329,58.52547482,58.21370949,56.13569323,7.51779655,4.26280527,5.91838539,?,54.78752086,61.04391812,5.00302156,3.60983209,58.51406886,3.98916317,60.47870929,59.90262783,59.28870494,2.2002717,58.81454251,59.9021263,59.12775386,58.14240925,2.77927589,61.90277005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_186,51.10335059,57.60993579,46.70191008,0.85529445,4.14192338,4.07428714,51.00454498,58.0451104,3.29854663,2.64091458,3.33289791,4.42538895,2.11354578,3.27508107,52.32582359,54.55531944,2.8806982,55.46228317,57.37349703,4.07428714,4.14192338,4.07428714,2.17927169,7.29486528,57.06924373,58.02454954,3.22185898,6.34576695,57.63148258,2.43069376,2.43069376,2.28205272,1.68136083,5.11380714,57.22269871,57.69473079,56.92236334,49.69549538,52.91511642,2.19716055,3.68989877,4.54095338,35.19700899,40.78603291,54.36894921,54.36199748,2.94924859,4.11325504,4.83677281,57.60381127,57.5692164,57.60993579,57.06924373,57.10917428,58.84883735,57.79648312,2.65277209,58.19543879,59.87526131,50.42996473,57.17010334,3.19712853,37.4921711,19.27381121,57.63977613,1.75934676,1.75934676,1.75934676,1.67252016,1.67252016,52.28147194,57.55227144,26.78469201,57.90921268,55.17937341,57.63977613,53.07730473,4.64757528,2.01618515,1.75934676,1.75934676,1.67252016,1.67252016,50.74253284,6.7489211,3.77639702,7.47870415,0.46889578,1.01291216,1.01291216,1.57109311,1.81440322,52.28147194,54.65063712,57.28919485,56.95575467,0.9010711,0.40728459,60.77375395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_185,60.84038066,64.47727933,1.44019402,59.49570277,1.44019402,1.58929135,60.72095774,60.68435392,56.01245744,56.01173249,53.81349738,54.12418651,1.527657,15.28217468,58.39229223,57.36354719,58.87544072,59.39960235,60.45948096,1.58929135,1.44019402,1.58929135,1.92821183,1.58929135,59.28998471,59.06208737,12.45701448,4.87111937,59.08169428,1.95501589,2.22909067,1.83779228,2.99701952,57.57528099,60.09107616,60.66945811,60.32197363,61.07106954,60.32197363,3.28328926,56.51607661,54.22858211,57.56452099,61.07106954,61.07063918,7.0513317,55.81918114,4.02263218,11.34311064,64.47727933,64.47727933,64.47727933,58.47524067,57.6605548,57.6605548,58.14991334,3.83627091,60.9335926,61.39298605,61.07106954,61.07063918,3.40864634,30.44902874,55.96094125,60.15741521,3.17963819,3.17963819,3.41205097,3.17963819,3.41205097,60.32197363,60.15741521,57.57393773,60.23856599,58.74720896,60.15741521,60.32197363,57.664298,46.56769499,3.17963819,3.41205097,3.17963819,3.41205097,60.86231986,2.97729829,2.02267469,11.47015375,54.67233537,57.00722666,56.01173249,1.80161244,55.30507145,59.0699376,58.26965416,59.6714689,60.32197363,1.09919975,0.76009166,3.16163001,0.7312626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_184,61.89160969,60.70963532,4.26400774,58.83943488,4.26400774,4.88516517,61.95117294,62.02224706,56.90622273,59.40141276,59.97098884,11.48793536,47.91298125,24.17326683,59.29051736,57.79941353,61.95117294,59.26416052,60.0342264,4.88516517,4.26400774,4.88516517,3.17242752,4.88516517,60.00203512,60.44036139,21.93502137,19.45304728,60.47231253,4.11757933,2.6825233,1.35044334,1.80930414,58.22647794,59.69188139,62.04408941,60.0819086,60.58898452,60.0819086,50.84700581,57.13580637,55.32731149,60.10541558,60.58898452,60.74225724,59.20854124,55.04842726,1.21660146,22.05516942,60.70963532,60.70963532,60.70963532,60.41791375,58.27952653,58.27952653,60.50042613,23.25742101,62.28511367,61.76112051,60.58898452,60.74225724,60.75397737,51.12597809,59.48463539,60.46943789,5.32131381,5.32131381,3.94753556,5.32131381,3.94753556,60.0819086,60.46943789,58.29723141,60.13223528,59.01618731,60.46943789,60.0819086,58.28677306,54.92298624,5.32131381,3.94753556,5.32131381,3.94753556,62.35508384,52.96974279,0.98267035,17.62222246,56.80120609,60.32289882,59.40141276,3.36097769,3.8425822,59.33037105,60.55495141,60.46301366,60.0819086,5.73234127,3.52018958,2.51793184,2.59260287,0.86826958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_183,52.96550132,49.9354171,6.64603323,52.17359543,6.64603323,5.95219119,51.16223271,6.31835563,51.01623061,50.52110603,48.8670299,51.64254517,2.70077441,2.87284994,47.29959532,51.71876482,2.47477325,17.54014408,5.99003773,5.95219119,6.64603323,5.95219119,51.5562394,5.95219119,48.99425268,48.69149388,1.75883045,3.22325365,52.07974062,49.51162691,50.60812683,51.74984638,51.74984638,50.49147574,7.68653833,51.4428121,5.78088754,50.68727379,5.78088754,50.58935087,52.33134399,51.43940353,5.45990063,50.68727379,52.47541464,52.07695187,47.49167156,25.69920313,2.23052189,49.9354171,49.9354171,49.9354171,48.99425268,50.85289871,50.85289871,4.88310103,5.5384351,6.55873868,4.7650423,50.68727379,52.47541464,52.07695187,45.49485569,44.68331868,51.19406099,9.33954729,9.33954729,11.45180958,9.33954729,11.45180958,5.78088754,51.19406099,8.15522912,50.43866538,49.17127472,51.19406099,5.78088754,51.21323296,45.96956178,9.33954729,11.45180958,9.33954729,11.45180958,52.11008312,3.34727556,23.44822809,2.0231836,50.60531578,4.69932071,50.52110603,6.49746062,57.97581976,44.89910148,5.43984706,4.22233763,5.78088754,46.42948698,9.91775017,60.09069078,5.36154506,14.67823053,28.91322676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_182,49.23080488,3.54575065,1.8786692,1.43040786,2.18066907,2.24610602,48.87566172,49.67561432,4.21317182,3.22701311,20.41563942,3.6309847,2.7280026,7.75775452,7.59649168,40.78356542,50.77102883,5.42948661,49.55640035,1.9018448,2.00446905,2.06078988,4.03453518,1.80927312,3.6402964,20.05032672,2.92977129,47.13672937,30.57943607,2.45936187,2.63653146,48.14638532,48.44526248,4.65209415,50.91935211,49.19992263,43.18403816,8.00200258,41.73468319,2.51156747,2.49094216,3.73799394,3.35265715,48.17897751,5.90520098,3.24647248,1.83047682,58.09332113,9.31039838,3.37256229,2.85287398,3.02604531,3.17141622,22.26983782,12.12497774,4.85615352,3.58450375,49.30620016,47.23408321,47.82242444,5.37736019,3.01617119,38.54539814,18.3290293,6.7293437,2.66721674,2.66721674,2.45536078,2.60067302,2.39346854,4.59280013,4.21235723,3.40357637,2.75172434,9.60325805,6.09872734,4.0238682,4.70341632,4.42229766,2.99440192,2.73273665,2.91532203,2.66147387,49.56996955,2.39199724,57.55568005,49.07331008,1.66995055,1.13561499,1.50394308,1.61504429,1.78256215,7.35248968,45.03568938,53.99601838,2.47516391,1.60659023,4.20296814,2.96724118,2.24180907,?,58.77297303,49.40694288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_181,1.84209972,2.85819748,52.94259235,4.3573851,52.94259235,52.79471376,47.08320727,51.57584368,16.50006323,1.3507613,8.79415358,10.21480219,1.57286573,2.83056908,8.08798142,16.50006323,45.02434887,8.08798142,48.53279464,52.79471376,52.94259235,52.79471376,48.53279464,52.79471376,2.85819748,3.08826988,1.03300937,3.01250924,1.3507613,5.24727668,5.24727668,2.11157748,2.11157748,4.41302776,52.36025709,2.33572271,8.08798142,49.06842685,8.08798142,3.34137313,3.34137313,3.34137313,51.08841421,49.06842685,49.06842685,49.06842685,10.55891492,60.74419901,1.44773893,2.85819748,2.85819748,2.85819748,2.85819748,14.5606723,14.5606723,3.73077086,2.73004784,51.57584368,1.78870893,49.06842685,49.06842685,49.06842685,22.08020782,2.66053197,8.08798142,2.60767571,2.60767571,2.60767571,2.60767571,2.60767571,8.08798142,8.08798142,8.08798142,8.08798142,8.08798142,8.08798142,8.08798142,14.44067162,4.71417916,2.60767571,2.60767571,2.60767571,2.60767571,46.86063065,2.76457204,60.53384299,1.7538112,2.43603867,1.3507613,1.3507613,4.97452684,59.48315521,8.08798142,43.27104404,2.15708281,8.08798142,2.43603867,33.45396689,60.74419901,2.43603867,56.31617333,60.65563888,2.27509795,4.86379596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_180,2.87955843,12.33962598,50.38882476,0.75798872,50.38882476,50.43460155,40.01628581,40.49771312,1.91246428,1.83797113,1.8618081,2.42161502,0.48783473,56.39526355,3.10980492,2.44742387,39.61882553,49.54232442,5.82675986,50.43460155,50.38882476,50.43460155,4.24191023,50.43460155,12.33962598,3.09671355,50.31311331,50.63161192,2.42785626,4.77345867,3.97206211,6.74943206,6.74943206,0.20224462,50.17180332,40.32004971,2.78366235,3.28550682,2.78366235,1.40912832,0.90765172,0.90765172,49.12561245,3.28550682,37.03178511,37.03178511,1.73305566,58.78261158,50.52076897,12.33962598,12.33962598,12.33962598,12.33962598,0.25853518,0.25853518,20.9727445,49.56076757,2.61833206,44.259216,3.28550682,37.03178511,37.03178511,2.196046,3.51388878,2.84308266,4.26001404,4.26001404,6.71009205,4.26001404,6.71009205,2.78366235,2.84308266,2.0123985,2.60315515,3.71449647,2.84308266,2.78366235,0.2993829,2.19782623,4.26001404,6.71009205,4.26001404,6.71009205,42.20390678,2.56401091,59.36376799,52.87575483,0.50555364,1.84339097,1.83797113,1.91081395,7.16155559,1.56720213,4.38024,42.2640374,2.78366235,2.93102061,1.38199294,56.15085294,2.61975379,58.3336141,58.79573416,51.95801207,3.71253095,3.24102572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_179,59.53061196,59.29554542,3.14576313,3.80024595,3.14576313,3.58196319,58.92663687,61.04411868,4.86097905,6.43517168,61.48770513,1.41960478,58.51804949,31.11959037,57.25736065,9.65907429,60.73400088,16.58243716,60.32639259,3.58196319,3.14576313,3.58196319,2.11657759,3.58196319,60.19142822,60.31749475,11.81358245,14.53565411,60.69262635,2.06001432,1.84707901,1.93077132,2.74947567,61.527246,59.7074466,59.17135492,55.82126101,54.07997915,55.82126101,55.44430274,57.67556167,58.58361447,59.17111573,54.07997915,57.01891731,50.92133296,57.78024478,2.89702239,25.0729097,59.29554542,59.29554542,59.29554542,59.25078064,60.78276414,60.78276414,58.29441686,14.57232189,61.87961637,61.9009045,54.07997915,57.01891731,52.77859042,54.25054069,59.13299099,59.55733195,6.24409213,6.24409213,5.50753387,6.24409213,5.50753387,55.82126101,59.55733195,57.60681984,57.43656743,60.00196959,59.55733195,55.82126101,60.76776319,58.06481123,6.24409213,5.50753387,6.24409213,5.50753387,59.64177778,57.10461109,2.88397382,18.77179697,60.29257134,2.53455212,6.43517168,2.05191386,2.73455231,58.69445138,60.96406054,60.38632999,55.82126101,55.72888098,3.12729786,6.21013256,3.59500901,5.71525229,3.71750802,49.48537375,59.69925387,59.29393454,61.71990917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_178,48.27068004,6.0414551,1.42251105,1.4534226,1.64479027,1.70007098,48.87566172,49.69362863,5.1060918,2.79323801,5.94781202,3.38326273,53.51015625,6.31175303,4.6954496,9.53913474,49.72175933,4.19737176,50.00868247,1.89924442,1.91647436,1.97762343,2.31567357,1.70274718,7.71810438,3.99634184,3.15511856,46.24628171,7.54811711,3.11608624,2.97843938,3.48635571,4.9894868,4.69298402,51.30564628,49.47484308,3.83684586,50.58558095,3.70581077,4.96152009,5.75719376,39.88102388,49.19332067,50.70656059,49.6144315,48.38521806,3.34579242,57.19479353,49.42828673,7.85525606,6.21347925,6.7239964,6.81066409,10.8773953,8.4829221,30.11469848,10.8090478,48.60076577,48.31134007,47.82242444,46.45650849,46.22316458,38.54539814,18.3290293,3.17923446,4.19155307,4.19155307,4.27387905,4.03049663,4.10638061,3.71909224,3.04260273,2.44041884,4.29951272,3.43787698,3.16942821,2.91503997,4.73758964,4.88399705,5.61493863,5.72311652,5.11359885,5.19933909,49.21214201,47.04065275,57.53488407,48.00559549,1.84386127,1.13561499,1.40423864,1.71571161,3.43472314,2.77346012,43.30126065,47.21369249,3.35082775,2.15177073,3.28789993,57.52948298,3.10775123,3.49467858,59.30343081,48.62095003,1.26231661,4.86379596,3.88988689,4.33915179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_177,48.03859306,7.2817105,1.97886203,1.71072417,2.21492283,2.28253664,48.60698971,47.99202574,1.78510412,2.04141257,4.48307595,3.80617373,4.10532775,3.65851732,4.92979446,10.20156008,49.6184376,2.96501551,47.394481,2.35368608,2.35969387,2.42892101,2.29585788,2.13120668,9.72285313,3.76659961,2.79521975,4.62238657,6.95479836,2.95477826,2.77645414,2.83262756,3.97348371,2.47488428,49.96742555,48.68454806,2.49189225,51.63832728,3.19601734,4.00164166,3.8263926,42.63032402,6.64118725,50.7718936,49.91779565,48.13356418,2.05543139,57.82919655,48.72604727,12.77257414,10.49978424,10.6086638,11.26344658,6.30135732,4.33719293,26.88915386,11.95222948,47.18903144,3.15620005,49.72351091,47.57387483,5.869423,17.73399576,19.92664696,4.15234687,3.14704882,3.14704882,3.35067555,3.42914551,3.63732156,3.85056673,2.27186335,1.79689117,2.79626864,3.17980594,3.48273011,2.86954347,2.37557774,2.76619146,3.42039012,3.63472165,3.71390215,3.9322127,49.24883428,2.54888038,58.10139819,42.30885686,1.4563956,1.76869447,1.65669205,1.55151214,3.99206366,2.76431616,26.63623436,3.08816449,3.28593604,1.62610311,3.29258431,53.84293455,4.27698432,4.41541573,58.88892098,7.68729504,1.46528682,4.77224424,2.1846196,2.96448066,0.83182775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_176,2.7980482,53.72865721,3.1335811,2.48533688,2.6990292,3.08003614,11.5974016,57.47568588,2.54421063,0.94413291,3.41631238,2.07671763,53.24428609,5.36523651,43.89777295,54.31301895,50.4756317,52.0334513,56.15314825,2.94801932,2.6990292,3.08003614,3.01808371,3.20406814,53.28190037,53.58770775,2.84698488,4.72829538,2.89093851,3.07258583,3.62130042,2.5627073,2.41899356,4.51111001,55.79211947,49.31046432,42.1121699,13.06897062,4.72765529,3.32857802,5.7915943,56.2416371,45.94044952,48.02329051,54.75391524,54.3718732,51.95393332,4.18176184,7.62642199,53.70876984,53.71046307,53.72865721,52.99139592,56.14931357,56.90405229,4.13421268,9.64750092,57.4779842,59.03447896,38.59498356,56.60091436,3.225519,3.77535616,3.6898472,55.17430313,2.21660185,2.21660185,2.61175684,2.68229988,3.17533249,5.77825298,56.87915274,26.86727934,7.51730193,53.25434142,55.17430313,3.6703546,57.73068438,52.65929047,2.21660185,2.61175684,2.68229988,3.17533249,3.37294541,4.09758915,6.05409466,3.87402292,57.05629363,1.21856854,1.34090901,1.11934861,2.0837701,6.67270688,54.69136746,56.08791288,8.89929269,2.01854121,0.92435587,3.26371565,2.03648309,2.27381374,3.59163912,10.00808456,1.93333452,4.29922964,4.65705649,2.70998155,2.05770802,2.93334682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_175,58.60211232,58.41366633,55.57829334,56.88371637,55.57829334,55.18840593,58.27949854,60.80413514,51.83059131,57.42210929,58.99222835,6.66817164,2.31740874,14.01306725,54.70412355,55.39913855,59.68301012,56.64677792,57.75478429,55.18840593,55.57829334,55.18840593,46.64619891,55.18840593,57.94785334,57.91500513,9.90016505,12.45510054,60.00305282,6.22713958,21.40553157,1.53966119,2.0110592,57.01326177,56.96267866,58.50184902,55.34768161,54.14769104,55.33662447,53.50741354,57.45104685,56.17416959,57.08911192,54.14769104,57.38894575,55.53074048,54.28340458,1.85077425,12.89390511,58.41366633,58.41366633,58.41366633,57.18252937,57.85329593,58.5498822,2.32060354,15.25528741,60.57118679,60.84452658,54.14769104,57.38894575,56.87175136,52.26091468,59.06650672,58.55216426,4.00271755,4.00271755,4.71758391,5.19731357,5.9600693,55.43007554,58.51719738,52.31114781,57.82489082,55.22321829,58.55216426,55.39777403,58.5434514,54.6556509,4.00271755,4.71758391,5.19731357,5.9600693,58.73345741,2.83194868,2.52833777,12.3081801,70.34303489,58.34321072,57.56665054,3.99020284,2.56016335,54.58903397,59.2618875,58.59778931,55.4722844,2.69774653,2.88252676,1.64735626,2.58143223,2.37704103,2.32111062,4.59658071,54.74038389,2.48058389,59.29540695,3.12839153,53.14541288,55.11108488,2.38475716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_174,47.7280247,53.33272905,8.3457624,54.99709202,12.78887552,12.20847547,0.98391592,57.48600603,0.46481514,2.77758979,2.49155661,2.05664415,7.13082063,12.37120273,4.97786028,1.57588177,0.84236026,51.79067184,57.59891816,12.84405956,12.78887552,12.20847547,2.91428018,9.29403178,52.9049144,4.92188503,6.7558541,7.9470895,54.45216782,4.15420628,3.71411335,6.58621279,10.35431011,2.16230457,57.38373373,3.67446832,3.975965,0.98545654,3.6746294,49.50395034,57.64195524,55.89758205,40.28144482,1.67589242,3.88434474,56.38729328,50.96042157,5.9136711,7.34891305,53.35458573,53.24580363,53.33272905,52.6492853,2.26625383,2.31178413,4.29467674,10.41060582,2.18996164,59.0496605,0.78714662,1.78542051,1.97532113,0.76357355,8.98029319,54.48508714,2.30386315,2.30386315,2.64736931,3.00096127,3.37672247,3.41989954,72.64979653,2.2244541,54.69443883,3.13828448,54.48508714,3.16562279,2.11452626,51.71726669,2.30386315,2.64736931,3.00096127,3.37672247,48.45579038,55.56908207,3.92100661,8.46549419,2.65269931,26.4357902,10.10309452,2.01525356,52.69493564,2.54425055,1.75018729,56.106729,4.69275222,3.29021555,1.42978621,58.61116076,3.11416667,2.61046207,4.75003469,8.55353249,51.34191584,10.95028656,2.36977128,4.59104615,3.46604207,2.08021173,1.90336381,4.22265729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
