,Sequence_221,Sequence_220,Sequence_219,Sequence_218,Sequence_217,Sequence_216,Sequence_215,Sequence_214,Sequence_213,Sequence_212,Sequence_211,Sequence_210,Sequence_209,Sequence_208,Sequence_207,Sequence_206,Sequence_205,Sequence_204,Sequence_203,Sequence_202,Sequence_201,Sequence_200,Sequence_199,Sequence_198,Sequence_197,Sequence_196,Sequence_195,Sequence_194,Sequence_193,Sequence_192,Sequence_191,Sequence_190,Sequence_189,Sequence_188,Sequence_187,Sequence_186,Sequence_185,Sequence_184,Sequence_183,Sequence_182,Sequence_181,Sequence_180,Sequence_179,Sequence_178,Sequence_177,Sequence_176,Sequence_175,Sequence_174,Sequence_173,Sequence_172,Sequence_171,Sequence_170,Sequence_169,Sequence_168,Sequence_167,Sequence_166,Sequence_165,Sequence_164,Sequence_163,Sequence_162,Sequence_161,Sequence_160,Sequence_159,Sequence_158,Sequence_157,Sequence_156,Sequence_155,Sequence_154,Sequence_153,Sequence_152,Sequence_151,Sequence_150,Sequence_149,Sequence_148,Sequence_147,Sequence_146,Sequence_145,Sequence_144,Sequence_143,Sequence_142,Sequence_141,Sequence_140,Sequence_139,Sequence_138,Sequence_137,Sequence_136,Sequence_135,Sequence_134,Sequence_133,Sequence_132,Sequence_131,Sequence_130,Sequence_129,Sequence_128,Sequence_127,Sequence_126,Sequence_125,Sequence_124,Sequence_123,Sequence_122,Sequence_121,Sequence_120,Sequence_119,Sequence_118,Sequence_117,Sequence_116,Sequence_115,Sequence_114,Sequence_113,Sequence_112,Sequence_111,Sequence_110,Sequence_109,Sequence_108,Sequence_107,Sequence_106,Sequence_105,Sequence_104,Sequence_103,Sequence_102,Sequence_101,Sequence_100,Sequence_99,Sequence_98,Sequence_97,Sequence_96,Sequence_95,Sequence_94,Sequence_93,Sequence_92,Sequence_91,Sequence_90,Sequence_89,Sequence_88,Sequence_87,Sequence_86,Sequence_85,Sequence_84,Sequence_83,Sequence_82,Sequence_81,Sequence_80,Sequence_79,Sequence_78,Sequence_77,Sequence_76,Sequence_75,Sequence_74,Sequence_73,Sequence_72,Sequence_71,Sequence_70,Sequence_69,Sequence_68,Sequence_67,Sequence_66,Sequence_65,Sequence_64,Sequence_63,Sequence_62,Sequence_61,Sequence_60,Sequence_59,Sequence_58,Sequence_57,Sequence_56,Sequence_55,Sequence_54,Sequence_53,Sequence_52,Sequence_51,Sequence_50,Sequence_49,Sequence_48,Sequence_47,Sequence_46,Sequence_45,Sequence_44,Sequence_43,Sequence_42,Sequence_41,Sequence_40,Sequence_39,Sequence_38,Sequence_37,Sequence_36,Sequence_35,Sequence_34,Sequence_33,Sequence_32,Sequence_31,Sequence_30,Sequence_29,Sequence_28,Sequence_27,Sequence_26,Sequence_25,Sequence_24,Sequence_23,Sequence_22,Sequence_21,Sequence_20,Sequence_19,Sequence_18,Sequence_17,Sequence_16,Sequence_15,Sequence_14,Sequence_13,Sequence_12,Sequence_11,Sequence_10,Sequence_9,Sequence_8,Sequence_7,Sequence_6,Sequence_5,Sequence_4,Sequence_3,Sequence_2
Sequence_115,0.27033368,8.72656899,0.2767191,3.21877612,2.90346819,3.20345911,7.83461312,51.73907444,51.52991908,4.68168729,2.68493191,2.79153439,50.19170034,47.55484476,49.43588872,49.77249355,52.50704434,49.45127042,9.24060188,3.33580623,4.51473287,11.16192142,12.24068109,1.9199734,3.18440984,4.19369224,4.68316388,12.76478237,48.79865218,3.76014495,48.67222563,48.49714581,2.94007701,3.09571753,3.6312988,5.65773013,4.15258667,4.61697781,2.22575089,2.08817584,50.92683142,3.51169934,7.2231698,2.03986036,44.22380428,4.20566226,50.79616411,50.37507148,52.27153523,4.28972242,2.4779732,3.51169934,51.90527844,58.32330483,3.78802043,48.68121271,51.5855085,3.9621529,2.70583435,11.72163918,9.83824592,2.34674023,9.45260923,2.8698186,2.2274957,2.64513472,51.52991908,47.56213278,6.4671028,2.68493191,2.70583435,5.1435586,46.41695588,8.2578786,51.96074372,2.50316227,3.94378607,2.26639749,2.20684319,3.35638076,11.29588582,11.90332641,11.72163918,11.63272154,11.3594563,4.7405402,4.37093853,4.44011306,51.52991908,3.53657758,1.46950746,2.82892507,8.42285247,8.42285247,9.16511374,13.60867901,5.68170056,2.41109209,3.33580623,5.68030141,5.78377159,2.29616927,4.38812242,1.73817108,1.3692706,0.28276575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_114,0.000001,8.4646489,0.77359311,2.92281002,2.60823283,2.75559528,7.56022826,54.75132132,51.81433294,4.0486138,2.50334765,1.78577581,50.87914419,20.14112493,49.79186177,49.8759655,52.64973173,49.36597272,9.75329307,2.65605334,2.79286851,11.68121333,14.59818377,1.40718887,3.93958717,2.54661336,3.92920115,13.58444867,49.60047318,4.37960106,48.77645825,49.20999571,3.20921641,1.99823009,2.76853057,5.35877322,3.14423226,3.90366413,1.6378764,2.25776446,51.04116245,5.02836303,6.40920037,4.04163965,39.46696813,3.53757879,51.64195801,50.59230537,52.38383273,5.6913294,4.28833968,5.02836303,53.15324221,58.41329443,5.74753263,48.2406833,51.64656476,5.45352133,2.01680129,10.6954139,10.41140902,1.79893853,10.04808412,2.3969004,2.44978707,2.10209783,51.81433294,47.28182561,5.90720055,2.50334765,2.01680129,4.87416653,47.10595335,8.92366272,52.0823658,3.61263286,2.86922387,1.42631694,1.28402634,3.99589859,10.171951,10.8843085,10.6954139,12.07046226,8.90044746,4.23296449,3.89576108,4.350981,51.81433294,3.2454679,2.19674452,1.71752677,7.52491217,7.52491217,9.67160237,10.98057384,5.19791237,2.08941679,2.65605334,5.12968647,5.59231365,1.83721564,4.03251859,1.87511036,0.85309327,0.3025258,0.30759189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_113,0.64523453,44.39612269,0.71024804,2.2133774,2.02479816,2.17039888,56.7558939,50.8870968,50.16091969,47.12405883,4.34369372,4.68751318,45.39162295,48.89696766,46.06536108,37.34059025,50.8352839,4.30898743,56.25765312,2.19894146,2.35672369,55.74274753,4.12354156,3.47752064,1.33628252,56.22623896,45.38349136,59.18232965,7.74965075,2.43265547,49.36564238,4.86529877,3.17772287,5.92267209,5.58601378,5.16263392,3.29812122,3.0078295,2.59211403,1.71776722,44.66134622,48.7353727,51.10545449,52.79791154,22.25368745,6.62739592,47.13437496,46.00067351,43.7316315,50.8827378,47.70530783,48.7353727,3.60772937,58.46668546,43.64933199,43.35607473,50.1704502,50.9975505,4.17467298,56.4903892,56.78662527,2.70177354,56.1954692,1.97965238,1.6241877,2.26275362,50.16091969,11.04882913,8.25645579,4.34369372,4.17467298,4.19118266,49.52192731,55.92479154,50.58265658,51.34051822,2.81461656,1.55063432,1.4220096,5.09746825,56.45229803,56.61981581,56.4903892,56.96785572,13.74319782,3.21330103,4.97061131,5.089014,50.16091969,2.06613356,49.27049331,5.13308205,56.23030152,56.23030152,56.6909725,8.86688688,5.42508875,1.85595035,2.19894146,3.0940459,4.22218261,2.60733093,57.1877134,1.10607675,1.11080681,0.28555689,0.29031693,0.31098722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_112,0.76334739,6.80823691,0.8649701,4.33131524,3.93369668,4.40072464,6.80225494,55.9764486,55.44653172,4.05886128,2.48613604,1.75298864,49.62322,47.80344575,49.43588872,49.77249355,52.48014288,48.97139297,7.92878688,4.29182966,6.28694036,9.34582242,19.15507471,1.37981671,3.6308782,6.53794449,5.82850973,15.04150732,48.57805233,4.31090558,48.40971186,48.49714581,1.84689268,1.81891648,2.51305811,4.69947401,2.79711654,5.29948103,3.00000349,5.11276551,51.07043336,5.8337016,6.6101311,4.81307937,40.4160911,4.7620372,50.79616411,50.37507148,52.27153523,6.81409302,4.92496067,5.8337016,52.34682959,58.37006932,3.13125981,50.99041362,51.9472472,6.52885404,1.99299981,10.47380613,9.0751935,3.08884648,8.73560721,3.97316556,13.91704031,2.58530775,55.44653172,49.15548508,6.37238449,2.48613604,1.99299981,6.73408798,44.67924548,6.16589578,51.66647697,2.57779131,3.55071373,2.39691224,1.69116368,2.20731559,10.53133513,10.67355562,10.47380613,12.51367315,16.22929024,5.53458295,4.69325263,4.798106,55.44653172,3.95684151,1.46950746,1.68343959,10.95124713,10.95124713,7.89265086,22.40443649,5.77853509,3.17935952,4.29182966,13.44854997,5.74639531,2.92109907,6.8928144,1.4064783,0.93976552,0.32059451,0.32594485,0.3506311,0.32982248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_111,2.3969004,4.13550573,1.63300959,0.77626021,0.28087523,0.28087523,4.20227665,29.11197392,30.91035604,6.15954897,4.97875215,2.82134358,4.11699057,47.59509948,47.58501626,41.05316923,52.06027729,45.10399539,56.80595167,0.46370814,2.53563597,56.35418286,5.96617103,4.30269641,1.3460243,2.54848246,3.50092927,5.71992329,3.26195278,1.82727854,49.81322763,4.5686056,5.20272776,6.80740774,2.96372558,6.43231078,4.52299113,1.01859824,4.0066407,2.73076261,45.31234655,4.81713162,8.79739523,6.11102591,7.15890309,3.16710716,48.5183331,47.21851337,45.3533231,5.60615687,5.96707774,4.81713162,53.01038525,58.55614589,47.78111753,3.48173468,3.43576072,5.319442,4.99342921,56.12222082,6.75091373,4.02650946,6.29326735,0.000001,3.01297343,3.1262178,30.91035604,1.33556609,6.87186117,4.97875215,4.99342921,2.76045593,51.45041834,55.86156037,48.89777552,51.36566147,1.76932185,0.74925113,0.58456019,5.10776644,56.1205924,56.2755235,56.12222082,54.20515154,3.62956276,2.19244477,3.4928122,3.74847858,30.91035604,1.06363229,49.37561925,2.89625525,3.7968712,3.7968712,57.39268312,1.30868508,2.64939272,0.33680818,0.46370814,0.60761449,2.26625402,3.76317192,2.11187068,0.78764421,0.37679587,1.4107839,1.26093963,0.75754928,0.76196047,0.9830403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_110,5.88428022,56.92452152,6.40507397,4.58132695,3.99910818,4.18385732,59.53349889,5.51847521,5.86967704,57.04818741,2.7621096,2.66907732,48.76922125,6.74339819,47.0696304,2.03938636,46.52090915,45.8197314,60.19498726,2.87764107,2.92011042,58.33733862,7.42576848,2.35069685,3.63541935,55.46218683,16.06503695,58.37025615,52.30498233,4.16972302,56.74368968,18.21698375,6.5682245,5.05006594,5.26093162,4.28156443,3.59228118,3.77910618,3.62925285,51.27847885,7.32338219,47.72297771,53.19492355,53.53998912,54.55680837,6.20767657,5.15644243,44.75666335,3.549381,48.11627595,51.37191584,47.72297771,55.18499815,57.6768987,53.17333759,8.41456143,27.75309829,47.95641086,5.20880281,59.91275206,59.09761564,4.19419078,59.12548761,3.4260525,2.93402415,3.03053178,6.08929519,5.8332331,6.52654082,2.7621096,5.0851541,5.67593416,55.17996157,59.2078738,50.57078548,48.63185531,3.09417215,1.49405779,1.11514812,58.50329285,59.58500352,59.98667107,59.90114435,6.25515915,50.34700048,3.46173327,2.98502999,2.81318297,5.86967704,2.60964441,49.16202261,4.1103527,57.57116662,57.57116662,60.81436953,5.11658936,2.66332888,2.51719964,3.49366127,21.89555404,2.22310847,3.84000196,57.39699344,4.48471825,5.14107156,6.36939511,6.08737316,5.60906057,4.50373231,6.10368854,3.61750903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_109,1.27762275,7.13523761,0.71568783,2.17066082,1.89918807,2.11745061,7.01430251,33.00545959,32.78363675,4.58202943,1.59183328,2.85335126,50.06792973,50.05867448,49.61492813,49.60529402,49.6512006,49.2601699,10.47873046,2.47691847,4.87188324,11.76479084,49.2672624,1.73598822,3.7505218,4.43180673,3.15421042,4.09958443,7.38131259,4.69878586,45.24839728,48.10722832,3.39110746,3.6318527,3.72868956,5.8235451,4.45256241,4.5132282,3.28589844,4.37371774,51.47197021,1.0229172,5.74457856,1.14937868,41.7084353,3.49398322,50.59537008,50.14796815,52.06820753,1.15122316,1.44332981,1.0229172,51.19068404,58.66764918,2.01425688,13.96852675,49.45799804,1.15122316,2.11146136,12.66670214,8.95052332,3.11072831,8.43009265,1.84897973,3.71122857,3.68122341,32.78363675,48.69653618,5.11203187,1.59183328,2.11146136,4.20301755,13.20750931,9.71212971,50.9534805,3.00591032,48.01409131,3.76996742,3.86990744,9.71212971,12.12006972,12.9071005,12.66670214,11.09123731,6.58805348,3.95658713,4.15652215,4.2059659,32.78363675,4.78895104,1.27777694,2.85335126,5.98422135,5.98422135,10.38749804,10.56406262,18.78012031,2.77855912,2.47691847,3.45245449,5.044161,3.72438305,2.97296181,3.53043093,2.94673698,1.10019242,1.02985136,1.68666553,1.74743426,1.25044817,2.31810379,6.20798457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_108,45.28791292,49.7917417,45.11923098,20.21876071,21.97802627,20.29976661,57.10979532,3.90722122,4.09324134,7.75846698,3.59494278,3.96416911,3.92897133,9.35472624,49.20667645,2.08005377,1.63259909,1.44121234,58.68964668,22.20941357,3.47400174,56.53660831,48.66481449,46.50893587,24.88396331,57.03047993,5.05794882,7.87919264,5.91245292,24.81063627,2.04808342,1.9270103,27.74615294,44.0152946,45.67697308,20.38315851,20.35771416,25.95959728,24.00309607,46.90675362,2.55911896,5.89826418,51.30443709,50.13690091,2.72178574,55.06989905,0.76873218,1.09722824,1.38739732,7.15590425,0.91502713,5.89826418,43.09748748,6.17727307,2.76811638,3.55611526,6.37478021,7.15590425,41.59896589,57.12253682,57.93428085,2.80473395,58.16520574,22.16274829,47.16417073,20.01739547,4.09324134,48.72500167,55.60584674,3.59494278,41.59896589,53.59409302,50.73692687,57.06860574,49.36157869,51.04647567,5.30825514,19.75361675,19.75361675,57.06860574,57.12253682,57.21278759,57.12253682,4.53308412,1.45485219,20.02471082,25.68142468,25.89503702,4.09324134,26.6156036,51.94892368,3.96416911,59.0401407,59.0401407,58.92837792,3.7092537,2.70570574,22.96414893,22.20941357,47.32023022,19.51630116,4.1368737,59.52882485,23.56493364,45.53010568,43.71147687,43.28414664,43.81760798,22.23374325,43.71147687,22.74818074,12.97031887,39.1009427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_107,3.12254543,3.33895346,2.55239216,1.88849346,1.87979105,1.28365656,7.43695183,19.24862966,17.04941895,6.35693202,5.05295121,3.43654557,46.46861941,46.56994947,47.71318834,43.1545606,51.13641257,44.9192474,55.90530297,1.70410871,2.75081226,55.55898696,49.15642956,4.30268343,2.35903968,3.1231448,2.45689154,4.89711786,4.86188929,3.13576986,5.65778528,33.18833212,3.84884764,4.60196207,3.29493483,2.99262804,2.39953316,2.73737789,2.5560128,2.7375354,45.35980375,4.53557458,3.70812849,5.18371626,6.12465748,2.39670402,48.64686559,47.41972776,46.60319128,4.97288296,5.19457895,4.53557458,48.30664251,57.69831552,42.1662797,5.37737343,3.88365745,4.48502988,4.21967063,55.37480379,7.45143384,2.65896747,7.03266905,1.32844092,7.64138607,4.58643246,16.78122733,4.40600482,7.93109311,5.05295121,3.89828723,3.65163955,46.45408534,54.83359137,10.335944,47.94375317,2.21789232,2.44397626,2.27766826,55.00225666,55.37022041,55.50511512,55.37480379,53.42621887,2.56902376,2.0720638,1.77285544,1.8878861,17.04941895,2.65903232,11.43290944,3.0786038,3.92236623,3.92236623,56.38443169,4.18865534,6.28483915,1.72991377,1.7449687,2.051134,3.52318716,3.24310703,4.33395144,2.3499864,3.39200097,2.06579501,3.97474612,2.99898948,2.89662703,4.87717573,1.36513341,4.98001906,2.96684833,24.38819126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_106,12.42321222,58.36276817,11.99659787,63.62717757,73.04667686,62.55935335,4.84362806,11.77268161,9.09848655,8.4174662,9.56841045,11.55105594,53.71188161,54.53461835,59.7556042,59.48525676,7.72467491,59.42420424,3.40671015,59.24584658,62.55233963,5.51801983,59.20031965,13.92642054,60.48339734,2.61697737,9.93639479,2.30112739,56.5433713,60.52320918,56.29017884,6.62321658,57.41327003,13.56948401,12.7265217,59.00000221,59.12132014,59.84681141,60.26260188,40.56854318,58.48215158,3.15929774,12.16044577,3.13914742,4.24375846,30.33545038,59.73183912,59.84970665,60.23213991,4.1651864,2.85447984,3.24274126,55.63899047,3.97847311,4.84071906,14.69464153,53.84565251,4.62521031,9.71101658,6.24144328,3.20562436,60.25619187,3.82223596,62.54978846,56.39811961,60.86363609,7.29028621,51.31997488,7.49631561,11.88751156,10.43890914,58.18823919,55.75077413,4.63286292,60.11616799,13.73493941,57.30675468,60.27231278,60.27231278,6.20599964,6.24144328,6.07640039,6.37544763,3.60574005,12.79948617,60.23016447,56.86838035,57.56311498,8.32103307,60.18976952,6.62749846,8.35034004,5.96834824,5.96834824,4.36016572,8.84762376,55.57087819,59.20120357,59.24857629,57.64973089,60.28737125,59.27676479,0.000001,59.31406724,15.46218365,12.52439894,16.86762919,17.64384876,60.08910372,17.20821098,60.20614956,58.50618023,6.42087776,4.42803401,59.07028825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_105,3.12254543,3.33895346,2.55239216,1.88849346,1.87979105,1.28365656,7.43695183,19.46326004,17.28846397,6.35693202,4.99612754,3.3048033,46.46861941,46.61591615,47.71318834,43.1545606,47.50486858,44.9192474,55.90530297,1.74081812,2.75081226,54.99468905,49.11163545,4.30268343,2.35903968,3.1158859,2.54286705,5.19315025,4.86188929,3.13576986,5.97839257,33.18833212,3.95456418,4.7335833,3.40428448,3.17708003,2.5205435,2.83342048,2.5560128,2.59718758,45.35980375,4.34238929,3.56816117,4.95895615,5.96566308,1.93137354,48.64686559,47.41972776,46.60319128,4.75335218,4.99295344,4.34238929,48.40736434,58.34367938,42.23070465,5.36475581,3.61341014,4.5736335,4.16231444,55.37480379,7.45143384,2.65896747,7.03266905,1.32844092,7.27917341,4.58643246,17.04272951,4.33088666,8.0885609,4.99612754,3.81154911,3.88172525,46.56965431,54.83359137,10.56284791,48.10350047,2.10145593,2.37597755,2.20560342,54.91701159,55.37022041,55.50511512,55.37480379,53.42621887,2.56902376,2.35607113,2.1142361,2.25999235,17.28846397,2.65903232,11.43290944,2.97717473,3.92236623,3.92236623,56.38443169,4.12379925,6.11163267,1.72991377,1.782885,2.08782843,3.50646765,3.24310703,4.33395144,2.2928037,3.27093489,2.4996875,3.8628961,2.87971077,2.78122449,4.74703747,1.34280619,4.89595846,2.96684833,24.38819126,0.1369669,59.15020729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_104,1.7532661,48.68015774,3.61782981,2.7669811,2.41209512,2.60297725,56.51034889,5.34413556,6.28230504,49.23271968,3.66596906,4.57406621,46.26560634,46.44552774,46.42708635,15.22080319,50.1145257,42.87157702,57.38644097,2.49940251,3.8201547,55.88990412,13.97874067,2.18616547,2.20624578,4.81961891,8.54252338,60.08223239,8.52525566,1.86234801,50.95905381,4.77795837,5.20849804,6.51466985,4.92035466,6.44345267,4.37538781,1.40077525,4.77386127,6.78574378,42.56602661,21.81435396,51.13495349,49.37534937,13.34738602,4.96930518,47.84177187,46.15142066,43.11507394,45.03850369,15.25413781,21.81435396,49.90678391,57.8484258,46.9039713,4.61330083,12.47256754,46.70790651,3.18631824,57.63770962,56.84369644,5.04453162,56.58346381,2.15745977,5.6802422,1.58149376,5.88304067,8.02545766,8.75303675,3.66596906,2.22829193,4.72321782,50.88976885,55.81411964,48.27591329,52.34827362,0.62563839,0.67128858,0.53289979,7.22296197,57.440943,57.75259099,57.63770962,11.94071932,10.25461752,2.15922988,1.06709516,1.6050905,6.28230504,1.86916741,49.25739542,4.91918896,?,?,57.97435394,7.42932324,4.37113376,2.23547443,2.78047065,5.04120267,1.87144179,4.9155829,57.65806754,2.00555349,1.56737281,3.48140549,2.34060298,1.44523768,1.85545839,2.14414936,1.64405086,2.5976836,3.31934152,19.74793343,3.14563965,60.37730356,3.06153293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_103,1.55959228,48.67662937,3.58469568,2.56929518,1.56262064,2.38614311,55.90238283,6.03436274,6.86732678,48.90174521,3.64264318,4.57913663,47.18427776,46.4925916,46.68695241,35.61700133,50.78711693,43.51839127,56.83922813,1.64478744,3.48484038,55.41976493,14.16255087,2.02186681,1.91434375,4.04464607,8.67566712,58.20650275,8.82711367,1.76491152,50.96082507,3.39018589,5.15893834,6.55386179,5.24781441,6.24072948,4.10181435,1.00811092,4.72364916,6.66181933,43.50352577,20.69763862,50.9174835,49.07766797,13.95446758,4.9786538,48.16600098,46.59583114,44.54153893,44.1239452,15.16274183,20.69763862,50.05909107,57.82188443,46.51579036,4.90975733,13.07435517,46.19218207,3.10520254,57.12450034,56.20537804,4.99864515,55.88293829,1.29587232,5.39878856,2.19678046,6.41846943,8.32954023,8.32371386,3.64264318,2.0010048,4.96607564,50.88901109,55.22164068,48.51365549,52.19752152,0.98257591,0.94659638,0.80712476,6.45595001,56.89927794,57.25883017,57.12450034,11.04474494,10.03276481,2.06829847,1.16137567,1.70879783,6.86732678,1.60977657,48.6133008,4.93423791,13.36608603,13.36608603,57.42389967,7.69910732,4.1900137,1.65386558,1.74527045,4.67884338,1.75348758,4.87377959,13.71571213,1.84658217,1.74119926,3.44636641,2.2811137,1.35220296,1.64246943,2.06134619,1.22991414,2.2279065,3.28169787,20.30880976,2.9650383,60.18912914,2.88745944,0.12886074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_102,3.06129493,48.89816703,4.57717271,2.21567315,3.14730887,2.07762409,57.67895715,9.12049279,9.55438551,50.04739056,3.7307782,4.5155571,47.16674562,9.08899473,48.53286189,5.89219269,49.90980294,45.8177421,58.38947055,3.23067436,1.73926119,57.33887092,17.82232475,2.46954577,3.10107625,4.00261915,3.55568943,59.30485048,8.80172218,2.05962468,58.67015764,41.80627748,5.6837071,5.93459665,5.02755257,5.60287465,3.6904353,3.31258507,4.18019736,8.15864342,3.07870779,45.25723829,8.42585441,50.61923612,8.49345434,4.51887231,4.39565395,47.81935146,2.41497666,48.22899488,43.82358051,45.25723829,50.42490758,57.89139137,48.53199176,3.26221758,5.12716359,48.84899475,3.37433526,57.24372283,57.01990734,4.46145097,57.36746639,2.93255087,6.20131479,2.95196916,9.09041237,5.93461164,7.81093766,3.7307782,2.65602631,4.42980497,50.74946216,57.52491076,5.3331174,53.21332611,1.60432816,1.02581848,1.21449178,9.31780718,57.70188656,57.32503561,57.24372283,15.39193701,4.14505711,1.73269932,3.1581163,2.63221919,9.55438551,2.9807464,52.11951084,4.79568354,6.82927317,6.82927317,58.90188497,5.68055697,3.56352149,2.81045963,3.42298872,5.1190131,1.8007977,4.39074467,58.93895138,2.84509802,3.13091566,4.34929458,2.69992038,2.1051224,1.94149236,3.02846334,2.14510463,2.39814332,3.89736291,8.21467938,3.25786081,60.63296472,3.17954245,0.55121612,0.53235096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sequence_101,2.46421356,48.89844892,3.60997126,2.80049773,2.4436329,1.82258953,56.54835626,5.47348355,6.40953291,49.3875138,3.94421154,4.8279554,46.00863208,45.69123756,46.93229971,31.6694512,50.14090109,43.70309654,57.49380154,1.5819672,4.25802393,55.90740947,14.15408187,2.73730461,1.89770326,5.17432987,8.71562453,59.74951752,8.08300947,1.57636104,50.96963252,5.21771211,5.07369444,6.73654477,5.27497008,6.3203534,4.71527229,1.87842196,5.08241967,6.71047324,42.97943345,23.02065695,50.91193558,49.54154355,13.63320389,4.38082003,48.13493168,46.66270943,43.81078784,45.49125918,15.37270448,23.02065695,50.50575653,57.87520315,47.12016882,4.56275071,12.86669993,46.98370591,3.66680945,57.58507355,56.87037683,5.29139652,56.61341789,1.19697011,5.78635229,1.59743886,5.99086488,8.08244932,8.78637986,3.94421154,3.03790439,3.91626005,50.59705929,55.88772753,47.81141074,52.46203866,0.59757483,0.64728435,0.51256851,7.18224972,57.3845249,57.70454456,57.58507355,11.88902999,10.79030919,2.16907152,1.519019,1.6050905,6.40953291,1.34820419,49.58965326,5.19084237,57.68153256,57.68153256,58.08547425,7.46937228,4.33110143,1.59839431,1.6773625,4.97949708,1.88047002,5.15801946,57.6992368,1.79978545,1.1597612,3.4733006,2.33053538,1.85571555,1.84766993,2.13208322,1.17905428,2.78882624,3.31086077,20.59715731,3.06169864,60.39553455,2.9749753,0.12617694,0.27082057,0.61306183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
