response,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21
9018.36,11.0,18.0,5.0,17.0,6.0,9.0,9.0,7.0,15.0,7.0,20.0,1.0,11.0,4.0,6.0,16.0,11.0,12.0,0.0,0.0,0.0,0.0
13890.66,10.0,10.0,20.0,9.0,17.0,4.0,17.0,7.0,15.0,11.0,10.0,3.0,1.0,1.0,14.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0
15134.1,17.0,8.0,15.0,17.0,7.0,8.0,10.0,7.0,17.0,4.0,15.0,11.0,7.0,10.0,11.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0
5612.226,3.0,10.0,20.0,7.0,14.0,9.0,16.0,4.0,9.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9720.0,19.0,4.0,5.0,16.0,16.0,1.0,4.0,10.0,3.0,15.0,10.0,8.0,8.0,10.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
11852.4,20.0,8.0,4.0,15.0,14.0,4.0,7.0,7.0,20.0,14.0,6.0,8.0,1.0,6.0,17.0,16.0,4.0,12.0,0.0,0.0,0.0,0.0
7917.72,6.0,20.0,7.0,6.0,2.0,11.0,7.0,14.0,19.0,3.0,17.0,8.0,12.0,15.0,17.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0
13503.84,11.0,10.0,11.0,20.0,7.0,17.0,15.0,4.0,1.0,6.0,7.0,17.0,16.0,11.0,1.0,11.0,7.0,17.0,19.0,2.0,12.0,0.0
9329.58,4.0,2.0,10.0,4.0,16.0,20.0,16.0,6.0,11.0,6.0,3.0,20.0,1.0,7.0,17.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0
8968.8,6.0,16.0,3.0,11.0,9.0,20.0,10.0,15.0,7.0,4.0,11.0,7.0,3.0,16.0,7.0,6.0,17.0,7.0,6.0,7.0,12.0,0.0
8786.34,1.0,10.0,2.0,4.0,10.0,17.0,19.0,3.0,8.0,1.0,16.0,18.0,7.0,7.0,8.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0
13307.64,11.0,7.0,1.0,13.0,11.0,1.0,9.0,1.0,13.0,11.0,16.0,10.0,15.0,1.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
14075.46,16.0,1.0,3.0,1.0,19.0,4.0,11.0,20.0,11.0,3.0,10.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13075.02,11.0,4.0,3.0,17.0,20.0,3.0,20.0,17.0,8.0,11.0,1.0,9.0,10.0,17.0,7.0,10.0,1.0,4.0,12.0,0.0,0.0,0.0
9434.52,16.0,16.0,11.0,1.0,4.0,8.0,1.0,9.0,10.0,8.0,3.0,19.0,6.0,10.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
6852.9,10.0,8.0,5.0,5.0,16.0,8.0,19.0,17.0,20.0,20.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14808.96,8.0,14.0,11.0,7.0,16.0,11.0,10.0,6.0,11.0,9.0,6.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15418.92,17.0,3.0,15.0,15.0,16.0,11.0,11.0,16.0,20.0,1.0,11.0,4.0,7.0,11.0,7.0,16.0,17.0,5.0,16.0,8.0,12.0,0.0
9203.46,16.0,20.0,20.0,16.0,16.0,1.0,7.0,11.0,6.0,4.0,5.0,10.0,16.0,17.0,16.0,9.0,19.0,1.0,17.0,12.0,0.0,0.0
13236.12,1.0,20.0,1.0,11.0,19.0,16.0,14.0,1.0,8.0,7.0,7.0,16.0,8.0,4.0,11.0,15.0,14.0,2.0,12.0,0.0,0.0,0.0
6747.06,19.0,1.0,6.0,8.0,12.0,15.0,7.0,7.0,1.0,11.0,7.0,1.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15296.16,20.0,3.0,8.0,16.0,15.0,10.0,17.0,11.0,20.0,7.0,15.0,7.0,10.0,11.0,2.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0
4633.584,6.0,16.0,4.0,4.0,1.0,17.0,8.0,20.0,1.0,10.0,2.0,15.0,17.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9837.54,4.0,16.0,20.0,9.0,14.0,20.0,8.0,17.0,3.0,20.0,4.0,16.0,17.0,14.0,15.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0
11567.16,1.0,10.0,20.0,3.0,4.0,15.0,4.0,11.0,8.0,7.0,14.0,9.0,15.0,11.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
9632.1,7.0,3.0,13.0,1.0,10.0,13.0,9.0,15.0,11.0,15.0,2.0,20.0,3.0,7.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
15293.7,8.0,14.0,4.0,17.0,14.0,13.0,15.0,10.0,16.0,1.0,10.0,20.0,16.0,2.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
10877.16,2.0,15.0,11.0,16.0,6.0,15.0,17.0,17.0,16.0,10.0,8.0,14.0,15.0,1.0,11.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0
13234.8,15.0,2.0,11.0,3.0,19.0,3.0,17.0,20.0,16.0,8.0,20.0,3.0,8.0,15.0,11.0,20.0,10.0,11.0,7.0,12.0,0.0,0.0
14869.8,11.0,20.0,3.0,14.0,11.0,3.0,4.0,6.0,20.0,7.0,10.0,15.0,17.0,20.0,7.0,16.0,17.0,12.0,0.0,0.0,0.0,0.0
10758.84,17.0,17.0,7.0,11.0,15.0,4.0,8.0,10.0,6.0,20.0,9.0,8.0,11.0,3.0,16.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0
7237.68,20.0,15.0,1.0,10.0,3.0,20.0,3.0,4.0,16.0,20.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9293.64,19.0,20.0,4.0,7.0,6.0,20.0,7.0,11.0,1.0,4.0,1.0,1.0,15.0,15.0,15.0,7.0,1.0,12.0,0.0,0.0,0.0,0.0
14803.92,20.0,4.0,14.0,10.0,9.0,15.0,8.0,19.0,8.0,14.0,11.0,16.0,7.0,3.0,16.0,7.0,14.0,1.0,4.0,12.0,0.0,0.0
9994.08,19.0,14.0,16.0,2.0,7.0,1.0,13.0,17.0,6.0,16.0,14.0,7.0,7.0,3.0,20.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0
14548.5,10.0,11.0,4.0,16.0,4.0,8.0,3.0,20.0,11.0,20.0,4.0,9.0,14.0,7.0,10.0,7.0,15.0,14.0,2.0,12.0,0.0,0.0
11661.72,7.0,10.0,7.0,11.0,1.0,7.0,9.0,7.0,13.0,15.0,8.0,11.0,13.0,1.0,10.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0
14266.86,11.0,8.0,4.0,20.0,2.0,16.0,11.0,3.0,10.0,4.0,4.0,20.0,4.0,16.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0
10776.42,20.0,1.0,5.0,6.0,14.0,10.0,13.0,2.0,8.0,11.0,16.0,8.0,7.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14602.86,4.0,16.0,10.0,15.0,11.0,2.0,10.0,17.0,3.0,16.0,14.0,19.0,16.0,17.0,3.0,16.0,6.0,19.0,14.0,12.0,0.0,0.0
15015.96,1.0,17.0,4.0,17.0,11.0,10.0,15.0,8.0,15.0,8.0,16.0,11.0,7.0,11.0,20.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0
6365.34,6.0,6.0,10.0,1.0,1.0,1.0,4.0,6.0,4.0,15.0,4.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3555.84,17.0,20.0,7.0,7.0,6.0,9.0,1.0,6.0,11.0,6.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6798.18,13.0,11.0,8.0,3.0,8.0,2.0,20.0,7.0,1.0,16.0,5.0,14.0,4.0,8.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
15326.76,10.0,17.0,1.0,20.0,1.0,7.0,11.0,11.0,3.0,6.0,18.0,15.0,17.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7756.62,16.0,20.0,10.0,7.0,9.0,4.0,16.0,4.0,3.0,18.0,10.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7945.62,6.0,17.0,19.0,3.0,4.0,6.0,11.0,17.0,7.0,11.0,6.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13380.12,8.0,7.0,14.0,9.0,15.0,20.0,11.0,11.0,1.0,7.0,17.0,16.0,14.0,15.0,20.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0
8615.64,17.0,11.0,3.0,3.0,20.0,1.0,2.0,15.0,4.0,11.0,5.0,20.0,16.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7615.38,15.0,6.0,8.0,3.0,1.0,20.0,11.0,10.0,1.0,20.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2693.4120000000007,9.0,17.0,4.0,16.0,16.0,10.0,17.0,16.0,4.0,17.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10714.6199999999,20.0,3.0,15.0,16.0,14.0,10.0,4.0,16.0,2.0,17.0,11.0,8.0,1.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14032.8,17.0,16.0,11.0,16.0,4.0,16.0,11.0,11.0,1.0,16.0,3.0,8.0,10.0,10.0,16.0,6.0,2.0,11.0,1.0,8.0,12.0,0.0
13098.06,8.0,10.0,4.0,11.0,17.0,3.0,20.0,17.0,11.0,15.0,4.0,17.0,15.0,17.0,19.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0
3681.102,3.0,7.0,4.0,6.0,2.0,15.0,9.0,4.0,19.0,16.0,4.0,13.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10706.2799999999,14.0,1.0,3.0,6.0,11.0,9.0,4.0,7.0,19.0,11.0,20.0,16.0,13.0,2.0,19.0,15.0,7.0,4.0,12.0,0.0,0.0,0.0
2947.518,4.0,17.0,16.0,17.0,16.0,1.0,4.0,1.0,7.0,1.0,16.0,7.0,4.0,6.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
6657.9,9.0,8.0,15.0,10.0,17.0,14.0,16.0,19.0,7.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15445.32,14.0,1.0,11.0,8.0,6.0,8.0,20.0,8.0,20.0,10.0,11.0,5.0,10.0,8.0,7.0,17.0,11.0,7.0,7.0,12.0,0.0,0.0
6660.18,15.0,1.0,7.0,1.0,4.0,4.0,11.0,10.0,3.0,3.0,17.0,16.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10962.3,1.0,20.0,10.0,17.0,20.0,15.0,1.0,19.0,14.0,3.0,4.0,1.0,6.0,2.0,6.0,1.0,17.0,12.0,0.0,0.0,0.0,0.0
10836.66,10.0,15.0,3.0,7.0,15.0,16.0,15.0,8.0,19.0,3.0,10.0,7.0,6.0,11.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
15337.74,7.0,6.0,14.0,15.0,11.0,14.0,1.0,10.0,9.0,4.0,13.0,17.0,7.0,4.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
4765.194,20.0,1.0,8.0,15.0,16.0,16.0,20.0,8.0,8.0,1.0,8.0,20.0,16.0,17.0,15.0,9.0,16.0,17.0,12.0,0.0,0.0,0.0
15260.9399999999,20.0,20.0,17.0,15.0,4.0,1.0,1.0,1.0,7.0,6.0,14.0,1.0,2.0,4.0,14.0,15.0,11.0,12.0,0.0,0.0,0.0,0.0
8550.72,16.0,20.0,13.0,6.0,17.0,7.0,9.0,10.0,16.0,11.0,17.0,3.0,1.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11862.42,12.0,15.0,10.0,11.0,3.0,16.0,6.0,7.0,11.0,4.0,10.0,18.0,7.0,3.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
14666.039999999899,3.0,6.0,8.0,20.0,10.0,6.0,11.0,4.0,8.0,14.0,16.0,6.0,4.0,4.0,19.0,3.0,11.0,10.0,12.0,0.0,0.0,0.0
9533.58,3.0,1.0,20.0,20.0,17.0,20.0,15.0,1.0,19.0,14.0,3.0,4.0,16.0,6.0,2.0,6.0,1.0,17.0,12.0,0.0,0.0,0.0
14336.88,16.0,6.0,7.0,10.0,14.0,7.0,3.0,6.0,4.0,16.0,16.0,20.0,14.0,6.0,11.0,20.0,8.0,12.0,0.0,0.0,0.0,0.0
11985.06,4.0,1.0,20.0,4.0,8.0,10.0,16.0,16.0,16.0,16.0,11.0,3.0,3.0,6.0,10.0,7.0,16.0,11.0,3.0,12.0,0.0,0.0
8658.78,2.0,10.0,10.0,8.0,11.0,4.0,19.0,9.0,9.0,15.0,4.0,14.0,7.0,6.0,7.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0
10256.039999999899,15.0,8.0,6.0,16.0,19.0,20.0,11.0,8.0,4.0,4.0,19.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14508.66,14.0,20.0,4.0,10.0,4.0,18.0,4.0,19.0,7.0,3.0,6.0,11.0,7.0,6.0,1.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0
15305.9399999999,15.0,16.0,15.0,10.0,6.0,16.0,1.0,17.0,10.0,15.0,10.0,1.0,11.0,11.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
9618.6,1.0,16.0,15.0,8.0,4.0,19.0,7.0,14.0,16.0,16.0,4.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10884.3,6.0,2.0,20.0,15.0,11.0,16.0,4.0,3.0,1.0,10.0,10.0,7.0,1.0,3.0,11.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0
11786.34,7.0,4.0,11.0,9.0,16.0,11.0,20.0,3.0,10.0,1.0,3.0,7.0,3.0,20.0,1.0,16.0,1.0,12.0,0.0,0.0,0.0,0.0
13558.38,6.0,2.0,10.0,3.0,7.0,10.0,7.0,7.0,16.0,10.0,1.0,16.0,8.0,4.0,11.0,16.0,11.0,20.0,6.0,7.0,12.0,0.0
11878.98,20.0,20.0,10.0,17.0,1.0,15.0,16.0,16.0,16.0,1.0,15.0,13.0,14.0,20.0,20.0,8.0,20.0,3.0,9.0,17.0,12.0,0.0
10771.5,15.0,8.0,6.0,6.0,20.0,4.0,11.0,7.0,7.0,3.0,7.0,10.0,2.0,19.0,11.0,5.0,16.0,12.0,0.0,0.0,0.0,0.0
15373.26,11.0,1.0,4.0,7.0,11.0,7.0,16.0,6.0,10.0,4.0,11.0,20.0,16.0,16.0,10.0,7.0,1.0,11.0,4.0,3.0,8.0,12.0
6302.04,9.0,13.0,1.0,18.0,13.0,1.0,7.0,7.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8515.92,8.0,8.0,19.0,15.0,1.0,15.0,6.0,8.0,15.0,19.0,19.0,5.0,8.0,20.0,8.0,1.0,8.0,12.0,0.0,0.0,0.0,0.0
10312.86,3.0,17.0,9.0,16.0,16.0,17.0,10.0,18.0,3.0,17.0,10.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13090.56,17.0,3.0,19.0,15.0,1.0,8.0,5.0,3.0,1.0,13.0,7.0,17.0,11.0,11.0,10.0,3.0,15.0,12.0,0.0,0.0,0.0,0.0
15409.92,11.0,3.0,10.0,15.0,17.0,8.0,10.0,15.0,11.0,20.0,14.0,7.0,11.0,4.0,7.0,3.0,11.0,12.0,0.0,0.0,0.0,0.0
3818.76,6.0,11.0,4.0,16.0,17.0,20.0,9.0,15.0,4.0,17.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15436.68,13.0,11.0,1.0,16.0,3.0,14.0,14.0,1.0,6.0,1.0,7.0,1.0,11.0,13.0,20.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0
12922.86,15.0,10.0,3.0,11.0,6.0,3.0,8.0,7.0,7.0,4.0,7.0,20.0,1.0,11.0,14.0,16.0,6.0,12.0,0.0,0.0,0.0,0.0
7694.7,4.0,17.0,7.0,3.0,8.0,8.0,7.0,1.0,17.0,14.0,8.0,8.0,10.0,4.0,7.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0
5823.0059999999985,7.0,16.0,1.0,16.0,17.0,8.0,7.0,7.0,9.0,15.0,16.0,18.0,10.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11805.72,3.0,20.0,6.0,3.0,15.0,11.0,8.0,3.0,8.0,17.0,10.0,10.0,19.0,15.0,4.0,3.0,20.0,1.0,12.0,0.0,0.0,0.0
8980.74,11.0,20.0,8.0,15.0,20.0,16.0,7.0,3.0,19.0,15.0,11.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9138.42,5.0,8.0,4.0,5.0,8.0,16.0,1.0,11.0,6.0,8.0,10.0,16.0,17.0,11.0,2.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0
12339.18,19.0,15.0,18.0,8.0,11.0,20.0,7.0,10.0,7.0,3.0,4.0,16.0,9.0,5.0,4.0,14.0,2.0,12.0,0.0,0.0,0.0,0.0
14575.38,1.0,4.0,14.0,11.0,20.0,15.0,8.0,7.0,3.0,6.0,20.0,17.0,15.0,16.0,16.0,17.0,15.0,19.0,10.0,16.0,11.0,12.0
6684.42,9.0,1.0,16.0,17.0,3.0,10.0,3.0,7.0,11.0,7.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12951.9,1.0,17.0,20.0,15.0,20.0,11.0,7.0,6.0,6.0,8.0,17.0,20.0,10.0,17.0,2.0,17.0,14.0,19.0,12.0,0.0,0.0,0.0
10997.22,20.0,8.0,3.0,11.0,14.0,2.0,3.0,16.0,20.0,7.0,14.0,17.0,7.0,19.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
9556.38,19.0,8.0,19.0,8.0,5.0,1.0,20.0,20.0,16.0,19.0,16.0,1.0,4.0,20.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8439.96,4.0,15.0,16.0,17.0,14.0,1.0,16.0,8.0,5.0,11.0,4.0,2.0,17.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2803.776,1.0,11.0,7.0,2.0,4.0,7.0,4.0,1.0,4.0,16.0,17.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11522.94,7.0,20.0,2.0,7.0,11.0,1.0,16.0,17.0,14.0,13.0,3.0,3.0,15.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14552.22,11.0,17.0,15.0,4.0,8.0,6.0,19.0,11.0,17.0,19.0,20.0,16.0,6.0,1.0,6.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0
6293.88,17.0,4.0,6.0,3.0,16.0,9.0,13.0,13.0,11.0,16.0,8.0,3.0,11.0,17.0,2.0,6.0,17.0,7.0,12.0,0.0,0.0,0.0
6379.86,10.0,4.0,9.0,10.0,3.0,7.0,7.0,16.0,18.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12745.02,14.0,16.0,6.0,3.0,1.0,10.0,7.0,7.0,1.0,11.0,10.0,6.0,6.0,7.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8512.14,15.0,11.0,3.0,16.0,7.0,4.0,7.0,10.0,16.0,3.0,16.0,8.0,19.0,11.0,8.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0
15474.9,10.0,10.0,17.0,10.0,20.0,15.0,11.0,20.0,3.0,4.0,11.0,4.0,15.0,11.0,4.0,10.0,11.0,19.0,12.0,0.0,0.0,0.0
11286.12,4.0,4.0,1.0,1.0,2.0,5.0,10.0,1.0,6.0,20.0,4.0,8.0,17.0,19.0,13.0,4.0,8.0,2.0,11.0,10.0,12.0,0.0
10321.56,9.0,1.0,3.0,7.0,20.0,8.0,11.0,11.0,16.0,10.0,17.0,6.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7301.04,7.0,14.0,20.0,1.0,2.0,13.0,17.0,8.0,7.0,17.0,15.0,20.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13316.1,15.0,11.0,7.0,16.0,10.0,18.0,1.0,4.0,1.0,15.0,4.0,7.0,7.0,15.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
15403.8,14.0,7.0,11.0,17.0,1.0,20.0,3.0,15.0,20.0,19.0,20.0,14.0,8.0,15.0,6.0,13.0,14.0,4.0,12.0,0.0,0.0,0.0
14400.84,20.0,1.0,4.0,11.0,16.0,4.0,5.0,16.0,11.0,14.0,10.0,13.0,4.0,7.0,1.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0
3560.04,6.0,6.0,6.0,6.0,6.0,7.0,6.0,11.0,6.0,6.0,3.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,12.0,0.0,0.0,0.0
7990.68,17.0,6.0,10.0,9.0,16.0,9.0,14.0,5.0,19.0,16.0,4.0,11.0,4.0,15.0,3.0,9.0,10.0,12.0,0.0,0.0,0.0,0.0
13152.3,15.0,3.0,6.0,17.0,10.0,13.0,20.0,11.0,4.0,1.0,16.0,10.0,8.0,6.0,1.0,1.0,7.0,6.0,6.0,16.0,12.0,0.0
10179.36,11.0,13.0,7.0,2.0,20.0,10.0,11.0,7.0,5.0,4.0,7.0,17.0,6.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11168.7,14.0,6.0,15.0,4.0,5.0,3.0,15.0,10.0,11.0,5.0,3.0,20.0,6.0,10.0,3.0,17.0,16.0,9.0,7.0,4.0,6.0,12.0
10042.98,11.0,8.0,3.0,15.0,13.0,15.0,13.0,7.0,1.0,17.0,6.0,1.0,1.0,15.0,17.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0
11073.9,3.0,14.0,17.0,17.0,9.0,11.0,16.0,19.0,4.0,15.0,17.0,17.0,3.0,1.0,10.0,1.0,19.0,15.0,5.0,8.0,12.0,0.0
15223.8,11.0,11.0,20.0,4.0,20.0,8.0,5.0,8.0,15.0,8.0,17.0,1.0,17.0,11.0,6.0,13.0,1.0,6.0,7.0,11.0,12.0,0.0
14694.36,4.0,7.0,11.0,2.0,11.0,11.0,6.0,7.0,15.0,8.0,16.0,19.0,20.0,8.0,7.0,20.0,10.0,12.0,0.0,0.0,0.0,0.0
14760.24,11.0,1.0,1.0,5.0,4.0,11.0,3.0,4.0,10.0,17.0,7.0,17.0,17.0,2.0,11.0,11.0,4.0,20.0,5.0,17.0,12.0,0.0
8934.06,6.0,10.0,5.0,9.0,14.0,1.0,10.0,8.0,7.0,4.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13072.5,17.0,10.0,8.0,6.0,13.0,8.0,7.0,8.0,14.0,3.0,18.0,7.0,10.0,7.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
5876.298000000002,8.0,7.0,6.0,7.0,20.0,1.0,6.0,8.0,19.0,2.0,20.0,6.0,19.0,3.0,16.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0
4997.6579999999985,8.0,8.0,19.0,9.0,15.0,20.0,11.0,16.0,16.0,7.0,7.0,5.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15469.98,7.0,7.0,11.0,6.0,3.0,20.0,10.0,16.0,3.0,6.0,14.0,10.0,9.0,11.0,11.0,7.0,1.0,1.0,10.0,20.0,12.0,0.0
13339.8599999999,3.0,15.0,10.0,6.0,8.0,13.0,1.0,20.0,10.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10389.0,11.0,9.0,4.0,8.0,17.0,3.0,14.0,20.0,4.0,7.0,10.0,17.0,7.0,15.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
11338.5,14.0,7.0,4.0,10.0,9.0,15.0,19.0,16.0,20.0,16.0,19.0,16.0,18.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7996.14,20.0,17.0,14.0,3.0,5.0,7.0,20.0,5.0,3.0,4.0,17.0,20.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4405.764,10.0,16.0,3.0,17.0,9.0,3.0,3.0,3.0,10.0,16.0,15.0,10.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8606.22,1.0,6.0,7.0,17.0,8.0,7.0,20.0,7.0,11.0,7.0,10.0,17.0,8.0,16.0,2.0,6.0,3.0,10.0,12.0,0.0,0.0,0.0
14494.14,8.0,10.0,4.0,11.0,10.0,3.0,7.0,16.0,11.0,20.0,1.0,1.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15118.26,10.0,20.0,19.0,4.0,11.0,4.0,4.0,19.0,9.0,11.0,14.0,19.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7109.4,3.0,7.0,9.0,7.0,8.0,1.0,7.0,8.0,3.0,7.0,16.0,1.0,10.0,16.0,15.0,16.0,3.0,11.0,20.0,3.0,12.0,0.0
9889.56,10.0,2.0,16.0,4.0,9.0,4.0,3.0,1.0,10.0,4.0,8.0,11.0,16.0,7.0,20.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0
15405.0,11.0,4.0,3.0,17.0,20.0,1.0,7.0,10.0,7.0,8.0,11.0,7.0,1.0,17.0,10.0,7.0,3.0,11.0,12.0,0.0,0.0,0.0
6434.4,10.0,4.0,4.0,9.0,11.0,8.0,16.0,19.0,1.0,15.0,3.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10800.24,6.0,6.0,6.0,4.0,11.0,4.0,15.0,7.0,4.0,10.0,1.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10337.039999999899,8.0,6.0,8.0,1.0,16.0,6.0,1.0,13.0,11.0,19.0,1.0,17.0,8.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4426.758,15.0,10.0,10.0,10.0,8.0,2.0,9.0,1.0,9.0,8.0,4.0,6.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13062.18,11.0,11.0,2.0,3.0,19.0,17.0,6.0,3.0,10.0,4.0,3.0,11.0,7.0,16.0,19.0,1.0,8.0,10.0,16.0,17.0,4.0,12.0
15469.98,10.0,8.0,20.0,1.0,4.0,1.0,10.0,3.0,7.0,11.0,11.0,7.0,15.0,10.0,2.0,6.0,7.0,14.0,1.0,3.0,3.0,12.0
13075.02,15.0,11.0,16.0,20.0,4.0,7.0,7.0,19.0,4.0,11.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
